Domain Code;Domain;Area Code;Area;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Flag;Flag Description
GU;Manure applied to Soils;123;Liberia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;467506.2553;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;123;Liberia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;549910.0814;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;123;Liberia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;904183.012;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;123;Liberia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;988119.7222;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;3827604.4;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;4828173.523;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;5848827.967;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;5864826.873;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;1148281.32;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;1448452.057;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;1754648.39;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;1759448.062;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;765520.88;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;965634.7045;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;1169765.593;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;124;Libya;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;1172965.375;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;227862.3534;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;265942.1435;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;254826.3485;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;258506.9759;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;68358.706;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;79782.643;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;76447.9045;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;77552.0928;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;45572.4707;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;53188.4287;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;50965.2697;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;125;Liechtenstein;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;51701.3952;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;47362450.88;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;46504671.07;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;42054163.15;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;38253891.24;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;14208735.26;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;13951401.32;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;12616248.94;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;11476167.37;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;9472490.176;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;9300934.215;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;8410832.629;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;126;Lithuania;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;7650778.249;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;7431682.782;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;6736661.102;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;7220955.224;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;7290109.454;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;2229504.835;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;2020998.331;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;2166286.567;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;2187032.836;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;1486336.556;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;1347332.221;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;1444191.045;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;256;Luxembourg;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;1458021.891;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;25942641.16;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;35661787.9;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;38927799.66;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;42077456.12;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;7782792.348;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;10698536.37;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;11678339.9;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;12623236.84;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;5188528.232;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;7132357.58;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;7785559.932;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;129;Madagascar;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;8415491.224;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;9150840.597;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;11715636.18;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;29959377.74;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;43018188.79;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;2745252.179;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;3514690.855;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;8987813.323;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;12905456.64;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;1830168.119;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;2343127.237;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;5991875.549;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;130;Malawi;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;8603637.758;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;50246598.66;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;64833090.56;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;74927941.4;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;88618394.55;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;15073979.6;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;19449927.17;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;22478382.42;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;26585518.37;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;10049319.73;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;12966618.11;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;14985588.28;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;131;Malaysia;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;17723678.91;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;15557055.57;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;22863142.67;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;29318893.95;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;28336514.59;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;4667116.67;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;6858942.802;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;8795668.184;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;8500954.376;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;3111411.113;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;4572628.535;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;5863778.789;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;133;Mali;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;5667302.917;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;1839769.409;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;1883801.464;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;1611431.055;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;1427649.373;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;551930.8228;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;565140.4393;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;483429.3164;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;428294.8119;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;367953.8818;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;376760.2929;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;322286.2109;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;134;Malta;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;285529.8746;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;510523.0794;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;465510.9617;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;290973.7309;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;320094.2388;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;153156.9238;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;139653.2885;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;87292.1193;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;96028.2716;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;102104.6159;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;93102.1923;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;58194.7462;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;135;Martinique;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;64018.8478;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;7290363.184;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;8059860.357;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;7994101.337;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;8320983.91;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;2187108.955;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;2417958.107;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;2398230.401;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;2496295.173;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;1458072.637;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;1611972.071;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;1598820.267;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;136;Mauritania;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;1664196.782;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;821740.6271;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;1046740.161;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;1363294.807;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;1323159.071;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;246522.1881;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;314022.0481;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;408988.4421;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;396947.7212;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;164348.1254;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;209348.0321;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;272658.9614;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;137;Mauritius;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2014;2014;kg;264631.8142;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;72381;Manure applied to soils (N content);1755;All Animals;2000;2000;kg;404202823.9;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;72381;Manure applied to soils (N content);1755;All Animals;2006;2006;kg;435507121.9;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;72381;Manure applied to soils (N content);1755;All Animals;2010;2010;kg;448923684.9;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;72381;Manure applied to soils (N content);1755;All Animals;2014;2014;kg;465186320.6;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;723812;Manure applied to soils that leaches (N content);1755;All Animals;2000;2000;kg;121260847.2;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;723812;Manure applied to soils that leaches (N content);1755;All Animals;2006;2006;kg;130652136.6;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;723812;Manure applied to soils that leaches (N content);1755;All Animals;2010;2010;kg;134677105.5;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;723812;Manure applied to soils that leaches (N content);1755;All Animals;2014;2014;kg;139555896.2;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2000;2000;kg;80840564.79;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2006;2006;kg;87101424.39;A;Aggregate, may include official, semi-official, estimated or calculated data
GU;Manure applied to Soils;138;Mexico;723811;Manure applied to soils that volatilises (N content);1755;All Animals;2010;2010;kg;89784736.98;A;Aggregate, may include official, semi-official, estimated or calculated data
