"","Area","Wheat","Rice","Maize","soya","Oil_Palm","Cereals","Oil_crops","sugarcane","Roots","sum_t","Region","kJ_t_N","N_total_kj"
"160","Puerto_Rico",0,0,23.0899090458078,0,0,0,0,0,0.308633229017935,23.3985422748257,"Latin_America",29607941.5078667,692782671.042386
"161","Qatar",0.258687590909188,0,3.49468893666281,0,0,9.97946118742837,0,0,0.0185179937410761,13.7513557087414,"Middle_East",29607941.5078667,407149335.478285
"162","Republic_of_Korea",44.9599033000169,33333.1819592684,341.00675402679,506.521084365304,0,371.480850925401,47.0047038782595,0,147.878525351653,34792.0337811158,"Other_Asia",30430384.3275296,1058734959495.75
"163","Republic_of_Moldova",7710.9079723029,0,11377.7086952208,312.67495800451,0,671.421822111477,3798.32624705502,0,212.568050153812,24083.6077448485,"CIS",32815468.5045522,790314871427.067
"164","Réunion",0,1.7796698801258,47.427921283281,0,0,0,17.3216015116092,2023.96032981421,3.05546896727756,2093.5449914565,"Africa",29607941.5078667,61985557651.1314
"165","Rwanda",594.257133836587,489.723276425206,2828.50137707954,237.769914214738,0,1073.23901057289,209.202578733798,284.964495573983,1591.94871326825,7309.60649970499,"Africa",29607941.5078667,216422401688.787
"166","Saint_Kitts_and_Nevis",0,0,0,0,0,0,0.426258650173829,0,0.0493813166428696,0.475639966816699,"Latin_America",29607941.5078667,14082720.3163125
"167","Saint_Lucia",0,0,0,0,0,0,0,0,2.06166996983981,2.06166996983981,"Latin_America",29607941.5078667,61041803.8755423
"168","Saint_Vincent_and_the_Grenadines",0,0,1.7473444683314,0,0,0,3.8750786379439,63.3254434608851,0.598748464294794,69.5466150314552,"Latin_America",29607941.5078667,2059132109.92145
"169","Samoa",0,0,1.12329287249876,0,0,0,0,0.0791568043261063,0.154316614508967,1.35676629133383,"Other_Asia",30430384.3275296,41286919.6879256
"170","Sao_Tome_and_Principe",0,0,27.4582702166364,0,16.2731834361039,0,0,0,4.01223197723315,47.7436856299734,"Africa",29607941.5078667,1413592251.50223
"171","Saudi_Arabia",12113.5896882636,0,539.904478650571,0,0,691.674618190012,12.9169287931463,0,119.508958940325,13477.5946728377,"Middle_East",29607941.5078667,399043834740.113
"172","Senegal",0,2967.40759992662,3256.5758097569,0,71.1951775329544,5555.27829170652,7676.06577233031,565.97115093166,123.379219632209,20215.8730218172,"Africa",29607941.5078667,598550385960.423
"173","Serbia",13964.2924511462,0,29222.4890401191,879.373764497338,0,629.067274568759,2458.14321705092,0,521.182761178006,47674.5485085603,"Central_European_countries",35858506.9373052,1709538128427.1
"174","Seychelles",0,0,0,0,0,0,0,0,0.0987626332857392,0.0987626332857392,"Africa",29607941.5078667,2924158.26948705
"175","Sierra_Leone",0,25892.4519814381,1497.72382999835,0,244.097751541558,318.363178985445,1937.53931897195,79.1568043261063,1411.68838952803,31381.0212547895,"Africa",29607941.5078667,929127441768.929
"176","Solomon_Islands",0,33.8486232102358,0,0,101.707396475649,0,0,0,0.888863699571651,136.444883385456,"Other_Asia",30430384.3275296,4152070240.9444
"177","Somalia",67.2587736363889,95.1250998671163,2371.39606416405,0,0,2614.25148897663,63.292951086417,459.109465091417,52.4676489330489,5722.90149175507,"Africa",29607941.5078667,169443332623.167
"178","South_Sudan",1116.97106279255,61.1295064897706,643.09483234324,0,0,13201.9546644652,1995.32570968752,1370.41046510486,32.0594706059241,18420.9457114891,"Africa",29607941.5078667,545406283145.356
"179","Sri_Lanka",0,31772.0974150075,798.786042665785,17.2305173411209,0,37.7750156603884,150.611389728086,1486.56478524428,178.143099789152,34441.2082654363,"Other_Asia",30430384.3275296,1048059204221.72
"180","Sudan",3399.27450557733,186.035233920642,1957.12847098072,0,0,40177.4669099364,6072.36842672219,4170.56583772258,97.5664855816087,56060.4058704415,"Africa",29607941.5078667,1659833217919.3
"181","Suriname",0,1543.49721838675,0.499241276666115,0.0785756491126036,5.59390680616071,0,0.800849585175072,237.470412978319,1.27156890355389,1789.21177358574,"Latin_America",29607941.5078667,52974877537.5129
"182","Swaziland",5.7687332772749,1.04686463536812,1172.54302444187,0,0,4.90401743014118,71.0431083623048,4131.66855860545,18.5179937410761,5405.49230049349,"Africa",29607941.5078667,160045499854.235
"183","Switzerland",2419.99654419636,0,453.311079212833,6.31411466083422,0,236.794859108078,310.807140620687,0,73.9053130206347,3501.12905081943,"Western_Europe",28785498.6882037,100781745699.594
"184","Syrian_Arab_Republic",46227.4724954719,0,1128.78452654209,10.383210775594,0,8053.14967165749,181.379514113361,0,171.106262167543,55772.275680728,"Middle_East",29607941.5078667,1651302276115.61
"185","Tajikistan",8296.11104045766,539.135287214581,918.603949065652,0.112250927303719,0,239.323397433482,74.7502669259378,0,178.390006372367,10246.426198397,"CIS",32815468.5045522,336241276197.715
"186","The_former_Yugoslav_Republic_of_Macedonia",2521.11752348277,88.0762113223043,792.146133686125,3.36752781911158,0,317.193806539556,50.5439423675816,0,82.4482807998512,3854.8934260173,"Central_European_countries",35858506.9373052,138230722659.414
"187","Timor-Leste",0,1570.29695305218,1772.30653216471,5.522745623343,0,0,33.6098487197667,0,62.5476101927747,3444.28368975277,"Other_Asia",30430384.3275296,104810876412.219
"188","Togo",0,1072.09407308049,11741.7554341657,3.08690050085228,143.407429030665,1722.28969699182,672.481146828784,0,843.087219043712,16198.201899642,"Africa",29607941.5078667,479595414377.216
"189","Tonga",0,0,0,0,0,0,18.8716329667868,0,4.62949843526903,23.5011314020558,"Other_Asia",30430384.3275296,715148460.696334
"190","Trinidad_and_Tobago",0,65.638412637581,29.9544765999669,0,0,0,0,1266.5088692177,2.43202984466133,1364.53378829991,"Latin_America",29607941.5078667,40401036589.4914
"191","Tunisia",21652.151359099,0,0,0,0,2654.71422455192,160.789929617086,0,153.699348050932,24621.3548613189,"Africa",29607941.5078667,728987634578.36
"192","Turkmenistan",23928.6021590999,1954.14731935382,374.430957499587,0,0,397.953973731806,0,0,64.6586614792573,26719.7930711644,"CIS",32815468.5045522,876822527974.947
"193","Uganda",258.687590909188,3943.19012655324,20443.9302794774,813.819222951966,0,4512.18582523602,5102.1868732928,2770.48815141372,2894.97968818823,40739.4677580226,"Africa",29607941.5078667,1206211778441.15
"194","Ukraine",142562.731350054,753.742537465045,42954.7194443526,4011.84814183493,0,35171.172198417,55523.4184173395,0,2018.50343508747,282996.135524551,"CIS",32815468.5045522,9286650772215.88
"195","United_Arab_Emirates",0.258687590909188,0,2.77078908549694,0,0,0,0,0,1.66661943669684,4.69609611310297,"Middle_East",29607941.5078667,139041739.032073
"196","United_Republic_of_Tanzania",1376.83883385506,22115.7133319084,64393.6625502894,30.8690050085228,45.7683284140421,6427.77707319144,11108.5587621058,1662.29289084823,6908.26719106463,114069.747966686,"Africa",29607941.5078667,3377370425614.72
"197","Uruguay",5003.0180081837,6186.96999502558,1231.87785017364,1734.83808147898,0,877.335452857966,840.246217994169,234.383297609601,52.8935627890937,16161.5624661127,"Latin_America",29607941.5078667,478510596172.399
"198","Uzbekistan",37470.638855605,2116.76029271433,819.504555647428,0,0,385.648012390253,158.103208428111,0,4668.38528995757,45619.0402147427,"CIS",32815468.5045522,1497010177374.79
"199","Vanuatu",0,0,34.9468893666281,0,0,0,29.7089362242366,0,0,64.6558255908647,"Other_Asia",30430384.3275296,1967501621.74374
"200","Venezuela_(Bolivarian_Republic_of)",1.88841941363707,7915.3086125305,17495.1866409128,74.9106563361372,256.831517580309,1569.00394867915,65.4242443372862,9773.49063014435,407.185991707942,37559.2306616421,"Latin_America",29607941.5078667,1112051504510.37
"201","Wallis_and_Futuna_Islands",0,0,0.249620638333058,0,0,0,0,0.0791568043261063,1.48143949928609,1.81021694194525,"Other_Asia",30430384.3275296,55085597.2595995
"202","Western_Sahara",0,0,0,0,0,15.3059220666079,0,0,0,15.3059220666079,"Africa",29607941.5078667,453176845.272092
"203","Yemen",2863.90445019653,0,1080.88232604597,0,0,4383.06506668211,0,0,110.064782132376,8437.91662505699,"Middle_East",29607941.5078667,249829341882.943
"204","Zambia",442.355780454712,501.029414487181,18721.5478749793,236.709142951718,0,623.257146552275,1691.09723452751,1899.76330382655,1135.770282786,25251.5301805652,"Africa",29607941.5078667,747645828570.306
"205","Zimbabwe",1738.40647966884,8.72387196140098,51054.6844996858,264.558598015771,0,3357.69685796474,2879.45468349697,3441.7378520991,290.849782361921,63036.1126252545,"Africa",29607941.5078667,1866369535491.83
