"","Area","Wheat","Rice","Maize","soya","Oil_Palm","Cereals","Oil_crops","Roots","sugarcane","sum_t","Region","kJ_t_N","N_total_kj"
"161","Puerto_Rico",0,0.538016035427785,18.2687959107472,0,0,0,0,0.314805893598294,0,19.1216178397733,"Latin_America",29607941.5078667,566151742.535787
"162","Qatar",0.349597059643801,0,3.50760881486347,0,0,1.20681929217274,0,0.0308633229017935,0,5.0948884895818,"Middle_East",29607941.5078667,150849160.388641
"163","Republic_of_Korea",274.171494025651,25260.5324625372,324.203271888095,387.890021687206,0,212.093376958291,63.5214813545059,153.779592690476,0,26676.1917011414,"Other_Asia",30430384.3275296,811766765860.59
"164","Republic_of_Moldova",7109.07805767293,0,8599.42497523524,316.239367041308,0,662.676746070618,2661.84639771056,169.044592197703,0,19518.3101359284,"CIS",32815468.5045522,640502491527.64
"165","Réunion",0,1.61404810628336,31.6937510771592,0,0,0,14.3364133910111,2.95053366941146,1931.33110634532,1981.92585258919,"Africa",29607941.5078667,58680744716.3894
"166","Rwanda",1079.07502422305,367.40831893029,3855.4049317563,392.946245402459,0,714.69781666076,189.779772371157,2149.14279960807,479.802111652356,9228.25702060444,"Africa",29607941.5078667,273229694085.616
"167","Saint_Kitts_and_Nevis",0,0,0,0,0,0,0.313868676944223,0.0185179937410761,0,0.332386670685299,"Latin_America",29607941.5078667,9841285.10364488
"168","Saint_Lucia",0,0,0,0,0,0,0,2.85794370070608,0,2.85794370070608,"Latin_America",29607941.5078667,84617829.9232816
"169","Saint_Vincent_and_the_Grenadines",0,0,0.647237340837902,0,0,0,1.42164047792384,0.493813166428696,57.4231250647766,59.985816049967,"Latin_America",29607941.5078667,1776056532.90907
"170","Samoa",0,0,1.25271743387981,0,0,0,0,0.185179937410761,0.0797543403677453,1.51765171165832,"Other_Asia",30430384.3275296,46182724.8610957
"171","Sao_Tome_and_Principe",0,0,22.6115496815306,0,36.3444122177354,0,0,2.84559837154536,0,61.8015602708114,"Africa",29607941.5078667,1829816981.59308
"172","Saudi_Arabia",4796.14391106954,0,312.156305898951,0,0,254.214438439761,4.61571583741505,94.5158400544524,0,5461.64621130012,"Middle_East",29607941.5078667,161708101560.836
"173","Senegal",0,4168.43497596071,2531.21996827365,0,228.512771428876,6174.31761260385,11036.8504617716,160.21768184779,572.237392138573,24871.790864025,"Africa",29607941.5078667,736402529097.946
"174","Serbia",10579.7902665517,0,25590.4908606729,925.212906451944,0,468.568044750342,1674.54478008748,473.289056699003,0,39711.8959152134,"Central_European_countries",35858506.9373052,1424009295169.22
"175","Seychelles",0,0,0,0,0,0,0,0.0925899687053805,0,0.0925899687053805,"Africa",29607941.5078667,2741398.37764411
"176","Sierra_Leone",0,15546.4547264544,739.938430945008,0,576.722708844305,312.878128777921,1016.16830447027,2437.59758811281,87.7297744045199,20717.4896620092,"Africa",29607941.5078667,613402222102.602
"177","Solomon_Islands",0,35.5090583382338,0,0,282.920574150036,0,0,1.08021630156277,0,319.509848789833,"Other_Asia",30430384.3275296,9722807495.10548
"178","Somalia",56.2414269701966,46.7224451818866,1834.04095907174,0,0,2692.64395468548,62.7368096621454,56.0169310667552,494.476910280021,5242.87943691823,"Africa",29607941.5078667,155230867701.072
"179","South_Sudan",1214.2699140981,44.8214566523106,136.633151169856,0,0,9648.40218768687,2742.51339119442,37.9492533486695,1325.5251555903,15150.1145097405,"Africa",29607941.5078667,448563704241.88
"180","Sri_Lanka",0,30025.8254382214,1203.02630900258,24.4393197837141,0,34.1591223377709,87.5139722773893,168.390289752185,1184.35195446102,32727.7064058361,"Other_Asia",30430384.3275296,995916684088.145
"181","Sudan",3695.38379227452,136.404997386522,415.81523717114,0,0,29362.9518871894,8346.28233661149,115.490842789887,4033.96651712219,46106.2956105452,"Africa",29607941.5078667,1365112503581.43
"182","Suriname",0,1516.44067080338,0.313179358469952,0.0814643992790469,13.6019506802902,0,0.193860065171432,1.03700764950026,239.263021103236,1770.93115405933,"Latin_America",29607941.5078667,52433626023.8474
"183","Swaziland",6.55494486832128,0.934448903637732,1468.47713324171,0,0,4.73011798838894,41.8553112136797,22.2215924892913,4211.98622350137,5756.7597722064,"Africa",29607941.5078667,170445806610.327
"184","Switzerland",1991.61074915828,0,356.022294708642,5.90345346775493,0,159.704124211216,234.192190158765,67.1215546468205,0,2814.55436635148,"Western_Europe",28785498.6882037,81018351020.4885
"185","Syrian_Arab_Republic",34940.0411297752,0,791.675660964244,11.6711329367115,0,7820.71060466837,113.768163960606,212.956928022375,0,43890.8236203275,"Middle_East",29607941.5078667,1299516938482.75
"186","Tajikistan",7485.00414587115,420.615273170754,261.692671937492,0.543095995193646,0,357.428169766942,58.6103597034963,196.068517730514,0,8779.96223417554,"CIS",32815468.5045522,288118574166.745
"187","The_former_Yugoslav_Republic_of_Macedonia",1745.03557302826,116.806112954717,615.710618751927,1.66187374529256,0,237.53885491529,53.3115179221438,80.5162367861989,0,2850.58078810383,"Central_European_countries",35858506.9373052,102217570965.57
"188","Timor-Leste",0,1034.91631909551,1466.82772195377,1.94428366279325,0,0,10.6530721527539,44.5975015930916,0,2558.93889845792,"Other_Asia",30430384.3275296,77869494150.7398
"189","Togo",0,1342.29337512544,11161.1277344,27.1547997596823,375.41383877601,1520.64855818941,642.701504633346,909.455708611729,0,15978.7955194956,"Africa",29607941.5078667,473099243107.388
"190","Tonga",0,0,0,0,0,0,16.6442713097187,3.66656276073307,0,20.3108340704518,"Other_Asia",30430384.3275296,618066486.77653
"191","Trinidad_and_Tobago",0,56.1235674851511,38.4166679723142,0,0,0,0,4.69122508107261,0,99.2314605385379,"Latin_America",29607941.5078667,2938039279.36521
"192","Tunisia",9491.56016932921,0,0,0,0,957.207130694659,127.6707000629,146.909417012537,0,10723.3474170993,"Africa",29607941.5078667,317496243094.009
"193","Turkmenistan",18978.7503754129,509.699401984218,68.8994588633895,0,0,67.5000621045772,0,89.5036364152011,0,19714.3529347803,"CIS",32815468.5045522,646935727818.909
"194","Uganda",262.197794732851,2463.54710959039,21546.7398627327,244.393197837141,0,2669.32063777192,5548.09043657289,3263.11740376082,4147.22569912276,40144.6321421215,"Africa",29607941.5078667,1188599920318.76
"195","United_Arab_Emirates",0.109249081138688,0,5.88777193923511,0,0,0.0715909749594001,0,1.49995749302716,0,7.56856948836036,"Middle_East",29607941.5078667,224089762.709598
"196","United_Republic_of_Tanzania",1192.34447154764,32175.9074155915,63986.9274464299,19.3885270284132,104.462981224629,4969.40059490859,8436.14383604349,6456.42197111779,3845.59478385195,121186.592027744,"Africa",29607941.5078667,3588085528295.14
"197","Uruguay",8827.32575600599,4584.4629545136,2007.27090155342,4609.79880720367,0,497.045911860978,165.057998345962,35.2273967601071,518.403212390345,21244.5929386341,"Latin_America",29607941.5078667,629008665085.515
"198","Vanuatu",0,0,30.5036695149734,0,0,0,20.7430269733432,0,0,51.2466964883166,"Other_Asia",30430384.3275296,1559456669.65574
"199","Venezuela_(Bolivarian_Republic_of)",1.33283878989199,5109.878088059,13224.6665273585,222.392379071846,708.759564488018,1078.64076514901,590.913172937549,415.006757731256,8476.76982032618,29828.3599139113,"Latin_America",29607941.5078667,883156335606.679
"200","Wallis_and_Futuna_Islands",0,0,0.229664862877965,0,0,0,0,1.19132426400923,0.0797543403677453,1.50074346725494,"Other_Asia",30430384.3275296,45668200.4855972
"201","Western_Sahara",0,0,0,0,0,17.89774373985,0,0,0,17.89774373985,"Africa",29607941.5078667,529915349.772266
"202","Yemen",3250.31311258956,0,1110.78454862123,0,0,3709.14886721079,0,143.014465662331,0,8213.26099408391,"Middle_East",29607941.5078667,243177751101.679
"203","Zambia",596.303334671187,871.812510460561,22560.5223247239,330.077452998842,0,435.753810013594,2826.36897301938,1235.10080121313,2631.8932321356,31487.8324392362,"Africa",29607941.5078667,932289901070.412
"204","Zimbabwe",142.089354928978,8.26845696552175,28481.8670911869,229.664434447489,0,2659.29278763653,3217.64320455706,313.19482814282,3243.05074237363,38295.0709002389,"Africa",29607941.5078667,1133838219253.88
