"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop"
"2213",36857,474793,474793,"Mexico","OIL PALM FRUIT",2010,31804,438172,6615144
"2214",36858,474797,474797,"Mexico","OIL PALM FRUIT",2014,50868,678935,6615144
"2215",36891,475281,475281,"Mexico","PALM KERNELS",2000,NA,10000,21520152
"2216",36892,475287,475287,"Mexico","PALM KERNELS",2006,NA,16000,21520152
"2217",36893,475291,475291,"Mexico","PALM KERNELS",2010,NA,22000,21520152
"2218",36894,475295,475295,"Mexico","PALM KERNELS",2014,NA,35000,21520152
"2219",36939,475897,475897,"Mexico","POTATOES",2000,67965,1627217,2805156
"2220",36940,475903,475903,"Mexico","POTATOES",2006,61245,1522611,2805156
"2221",36941,475907,475907,"Mexico","POTATOES",2010,55358,1536617,2805156
"2222",36942,475911,475911,"Mexico","POTATOES",2014,61409,1678833,2805156
"2223",36959,476177,476177,"Mexico","RAPESEED",2000,10000,14000,20682792
"2224",36960,476183,476183,"Mexico","RAPESEED",2006,5000,8000,20682792
"2225",36961,476187,476187,"Mexico","RAPESEED",2010,8000,8000,20682792
"2226",36962,476191,476191,"Mexico","RAPESEED",2014,2000,2000,20682792
"2227",36967,476289,476289,"Mexico","RICE, PADDY",2000,84069,351447,11723040
"2228",36968,476295,476295,"Mexico","RICE, PADDY",2006,70470,337250,11723040
"2229",36969,476299,476299,"Mexico","RICE, PADDY",2010,41748,216676,11723040
"2230",36970,476303,476303,"Mexico","RICE, PADDY",2014,40642,232159,11723040
"2231",36983,476489,476489,"Mexico","RYE",2000,0,0,13355892
"2232",36984,476495,476495,"Mexico","RYE",2006,25,42,13355892
"2233",36985,476499,476499,"Mexico","RYE",2010,42,55,13355892
"2234",36986,476503,476503,"Mexico","RYE",2014,22,14,13355892
"2235",37003,476769,476769,"Mexico","SORGHUM",2000,1899201,5842308,14360724
"2236",37004,476775,476775,"Mexico","SORGHUM",2006,1600430,5518518,14360724
"2237",37005,476779,476779,"Mexico","SORGHUM",2010,1768382,6940225,14360724
"2238",37006,476783,476783,"Mexico","SORGHUM",2014,2013909,8394057,14360724
"2239",37007,476825,476825,"Mexico","SOYBEANS",2000,69969,102314,14025780
"2240",37008,476831,476831,"Mexico","SOYBEANS",2006,54211,81113,14025780
"2241",37009,476835,476835,"Mexico","SOYBEANS",2010,153473,167665,14025780
"2242",37010,476839,476839,"Mexico","SOYBEANS",2014,205629,387366,14025780
"2243",37031,477114,477114,"Mexico","SUGAR CANE",2000,618282,44100000,1256040
"2244",37032,477120,477120,"Mexico","SUGAR CANE",2006,679936,50675820,1256040
"2245",37033,477124,477124,"Mexico","SUGAR CANE",2010,703943,50421620,1256040
"2246",37034,477128,477128,"Mexico","SUGAR CANE",2014,761834,56672829,1256040
"2247",37035,477160,477160,"Mexico","SUNFLOWER SEED",2000,100,70,12895344
"2248",37036,477166,477166,"Mexico","SUNFLOWER SEED",2006,175,178,12895344
"2249",37037,477170,477170,"Mexico","SUNFLOWER SEED",2010,1878,3797,12895344
"2250",37038,477174,477174,"Mexico","SUNFLOWER SEED",2014,14729,16559,12895344
"2251",37091,477920,477920,"Mexico","WHEAT",2000,707768,3493210,13983912
"2252",37092,477926,477926,"Mexico","WHEAT",2006,646231,3378116,13983912
"2253",37093,477930,477930,"Mexico","WHEAT",2010,678550,3676707,13983912
"2254",37094,477934,477934,"Mexico","WHEAT",2014,706611,3669814,13983912
"2255",38113,490004,490004,"Morocco","BARLEY",2000,2250900,466810,13900176
"2256",38114,490010,490010,"Morocco","BARLEY",2006,2188700,2535080,13900176
"2257",38115,490014,490014,"Morocco","BARLEY",2010,1919500,2566450,13900176
"2258",38116,490018,490018,"Morocco","BARLEY",2014,1585216,1638086,13900176
"2259",38258,492011,492011,"Morocco","GROUNDNUTS, WITH SHELL",2000,18200,38820,17333352
"2260",38259,492017,492017,"Morocco","GROUNDNUTS, WITH SHELL",2006,14900,38240,17333352
"2261",38260,492021,492021,"Morocco","GROUNDNUTS, WITH SHELL",2010,22900,49560,17333352
"2262",38261,492025,492025,"Morocco","GROUNDNUTS, WITH SHELL",2014,16090,38376,17333352
"2263",38286,492393,492393,"Morocco","MAIZE",2000,237500,95000,14905008
"2264",38287,492399,492399,"Morocco","MAIZE",2006,243800,297380,14905008
"2265",38288,492403,492403,"Morocco","MAIZE",2010,230100,279150,14905008
"2266",38289,492407,492407,"Morocco","MAIZE",2014,137447,97379,14905008
"2267",38298,492561,492561,"Morocco","MILLET",2000,4692,7975,14235120
"2268",38299,492567,492567,"Morocco","MILLET",2006,3798,7182,14235120
"2269",38300,492571,492571,"Morocco","MILLET",2010,2986,6000,14235120
"2270",38301,492575,492575,"Morocco","MILLET",2014,2779,5710,14235120
"2271",38378,493658,493658,"Morocco","POTATOES",2000,60510,1090350,2805156
"2272",38379,493664,493664,"Morocco","POTATOES",2006,59600,1569100,2805156
"2273",38380,493668,493668,"Morocco","POTATOES",2010,56600,1604620,2805156
"2274",38381,493672,493672,"Morocco","POTATOES",2014,63515,1950982,2805156
"2275",38402,493974,493974,"Morocco","RAPESEED",2000,1000,1000,20682792
"2276",38403,493980,493980,"Morocco","RAPESEED",2006,1000,1000,20682792
"2277",38404,493984,493984,"Morocco","RAPESEED",2010,1000,1000,20682792
"2278",38405,493988,493988,"Morocco","RAPESEED",2014,1000,2000,20682792
"2279",38410,494086,494086,"Morocco","RICE, PADDY",2000,5600,25200,11723040
"2280",38411,494092,494092,"Morocco","RICE, PADDY",2006,5000,34000,11723040
"2281",38412,494096,494096,"Morocco","RICE, PADDY",2010,7400,50520,11723040
"2282",38413,494100,494100,"Morocco","RICE, PADDY",2014,4407,33051,11723040
"2283",38422,494254,494254,"Morocco","RYE",2000,2664,2354,13355892
"2284",38423,494260,494260,"Morocco","RYE",2006,3004,2261,13355892
"2285",38424,494264,494264,"Morocco","RYE",2010,3500,3000,13355892
"2286",38425,494268,494268,"Morocco","RYE",2014,3652,2449,13355892
"2287",38442,494519,494519,"Morocco","SORGHUM",2000,16100,11600,14360724
"2288",38443,494525,494525,"Morocco","SORGHUM",2006,15700,12310,14360724
"2289",38444,494529,494529,"Morocco","SORGHUM",2010,8700,5770,14360724
"2290",38445,494533,494533,"Morocco","SORGHUM",2014,4800,4800,14360724
"2291",38446,494554,494554,"Morocco","SOYBEANS",2000,1000,1200,14025780
"2292",38447,494560,494560,"Morocco","SOYBEANS",2006,1000,1000,14025780
"2293",38448,494564,494564,"Morocco","SOYBEANS",2010,1000,1000,14025780
"2294",38449,494568,494568,"Morocco","SOYBEANS",2014,1000,1000,14025780
"2295",38466,494821,494821,"Morocco","SUGAR CANE",2000,17400,1435931,1256040
"2296",38467,494827,494827,"Morocco","SUGAR CANE",2006,14340,997000,1256040
"2297",38468,494831,494831,"Morocco","SUGAR CANE",2010,10300,632280,1256040
"2298",38469,494835,494835,"Morocco","SUGAR CANE",2014,7911,278551,1256040
"2299",38470,494877,494877,"Morocco","SUNFLOWER SEED",2000,39900,19000,12895344
"2300",38471,494883,494883,"Morocco","SUNFLOWER SEED",2006,32600,27640,12895344
"2301",38472,494887,494887,"Morocco","SUNFLOWER SEED",2010,62000,59340,12895344
"2302",38473,494891,494891,"Morocco","SUNFLOWER SEED",2014,20898,27368,12895344
"2303",38518,495549,495549,"Morocco","WHEAT",2000,2901600,1380700,13983912
"2304",38519,495555,495555,"Morocco","WHEAT",2006,3106700,6326760,13983912
"2305",38520,495559,495559,"Morocco","WHEAT",2010,2852400,4876140,13983912
"2306",38521,495563,495563,"Morocco","WHEAT",2014,2986158,5115884,13983912
"2307",38739,498598,498598,"Myanmar","BARLEY",2000,NA,NA,13900176
"2308",38740,498604,498604,"Myanmar","BARLEY",2006,NA,NA,13900176
"2309",38741,498608,498608,"Myanmar","BARLEY",2010,NA,NA,13900176
"2310",38742,498612,498612,"Myanmar","BARLEY",2014,NA,NA,13900176
"2311",38755,498820,498820,"Myanmar","CASSAVA",2000,7669,77248,4563612
"2312",38756,498826,498826,"Myanmar","CASSAVA",2006,16000,211000,4563612
"2313",38757,498830,498830,"Myanmar","CASSAVA",2010,44986,607097,4563612
"2314",38758,498834,498834,"Myanmar","CASSAVA",2014,37195,477247,4563612
"2315",38827,499822,499822,"Myanmar","GROUNDNUTS, WITH SHELL",2000,585985,719500,17333352
"2316",38828,499828,499828,"Myanmar","GROUNDNUTS, WITH SHELL",2006,755549,1087900,17333352
"2317",38829,499832,499832,"Myanmar","GROUNDNUTS, WITH SHELL",2010,876955,1370100,17333352
"2318",38830,499836,499836,"Myanmar","GROUNDNUTS, WITH SHELL",2014,949393,1501600,17333352
"2319",38839,499990,499990,"Myanmar","MAIZE",2000,210437,358900,14905008
"2320",38840,499996,499996,"Myanmar","MAIZE",2006,326986,1015800,14905008
"2321",38841,500000,500000,"Myanmar","MAIZE",2010,388903,1354400,14905008
"2322",38842,500004,500004,"Myanmar","MAIZE",2014,458105,1693400,14905008
"2323",38847,500102,500102,"Myanmar","MILLET",2000,250096,166200,14235120
"2324",38848,500108,500108,"Myanmar","MILLET",2006,238765,204900,14235120
"2325",38849,500112,500112,"Myanmar","MILLET",2010,220554,212600,14235120
"2326",38850,500116,500116,"Myanmar","MILLET",2014,235527,238800,14235120
"2327",38879,500546,500546,"Myanmar","POTATOES",2000,29137,313600,2805156
"2328",38880,500552,500552,"Myanmar","POTATOES",2006,36422,508400,2805156
"2329",38881,500556,500556,"Myanmar","POTATOES",2010,38850,563600,2805156
"2330",38882,500560,500560,"Myanmar","POTATOES",2014,36422,542300,2805156
"2331",38887,500629,500629,"Myanmar","RAPESEED",2000,NA,NA,20682792
"2332",38888,500635,500635,"Myanmar","RAPESEED",2006,NA,NA,20682792
"2333",38889,500639,500639,"Myanmar","RAPESEED",2010,NA,NA,20682792
"2334",38890,500643,500643,"Myanmar","RAPESEED",2014,NA,NA,20682792
"2335",38891,500684,500684,"Myanmar","RICE, PADDY",2000,6302175,20986900,11723040
"2336",38892,500690,500690,"Myanmar","RICE, PADDY",2006,8074295,30435000,11723040
"2337",38893,500694,500694,"Myanmar","RICE, PADDY",2010,8011164,32065100,11723040
"2338",38894,500698,500698,"Myanmar","RICE, PADDY",2014,6869545,26423300,11723040
"2339",38911,500964,500964,"Myanmar","SORGHUM",2000,250500,166000,14360724
"2340",38912,500970,500970,"Myanmar","SORGHUM",2006,238700,205000,14360724
"2341",38913,500974,500974,"Myanmar","SORGHUM",2010,220706,215992,14360724
"2342",38914,500978,500978,"Myanmar","SORGHUM",2014,235372,242655,14360724
"2343",38915,501020,501020,"Myanmar","SOYBEANS",2000,114121,108500,14025780
"2344",38916,501026,501026,"Myanmar","SOYBEANS",2006,157423,200800,14025780
"2345",38917,501030,501030,"Myanmar","SOYBEANS",2010,169159,254500,14025780
"2346",38918,501034,501034,"Myanmar","SOYBEANS",2014,150948,156500,14025780
"2347",38923,501132,501132,"Myanmar","SUGAR CANE",2000,132737,5800500,1256040
"2348",38924,501138,501138,"Myanmar","SUGAR CANE",2006,144473,8038900,1256040
"2349",38925,501142,501142,"Myanmar","SUGAR CANE",2010,150139,9249500,1256040
"2350",38926,501146,501146,"Myanmar","SUGAR CANE",2014,178467,11128400,1256040
"2351",38931,501244,501244,"Myanmar","SUNFLOWER SEED",2000,450667,157000,12895344
"2352",38932,501250,501250,"Myanmar","SUNFLOWER SEED",2006,655000,551000,12895344
"2353",38933,501254,501254,"Myanmar","SUNFLOWER SEED",2010,882940,782226,12895344
"2354",38934,501258,501258,"Myanmar","SUNFLOWER SEED",2014,480643,456004,12895344
"2355",38959,501636,501636,"Myanmar","WHEAT",2000,80128,92100,13983912
"2356",38960,501642,501642,"Myanmar","WHEAT",2006,91864,140200,13983912
"2357",38961,501646,501646,"Myanmar","WHEAT",2010,101576,181000,13983912
"2358",38962,501650,501650,"Myanmar","WHEAT",2014,98743,182400,13983912
"2359",40079,517138,517138,"Netherlands","BARLEY",2000,47100,287800,13900176
"2360",40080,517144,517144,"Netherlands","BARLEY",2006,44623,268700,13900176
"2361",40081,517148,517148,"Netherlands","BARLEY",2010,33352,204444,13900176
"2362",40082,517152,517152,"Netherlands","BARLEY",2014,27613,196925,13900176
"2363",40195,518670,518670,"Netherlands","MAIZE",2000,20300,223300,14905008
"2364",40196,518676,518676,"Netherlands","MAIZE",2006,19797,181200,14905008
"2365",40197,518680,518680,"Netherlands","MAIZE",2010,16733,196903,14905008
"2366",40198,518684,518684,"Netherlands","MAIZE",2014,12594,173066,14905008
"2367",40251,519450,519450,"Netherlands","POTATOES",2000,180200,8227000,2805156
"2368",40252,519456,519456,"Netherlands","POTATOES",2006,155800,6239600,2805156
"2369",40253,519460,519460,"Netherlands","POTATOES",2010,156969,6843529,2805156
"2370",40254,519464,519464,"Netherlands","POTATOES",2014,155502,7100258,2805156
"2371",40267,519674,519674,"Netherlands","RAPESEED",2000,800,2900,20682792
"2372",40268,519680,519680,"Netherlands","RAPESEED",2006,3300,11600,20682792
"2373",40269,519684,519684,"Netherlands","RAPESEED",2010,2632,11521,20682792
"2374",40270,519688,519688,"Netherlands","RAPESEED",2014,3086,10221,20682792
"2375",40279,519842,519842,"Netherlands","RYE",2000,6000,29000,13355892
"2376",40280,519848,519848,"Netherlands","RYE",2006,2400,10900,13355892
"2377",40281,519852,519852,"Netherlands","RYE",2010,2252,10242,13355892
"2378",40282,519856,519856,"Netherlands","RYE",2014,1720,7106,13355892
"2379",40283,519898,519898,"Netherlands","SORGHUM",2000,NA,NA,14360724
"2380",40284,519904,519904,"Netherlands","SORGHUM",2006,NA,NA,14360724
"2381",40285,519908,519908,"Netherlands","SORGHUM",2010,NA,NA,14360724
"2382",40286,519912,519912,"Netherlands","SORGHUM",2014,NA,NA,14360724
"2383",40287,519954,519954,"Netherlands","SOYBEANS",2000,NA,NA,14025780
"2384",40288,519960,519960,"Netherlands","SOYBEANS",2006,NA,NA,14025780
"2385",40289,519964,519964,"Netherlands","SOYBEANS",2010,NA,NA,14025780
"2386",40290,519968,519968,"Netherlands","SOYBEANS",2014,NA,NA,14025780
"2387",40323,520429,520429,"Netherlands","WHEAT",2000,136700,1142700,13983912
"2388",40324,520435,520435,"Netherlands","WHEAT",2006,141100,1184400,13983912
"2389",40325,520439,520439,"Netherlands","WHEAT",2010,153723,1369553,13983912
"2390",40326,520443,520443,"Netherlands","WHEAT",2014,142212,1304054,13983912
"2391",40455,522265,522265,"New_Zealand","BARLEY",2000,54500,302000,13900176
"2392",40456,522271,522271,"New_Zealand","BARLEY",2006,47078,277020,13900176
"2393",40457,522275,522275,"New_Zealand","BARLEY",2010,52340,308298,13900176
"2394",40458,522279,522279,"New_Zealand","BARLEY",2014,59337,405747,13900176
"2395",40591,524072,524072,"New_Zealand","MAIZE",2000,17700,181000,14905008
"2396",40592,524078,524078,"New_Zealand","MAIZE",2006,19686,215649,14905008
"2397",40593,524082,524082,"New_Zealand","MAIZE",2010,17548,188812,14905008
"2398",40594,524086,524086,"New_Zealand","MAIZE",2014,21582,237165,14905008
"2399",40595,524128,524128,"New_Zealand","MAIZE, GREEN",2000,7000,101000,2344608
"2400",40596,524134,524134,"New_Zealand","MAIZE, GREEN",2006,7200,1e+05,2344608
"2401",40597,524138,524138,"New_Zealand","MAIZE, GREEN",2010,6827,57922,2344608
"2402",40598,524142,524142,"New_Zealand","MAIZE, GREEN",2014,11128,96561,2344608
"2403",40655,524936,524936,"New_Zealand","POTATOES",2000,11816,5e+05,2805156
"2404",40656,524942,524942,"New_Zealand","POTATOES",2006,11717,501000,2805156
"2405",40657,524946,524946,"New_Zealand","POTATOES",2010,10590,525000,2805156
"2406",40658,524950,524950,"New_Zealand","POTATOES",2014,9163,444483,2805156
"2407",40675,525214,525214,"New_Zealand","RAPESEED",2000,2000,4000,20682792
"2408",40676,525220,525220,"New_Zealand","RAPESEED",2006,1472,2906,20682792
"2409",40677,525224,525224,"New_Zealand","RAPESEED",2010,1518,3065,20682792
"2410",40678,525228,525228,"New_Zealand","RAPESEED",2014,1338,2747,20682792
"2411",40683,525326,525326,"New_Zealand","RICE, PADDY",2000,NA,NA,11723040
"2412",40684,525332,525332,"New_Zealand","RICE, PADDY",2006,NA,NA,11723040
"2413",40685,525336,525336,"New_Zealand","RICE, PADDY",2010,NA,NA,11723040
"2414",40686,525340,525340,"New_Zealand","RICE, PADDY",2014,NA,NA,11723040
"2415",40691,525421,525421,"New_Zealand","SOYBEANS",2000,NA,NA,14025780
"2416",40692,525427,525427,"New_Zealand","SOYBEANS",2006,NA,NA,14025780
"2417",40693,525431,525431,"New_Zealand","SOYBEANS",2010,NA,NA,14025780
"2418",40694,525435,525435,"New_Zealand","SOYBEANS",2014,NA,NA,14025780
"2419",40743,526135,526135,"New_Zealand","WHEAT",2000,52500,326000,13983912
"2420",40744,526141,526141,"New_Zealand","WHEAT",2006,37962,261798,13983912
"2421",40745,526145,526145,"New_Zealand","WHEAT",2010,54762,444890,13983912
"2422",40746,526149,526149,"New_Zealand","WHEAT",2014,47932,413497,13983912
"2423",40763,526416,526416,"Nicaragua","CASSAVA",2000,4800,52000,4563612
"2424",40764,526422,526422,"Nicaragua","CASSAVA",2006,11000,105000,4563612
"2425",40765,526426,526426,"Nicaragua","CASSAVA",2010,8338,73789,4563612
"2426",40766,526430,526430,"Nicaragua","CASSAVA",2014,23245,163295,4563612
"2427",40819,527193,527193,"Nicaragua","GROUNDNUTS, WITH SHELL",2000,22326,97004,17333352
"2428",40820,527199,527199,"Nicaragua","GROUNDNUTS, WITH SHELL",2006,26028,145654,17333352
"2429",40821,527203,527203,"Nicaragua","GROUNDNUTS, WITH SHELL",2010,32562,180250,17333352
"2430",40822,527207,527207,"Nicaragua","GROUNDNUTS, WITH SHELL",2014,43146,170629,17333352
"2431",40823,527249,527249,"Nicaragua","MAIZE",2000,325143,412195,14905008
"2432",40824,527255,527255,"Nicaragua","MAIZE",2006,343160,501890,14905008
"2433",40825,527259,527259,"Nicaragua","MAIZE",2010,341194,456974,14905008
"2434",40826,527263,527263,"Nicaragua","MAIZE",2014,312891,360503,14905008
"2435",40827,527298,527298,"Nicaragua","OIL PALM FRUIT",2000,2000,53000,6615144
"2436",40828,527304,527304,"Nicaragua","OIL PALM FRUIT",2006,2500,58700,6615144
"2437",40829,527308,527308,"Nicaragua","OIL PALM FRUIT",2010,4000,86700,6615144
"2438",40830,527312,527312,"Nicaragua","OIL PALM FRUIT",2014,5000,83791,6615144
"2439",40851,527614,527614,"Nicaragua","PALM KERNELS",2000,NA,2000,21520152
"2440",40852,527620,527620,"Nicaragua","PALM KERNELS",2006,NA,2000,21520152
"2441",40853,527624,527624,"Nicaragua","PALM KERNELS",2010,NA,3000,21520152
"2442",40854,527628,527628,"Nicaragua","PALM KERNELS",2014,NA,4000,21520152
"2443",40863,527780,527780,"Nicaragua","POTATOES",2000,2000,25000,2805156
"2444",40864,527786,527786,"Nicaragua","POTATOES",2006,2350,32500,2805156
"2445",40865,527790,527790,"Nicaragua","POTATOES",2010,2600,35000,2805156
"2446",40866,527794,527794,"Nicaragua","POTATOES",2014,1972,33276,2805156
"2447",40871,527892,527892,"Nicaragua","RICE, PADDY",2000,92818,289600,11723040
"2448",40872,527898,527898,"Nicaragua","RICE, PADDY",2006,87812,319569,11723040
"2449",40873,527902,527902,"Nicaragua","RICE, PADDY",2010,88314,453990,11723040
"2450",40874,527906,527906,"Nicaragua","RICE, PADDY",2014,66180,369048,11723040
"2451",40891,528172,528172,"Nicaragua","SORGHUM",2000,46263,81689,14360724
"2452",40892,528178,528178,"Nicaragua","SORGHUM",2006,39318,73154,14360724
"2453",40893,528182,528182,"Nicaragua","SORGHUM",2010,35344,58776,14360724
"2454",40894,528186,528186,"Nicaragua","SORGHUM",2014,59029,109092,14360724
"2455",40895,528214,528214,"Nicaragua","SOYBEANS",2000,3235,6427,14025780
"2456",40896,528220,528220,"Nicaragua","SOYBEANS",2006,1109,2276,14025780
"2457",40897,528224,528224,"Nicaragua","SOYBEANS",2010,1827,4035,14025780
"2458",40898,528228,528228,"Nicaragua","SOYBEANS",2014,1755,2831,14025780
"2459",40899,528273,528273,"Nicaragua","SUGAR CANE",2000,51018,3524355,1256040
"2460",40900,528279,528279,"Nicaragua","SUGAR CANE",2006,50628,4505036,1256040
"2461",40901,528283,528283,"Nicaragua","SUGAR CANE",2010,54428,4893928,1256040
"2462",40902,528287,528287,"Nicaragua","SUGAR CANE",2014,71297,6997632,1256040
"2463",41171,531939,531939,"Nigeria","CASSAVA",2000,3300000,32010000,4563612
"2464",41172,531945,531945,"Nigeria","CASSAVA",2006,3810000,45721000,4563612
"2465",41173,531949,531949,"Nigeria","CASSAVA",2010,3481900,42533180,4563612
"2466",41174,531953,531953,"Nigeria","CASSAVA",2014,6458435,56328480,4563612
"2467",41251,533051,533051,"Nigeria","GROUNDNUTS, WITH SHELL",2000,1934000,2901000,17333352
"2468",41252,533057,533057,"Nigeria","GROUNDNUTS, WITH SHELL",2006,2224000,3825000,17333352
"2469",41253,533061,533061,"Nigeria","GROUNDNUTS, WITH SHELL",2010,2789180,3799240,17333352
"2470",41254,533065,533065,"Nigeria","GROUNDNUTS, WITH SHELL",2014,2799773,3399158,17333352
"2471",41263,533219,533219,"Nigeria","MAIZE",2000,3159000,4107000,14905008
"2472",41264,533225,533225,"Nigeria","MAIZE",2006,3905000,7100000,14905008
"2473",41265,533229,533229,"Nigeria","MAIZE",2010,4149310,7676850,14905008
"2474",41266,533233,533233,"Nigeria","MAIZE",2014,6346551,10058968,14905008
"2475",41267,533275,533275,"Nigeria","MAIZE, GREEN",2000,162414,563632,2344608
"2476",41268,533281,533281,"Nigeria","MAIZE, GREEN",2006,162000,577000,2344608
"2477",41269,533285,533285,"Nigeria","MAIZE, GREEN",2010,184074,676635,2344608
"2478",41270,533289,533289,"Nigeria","MAIZE, GREEN",2014,197019,744078,2344608
"2479",41279,533443,533443,"Nigeria","MILLET",2000,5814000,6105000,14235120
"2480",41280,533449,533449,"Nigeria","MILLET",2006,4971000,7705000,14235120
"2481",41281,533453,533453,"Nigeria","MILLET",2010,4364140,5170430,14235120
"2482",41282,533457,533457,"Nigeria","MILLET",2014,1511222,1398667,14235120
"2483",41287,533555,533555,"Nigeria","OIL PALM FRUIT",2000,3080000,8220000,6615144
"2484",41288,533561,533561,"Nigeria","OIL PALM FRUIT",2006,3075000,8300000,6615144
"2485",41289,533565,533565,"Nigeria","OIL PALM FRUIT",2010,3200000,8e+06,6615144
"2486",41290,533569,533569,"Nigeria","OIL PALM FRUIT",2014,3030949,7975851,6615144
"2487",41319,533970,533970,"Nigeria","PALM KERNELS",2000,NA,577000,21520152
"2488",41320,533976,533976,"Nigeria","PALM KERNELS",2006,NA,469000,21520152
"2489",41321,533980,533980,"Nigeria","PALM KERNELS",2010,NA,233000,21520152
"2490",41322,533984,533984,"Nigeria","PALM KERNELS",2014,NA,235000,21520152
"2491",41335,534192,534192,"Nigeria","POTATOES",2000,212000,599000,2805156
"2492",41336,534198,534198,"Nigeria","POTATOES",2006,266000,838000,2805156
"2493",41337,534202,534202,"Nigeria","POTATOES",2010,265251,1021462,2805156
"2494",41338,534206,534206,"Nigeria","POTATOES",2014,316526,1166171,2805156
"2495",41347,534360,534360,"Nigeria","RICE, PADDY",2000,2199000,3298000,11723040
"2496",41348,534366,534366,"Nigeria","RICE, PADDY",2006,2725000,4042000,11723040
"2497",41349,534370,534370,"Nigeria","RICE, PADDY",2010,2432630,4472520,11723040
"2498",41350,534374,534374,"Nigeria","RICE, PADDY",2014,3081923,6002831,11723040
"2499",41367,534640,534640,"Nigeria","SORGHUM",2000,6885000,7711000,14360724
"2500",41368,534646,534646,"Nigeria","SORGHUM",2006,7308000,9866000,14360724
"2501",41369,534650,534650,"Nigeria","SORGHUM",2010,4960130,7140970,14360724
"2502",41370,534654,534654,"Nigeria","SORGHUM",2014,5702160,6883294,14360724
"2503",41371,534696,534696,"Nigeria","SOYBEANS",2000,517000,429000,14025780
"2504",41372,534702,534702,"Nigeria","SOYBEANS",2006,630000,605000,14025780
"2505",41373,534706,534706,"Nigeria","SOYBEANS",2010,281890,365080,14025780
"2506",41374,534710,534710,"Nigeria","SOYBEANS",2014,633016,623815,14025780
"2507",41379,534808,534808,"Nigeria","SUGAR CANE",2000,24000,695000,1256040
"2508",41380,534814,534814,"Nigeria","SUGAR CANE",2006,47000,987000,1256040
"2509",41381,534818,534818,"Nigeria","SUGAR CANE",2010,45680,850904,1256040
"2510",41382,534822,534822,"Nigeria","SUGAR CANE",2014,81872,1413512,1256040
"2511",41411,535256,535256,"Nigeria","WHEAT",2000,52000,73000,13983912
"2512",41412,535262,535262,"Nigeria","WHEAT",2006,63000,71000,13983912
"2513",41413,535266,535266,"Nigeria","WHEAT",2010,71242,107631,13983912
"2514",41414,535270,535270,"Nigeria","WHEAT",2014,70000,70000,13983912
"2515",42773,553600,553600,"Norway","BARLEY",2000,162740,573500,13900176
"2516",42774,553606,553606,"Norway","BARLEY",2006,152426,537600,13900176
"2517",42775,553610,553610,"Norway","BARLEY",2010,146180,541200,13900176
"2518",42776,553614,553614,"Norway","BARLEY",2014,126506,527400,13900176
"2519",42841,554520,554520,"Norway","MAIZE, GREEN",2000,63,333,2344608
"2520",42842,554526,554526,"Norway","MAIZE, GREEN",2006,101,555,2344608
"2521",42843,554530,554530,"Norway","MAIZE, GREEN",2010,52,298,2344608
"2522",42844,554534,554534,"Norway","MAIZE, GREEN",2014,30,144,2344608
"2523",42881,555021,555021,"Norway","POTATOES",2000,15113,356500,2805156
"2524",42882,555027,555027,"Norway","POTATOES",2006,14046,378300,2805156
"2525",42883,555031,555031,"Norway","POTATOES",2010,13240,333200,2805156
"2526",42884,555035,555035,"Norway","POTATOES",2014,12345,357700,2805156
"2527",42889,555109,555109,"Norway","RAPESEED",2000,5720,9080,20682792
"2528",42890,555115,555115,"Norway","RAPESEED",2006,6514,9550,20682792
"2529",42891,555119,555119,"Norway","RAPESEED",2010,5934,10200,20682792
"2530",42892,555123,555123,"Norway","RAPESEED",2014,4100,9700,20682792
"2531",42901,555277,555277,"Norway","RYE",2000,3830,16120,13355892
"2532",42902,555283,555283,"Norway","RYE",2006,6060,26160,13355892
"2533",42903,555287,555287,"Norway","RYE",2010,6760,34200,13355892
"2534",42904,555291,555291,"Norway","RYE",2014,6095,38100,13355892
"2535",42925,555613,555613,"Norway","WHEAT",2000,68093,313400,13983912
"2536",42926,555619,555619,"Norway","WHEAT",2006,85748,357000,13983912
"2537",42927,555623,555623,"Norway","WHEAT",2010,72082,331400,13983912
"2538",42928,555627,555627,"Norway","WHEAT",2014,79170,389600,13983912
"2539",43921,569902,569902,"Pakistan","BARLEY",2000,123600,117500,13900176
"2540",43922,569908,569908,"Pakistan","BARLEY",2006,89900,87500,13900176
"2541",43923,569912,569912,"Pakistan","BARLEY",2010,84100,71400,13900176
"2542",43924,569916,569916,"Pakistan","BARLEY",2014,70778,66451,13900176
"2543",44037,571353,571353,"Pakistan","GROUNDNUTS, WITH SHELL",2000,81500,91400,17333352
"2544",44038,571359,571359,"Pakistan","GROUNDNUTS, WITH SHELL",2006,93500,73900,17333352
"2545",44039,571363,571363,"Pakistan","GROUNDNUTS, WITH SHELL",2010,82905,67803,17333352
"2546",44040,571367,571367,"Pakistan","GROUNDNUTS, WITH SHELL",2014,96258,86663,17333352
"2547",44065,571690,571690,"Pakistan","MAIZE",2000,961700,1643200,14905008
"2548",44066,571696,571696,"Pakistan","MAIZE",2006,1017000,3088400,14905008
"2549",44067,571700,571700,"Pakistan","MAIZE",2010,974180,3706910,14905008
"2550",44068,571704,571704,"Pakistan","MAIZE",2014,1142462,4936747,14905008
"2551",44077,571858,571858,"Pakistan","MILLET",2000,389600,199000,14235120
