"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop"
"2552",44078,571864,571864,"Pakistan","MILLET",2006,504000,238000,14235120
"2553",44079,571868,571868,"Pakistan","MILLET",2010,548400,346000,14235120
"2554",44080,571872,571872,"Pakistan","MILLET",2014,461901,294395,14235120
"2555",44141,572676,572676,"Pakistan","POTATOES",2000,110505,1868400,2805156
"2556",44142,572682,572682,"Pakistan","POTATOES",2006,117500,1568000,2805156
"2557",44143,572686,572686,"Pakistan","POTATOES",2010,138500,3141500,2805156
"2558",44144,572690,572690,"Pakistan","POTATOES",2014,159831,2901029,2805156
"2559",44157,572881,572881,"Pakistan","RAPESEED",2000,321300,289500,20682792
"2560",44158,572887,572887,"Pakistan","RAPESEED",2006,227300,180800,20682792
"2561",44159,572891,572891,"Pakistan","RAPESEED",2010,190400,162200,20682792
"2562",44160,572895,572895,"Pakistan","RAPESEED",2014,235711,220173,20682792
"2563",44161,572937,572937,"Pakistan","RICE, PADDY",2000,2376600,7203900,11723040
"2564",44162,572943,572943,"Pakistan","RICE, PADDY",2006,2581200,8157600,11723040
"2565",44163,572947,572947,"Pakistan","RICE, PADDY",2010,2365300,7234950,11723040
"2566",44164,572951,572951,"Pakistan","RICE, PADDY",2014,2890646,10504200,11723040
"2567",44185,573244,573244,"Pakistan","SORGHUM",2000,353600,218500,14360724
"2568",44186,573250,573250,"Pakistan","SORGHUM",2006,291600,179500,14360724
"2569",44187,573254,573254,"Pakistan","SORGHUM",2010,228796,141198,14360724
"2570",44188,573258,573258,"Pakistan","SORGHUM",2014,194773,114619,14360724
"2571",44189,573300,573300,"Pakistan","SOYBEANS",2000,1264,1537,14025780
"2572",44190,573306,573306,"Pakistan","SOYBEANS",2006,373,421,14025780
"2573",44191,573310,573310,"Pakistan","SOYBEANS",2010,89,51,14025780
"2574",44192,573314,573314,"Pakistan","SOYBEANS",2014,84,63,14025780
"2575",44205,573505,573505,"Pakistan","SUGAR CANE",2000,1009800,46332600,1256040
"2576",44206,573511,573511,"Pakistan","SUGAR CANE",2006,907300,44665500,1256040
"2577",44207,573515,573515,"Pakistan","SUGAR CANE",2010,942800,49372900,1256040
"2578",44208,573519,573519,"Pakistan","SUGAR CANE",2014,1140492,62826458,1256040
"2579",44209,573561,573561,"Pakistan","SUNFLOWER SEED",2000,114282,149871,12895344
"2580",44210,573567,573567,"Pakistan","SUNFLOWER SEED",2006,325082,348275,12895344
"2581",44211,573571,573571,"Pakistan","SUNFLOWER SEED",2010,256121,325478,12895344
"2582",44212,573575,573575,"Pakistan","SUNFLOWER SEED",2014,152675,193131,12895344
"2583",44249,574102,574102,"Pakistan","WHEAT",2000,8463000,21078600,13983912
"2584",44250,574108,574108,"Pakistan","WHEAT",2006,8447900,21276900,13983912
"2585",44251,574112,574112,"Pakistan","WHEAT",2010,9131600,23310800,13983912
"2586",44252,574116,574116,"Pakistan","WHEAT",2014,9199318,25979399,13983912
"2587",44653,579635,579635,"Paraguay","CASSAVA",2000,201792,2719410,4563612
"2588",44654,579641,579641,"Paraguay","CASSAVA",2006,3e+05,4800000,4563612
"2589",44655,579645,579645,"Paraguay","CASSAVA",2010,177480,2624084,4563612
"2590",44656,579649,579649,"Paraguay","CASSAVA",2014,180000,3060000,4563612
"2591",44717,580525,580525,"Paraguay","GROUNDNUTS, WITH SHELL",2000,29330,22045,17333352
"2592",44718,580531,580531,"Paraguay","GROUNDNUTS, WITH SHELL",2006,37000,36000,17333352
"2593",44719,580535,580535,"Paraguay","GROUNDNUTS, WITH SHELL",2010,24698,26564,17333352
"2594",44720,580539,580539,"Paraguay","GROUNDNUTS, WITH SHELL",2014,25000,25000,17333352
"2595",44725,580637,580637,"Paraguay","MAIZE",2000,331725,647270,14905008
"2596",44726,580643,580643,"Paraguay","MAIZE",2006,616002,1652688,14905008
"2597",44727,580647,580647,"Paraguay","MAIZE",2010,794034,3108821,14905008
"2598",44728,580651,580651,"Paraguay","MAIZE",2014,8e+05,3200000,14905008
"2599",44741,580861,580861,"Paraguay","OIL PALM FRUIT",2000,13000,125000,6615144
"2600",44742,580867,580867,"Paraguay","OIL PALM FRUIT",2006,13130,125880,6615144
"2601",44743,580871,580871,"Paraguay","OIL PALM FRUIT",2010,16000,152000,6615144
"2602",44744,580875,580875,"Paraguay","OIL PALM FRUIT",2014,15796,149841,6615144
"2603",44769,581247,581247,"Paraguay","PALM KERNELS",2000,NA,12508,21520152
"2604",44770,581253,581253,"Paraguay","PALM KERNELS",2006,NA,12017,21520152
"2605",44771,581257,581257,"Paraguay","PALM KERNELS",2010,NA,15200,21520152
"2606",44772,581261,581261,"Paraguay","PALM KERNELS",2014,NA,15043,21520152
"2607",44797,581638,581638,"Paraguay","POTATOES",2000,187,986,2805156
"2608",44798,581644,581644,"Paraguay","POTATOES",2006,190,1230,2805156
"2609",44799,581648,581648,"Paraguay","POTATOES",2010,103,1351,2805156
"2610",44800,581652,581652,"Paraguay","POTATOES",2014,240,3600,2805156
"2611",44809,581806,581806,"Paraguay","RAPESEED",2000,8600,8600,20682792
"2612",44810,581812,581812,"Paraguay","RAPESEED",2006,57370,62158,20682792
"2613",44811,581816,581816,"Paraguay","RAPESEED",2010,63000,102000,20682792
"2614",44812,581820,581820,"Paraguay","RAPESEED",2014,80000,112000,20682792
"2615",44813,581862,581862,"Paraguay","RICE, PADDY",2000,26252,101049,11723040
"2616",44814,581868,581868,"Paraguay","RICE, PADDY",2006,42000,126000,11723040
"2617",44815,581872,581872,"Paraguay","RICE, PADDY",2010,59476,315213,11723040
"2618",44816,581876,581876,"Paraguay","RICE, PADDY",2014,120000,804000,11723040
"2619",44829,582086,582086,"Paraguay","SORGHUM",2000,26222,34239,14360724
"2620",44830,582092,582092,"Paraguay","SORGHUM",2006,11120,25085,14360724
"2621",44831,582096,582096,"Paraguay","SORGHUM",2010,24988,149543,14360724
"2622",44832,582100,582100,"Paraguay","SORGHUM",2014,25000,87500,14360724
"2623",44833,582142,582142,"Paraguay","SOYBEANS",2000,1176460,2980058,14025780
"2624",44834,582148,582148,"Paraguay","SOYBEANS",2006,2200000,3800000,14025780
"2625",44835,582152,582152,"Paraguay","SOYBEANS",2010,2671059,7460435,14025780
"2626",44836,582156,582156,"Paraguay","SOYBEANS",2014,3500000,9975000,14025780
"2627",44841,582254,582254,"Paraguay","SUGAR CANE",2000,59450,2244900,1256040
"2628",44842,582260,582260,"Paraguay","SUGAR CANE",2006,75000,3200000,1256040
"2629",44843,582264,582264,"Paraguay","SUGAR CANE",2010,1e+05,5130941,1256040
"2630",44844,582268,582268,"Paraguay","SUGAR CANE",2014,118000,6372000,1256040
"2631",44845,582297,582297,"Paraguay","SUNFLOWER SEED",2000,70800,81951,12895344
"2632",44846,582303,582303,"Paraguay","SUNFLOWER SEED",2006,46000,68000,12895344
"2633",44847,582307,582307,"Paraguay","SUNFLOWER SEED",2010,168103,262293,12895344
"2634",44848,582311,582311,"Paraguay","SUNFLOWER SEED",2014,62000,111600,12895344
"2635",44881,582801,582801,"Paraguay","WHEAT",2000,127680,231119,13983912
"2636",44882,582807,582807,"Paraguay","WHEAT",2006,365000,620000,13983912
"2637",44883,582811,582811,"Paraguay","WHEAT",2010,560800,1401987,13983912
"2638",44884,582815,582815,"Paraguay","WHEAT",2014,560000,840000,13983912
"2639",45374,589613,589613,"Philippines","CASSAVA",2000,210208,1765712,4563612
"2640",45375,589619,589619,"Philippines","CASSAVA",2006,204578,1756856,4563612
"2641",45376,589623,589623,"Philippines","CASSAVA",2010,217622,2101454,4563612
"2642",45377,589627,589627,"Philippines","CASSAVA",2014,216775,2540254,4563612
"2643",45478,591045,591045,"Philippines","GROUNDNUTS, WITH SHELL",2000,26866,26827,17333352
"2644",45479,591051,591051,"Philippines","GROUNDNUTS, WITH SHELL",2006,27642,29151,17333352
"2645",45480,591055,591055,"Philippines","GROUNDNUTS, WITH SHELL",2010,27123,29624,17333352
"2646",45481,591059,591059,"Philippines","GROUNDNUTS, WITH SHELL",2014,25048,29196,17333352
"2647",45494,591269,591269,"Philippines","MAIZE",2000,2510342,4511104,14905008
"2648",45495,591275,591275,"Philippines","MAIZE",2006,2570673,6082109,14905008
"2649",45496,591279,591279,"Philippines","MAIZE",2010,2499040,6376796,14905008
"2650",45497,591283,591283,"Philippines","MAIZE",2014,2611432,7770603,14905008
"2651",45518,591584,591584,"Philippines","OIL PALM FRUIT",2000,16000,245000,6615144
"2652",45519,591590,591590,"Philippines","OIL PALM FRUIT",2006,31444,373435,6615144
"2653",45520,591594,591594,"Philippines","OIL PALM FRUIT",2010,45044,565460,6615144
"2654",45521,591598,591598,"Philippines","OIL PALM FRUIT",2014,55083,437439,6615144
"2655",45554,592082,592082,"Philippines","PALM KERNELS",2000,NA,16000,21520152
"2656",45555,592088,592088,"Philippines","PALM KERNELS",2006,NA,18000,21520152
"2657",45556,592092,592092,"Philippines","PALM KERNELS",2010,NA,24000,21520152
"2658",45557,592096,592096,"Philippines","PALM KERNELS",2014,NA,28000,21520152
"2659",45586,592498,592498,"Philippines","POTATOES",2000,5172,63524,2805156
"2660",45587,592504,592504,"Philippines","POTATOES",2006,5450,69461,2805156
"2661",45588,592508,592508,"Philippines","POTATOES",2010,8129,124671,2805156
"2662",45589,592512,592512,"Philippines","POTATOES",2014,7868,119140,2805156
"2663",45606,592778,592778,"Philippines","RICE, PADDY",2000,4038085,12389412,11723040
"2664",45607,592784,592784,"Philippines","RICE, PADDY",2006,4159930,15326706,11723040
"2665",45608,592788,592788,"Philippines","RICE, PADDY",2010,4354161,15772319,11723040
"2666",45609,592792,592792,"Philippines","RICE, PADDY",2014,4739672,18967826,11723040
"2667",45626,593049,593049,"Philippines","SORGHUM",2000,482,643,14360724
"2668",45627,593055,593055,"Philippines","SORGHUM",2006,80,87,14360724
"2669",45628,593059,593059,"Philippines","SORGHUM",2010,68,254,14360724
"2670",45629,593063,593063,"Philippines","SORGHUM",2014,130,693,14360724
"2671",45630,593105,593105,"Philippines","SOYBEANS",2000,774,953,14025780
"2672",45631,593111,593111,"Philippines","SOYBEANS",2006,788,1050,14025780
"2673",45632,593115,593115,"Philippines","SOYBEANS",2010,583,812,14025780
"2674",45633,593119,593119,"Philippines","SOYBEANS",2014,596,695,14025780
"2675",45646,593329,593329,"Philippines","SUGAR CANE",2000,383824,21223438,1256040
"2676",45647,593335,593335,"Philippines","SUGAR CANE",2006,392280,24345106,1256040
"2677",45648,593339,593339,"Philippines","SUGAR CANE",2010,354878,17929269,1256040
"2678",45649,593343,593343,"Philippines","SUGAR CANE",2014,432026,25029880,1256040
"2679",45706,594151,594151,"Poland","BARLEY",2000,1095998,2783359,13900176
"2680",45707,594157,594157,"Poland","BARLEY",2006,1220596,3161041,13900176
"2681",45708,594161,594161,"Poland","BARLEY",2010,970693,3397171,13900176
"2682",45709,594165,594165,"Poland","BARLEY",2014,808280,3274826,13900176
"2683",45842,596035,596035,"Poland","MAIZE",2000,152273,923341,14905008
"2684",45843,596041,596041,"Poland","MAIZE",2006,302977,1260657,14905008
"2685",45844,596045,596045,"Poland","MAIZE",2010,333375,1994391,14905008
"2686",45845,596049,596049,"Poland","MAIZE",2014,678250,4468403,14905008
"2687",45846,596091,596091,"Poland","MAIZE, GREEN",2000,1307,13000,2344608
"2688",45847,596097,596097,"Poland","MAIZE, GREEN",2006,1393,14770,2344608
"2689",45848,596101,596101,"Poland","MAIZE, GREEN",2010,1907,24138,2344608
"2690",45849,596105,596105,"Poland","MAIZE, GREEN",2014,3724,42969,2344608
"2691",45850,596134,596134,"Poland","MILLET",2000,NA,NA,14235120
"2692",45851,596140,596140,"Poland","MILLET",2006,4611,5185,14235120
"2693",45852,596144,596144,"Poland","MILLET",2010,11852,18923,14235120
"2694",45853,596148,596148,"Poland","MILLET",2014,36397,51860,14235120
"2695",45902,596858,596858,"Poland","POTATOES",2000,1250623,24232376,2805156
"2696",45903,596864,596864,"Poland","POTATOES",2006,597230,8981976,2805156
"2697",45904,596868,596868,"Poland","POTATOES",2010,400696,8448180,2805156
"2698",45905,596872,596872,"Poland","POTATOES",2014,276927,7689180,2805156
"2699",45918,597082,597082,"Poland","RAPESEED",2000,436768,958145,20682792
"2700",45919,597088,597088,"Poland","RAPESEED",2006,623853,1651525,20682792
"2701",45920,597092,597092,"Poland","RAPESEED",2010,945483,2228676,20682792
"2702",45921,597096,597096,"Poland","RAPESEED",2014,951108,3275806,20682792
"2703",45930,597250,597250,"Poland","RYE",2000,2130229,4003047,13355892
"2704",45931,597256,597256,"Poland","RYE",2006,1318004,2621626,13355892
"2705",45932,597260,597260,"Poland","RYE",2010,1059568,2851706,13355892
"2706",45933,597264,597264,"Poland","RYE",2014,886443,2792593,13355892
"2707",45934,597306,597306,"Poland","SOYBEANS",2000,NA,NA,14025780
"2708",45935,597312,597312,"Poland","SOYBEANS",2006,294,336,14025780
"2709",45936,597316,597316,"Poland","SOYBEANS",2010,181,249,14025780
"2710",45937,597320,597320,"Poland","SOYBEANS",2014,0,0,14025780
"2711",45950,597530,597530,"Poland","SUNFLOWER SEED",2000,665,1001,12895344
"2712",45951,597536,597536,"Poland","SUNFLOWER SEED",2006,4609,5359,12895344
"2713",45952,597540,597540,"Poland","SUNFLOWER SEED",2010,2994,4507,12895344
"2714",45953,597544,597544,"Poland","SUNFLOWER SEED",2014,1361,2326,12895344
"2715",45990,598066,598066,"Poland","WHEAT",2000,2635097,8502865,13983912
"2716",45991,598072,598072,"Poland","WHEAT",2006,2175725,7059671,13983912
"2717",45992,598076,598076,"Poland","WHEAT",2010,2124222,9408110,13983912
"2718",45993,598080,598080,"Poland","WHEAT",2014,2338782,11628670,13983912
"2719",46218,601242,601242,"Portugal","BARLEY",2000,21766,36353,13900176
"2720",46219,601248,601248,"Portugal","BARLEY",2006,44159,105552,13900176
"2721",46220,601252,601252,"Portugal","BARLEY",2010,20224,30620,13900176
"2722",46221,601256,601256,"Portugal","BARLEY",2014,17165,37914,13900176
"2723",46342,602885,602885,"Portugal","GROUNDNUTS, WITH SHELL",2000,NA,NA,17333352
"2724",46343,602891,602891,"Portugal","GROUNDNUTS, WITH SHELL",2006,NA,NA,17333352
"2725",46344,602895,602895,"Portugal","GROUNDNUTS, WITH SHELL",2010,NA,NA,17333352
"2726",46345,602899,602899,"Portugal","GROUNDNUTS, WITH SHELL",2014,NA,NA,17333352
"2727",46382,603403,603403,"Portugal","MAIZE",2000,152504,881589,14905008
"2728",46383,603409,603409,"Portugal","MAIZE",2006,102603,542620,14905008
"2729",46384,603413,603413,"Portugal","MAIZE",2010,90371,626222,14905008
"2730",46385,603417,603417,"Portugal","MAIZE",2014,107642,896995,14905008
"2731",46390,603515,603515,"Portugal","MILLET",2000,NA,NA,14235120
"2732",46391,603521,603521,"Portugal","MILLET",2006,NA,NA,14235120
"2733",46392,603525,603525,"Portugal","MILLET",2010,NA,NA,14235120
"2734",46393,603529,603529,"Portugal","MILLET",2014,NA,NA,14235120
"2735",46454,604351,604351,"Portugal","POTATOES",2000,57185,790276,2805156
"2736",46455,604357,604357,"Portugal","POTATOES",2006,36961,595291,2805156
"2737",46456,604361,604361,"Portugal","POTATOES",2010,25531,383835,2805156
"2738",46457,604365,604365,"Portugal","POTATOES",2014,27214,539872,2805156
"2739",46478,604646,604646,"Portugal","RICE, PADDY",2000,23859,142611,11723040
"2740",46479,604652,604652,"Portugal","RICE, PADDY",2006,25392,148673,11723040
"2741",46480,604656,604656,"Portugal","RICE, PADDY",2010,29120,170216,11723040
"2742",46481,604660,604660,"Portugal","RICE, PADDY",2014,28754,167322,11723040
"2743",46486,604758,604758,"Portugal","RYE",2000,44676,46453,13355892
"2744",46487,604764,604764,"Portugal","RYE",2006,23477,23803,13355892
"2745",46488,604768,604768,"Portugal","RYE",2010,20441,17553,13355892
"2746",46489,604772,604772,"Portugal","RYE",2014,19791,17629,13355892
"2747",46510,605053,605053,"Portugal","SUGAR CANE",2000,50,4000,1256040
"2748",46511,605059,605059,"Portugal","SUGAR CANE",2006,60,5000,1256040
"2749",46512,605063,605063,"Portugal","SUGAR CANE",2010,60,5100,1256040
"2750",46513,605067,605067,"Portugal","SUGAR CANE",2014,62,5348,1256040
"2751",46514,605099,605099,"Portugal","SUNFLOWER SEED",2000,51840,28566,12895344
"2752",46515,605105,605105,"Portugal","SUNFLOWER SEED",2006,7783,4113,12895344
"2753",46516,605109,605109,"Portugal","SUNFLOWER SEED",2010,14003,7611,12895344
"2754",46517,605113,605113,"Portugal","SUNFLOWER SEED",2014,15554,16429,12895344
"2755",46568,605813,605813,"Portugal","WHEAT",2000,226250,354710,13983912
"2756",46569,605819,605819,"Portugal","WHEAT",2006,104660,249580,13983912
"2757",46570,605823,605823,"Portugal","WHEAT",2010,57727,82577,13983912
"2758",46571,605827,605827,"Portugal","WHEAT",2014,47826,98794,13983912
"2759",47152,613422,613422,"Republic_of_Korea","BARLEY",2000,67505,161052,13900176
"2760",47153,613428,613428,"Republic_of_Korea","BARLEY",2006,56544,147992,13900176
"2761",47154,613432,613432,"Republic_of_Korea","BARLEY",2010,38533,81216,13900176
"2762",47155,613436,613436,"Republic_of_Korea","BARLEY",2014,30489,88273,13900176
"2763",47256,614823,614823,"Republic_of_Korea","GROUNDNUTS, WITH SHELL",2000,4662,8918,17333352
"2764",47257,614829,614829,"Republic_of_Korea","GROUNDNUTS, WITH SHELL",2006,2970,6354,17333352
"2765",47258,614833,614833,"Republic_of_Korea","GROUNDNUTS, WITH SHELL",2010,5381,13991,17333352
"2766",47259,614837,614837,"Republic_of_Korea","GROUNDNUTS, WITH SHELL",2014,4565,12402,17333352
"2767",47284,615169,615169,"Republic_of_Korea","MAIZE",2000,15808,64205,14905008
"2768",47285,615175,615175,"Republic_of_Korea","MAIZE",2006,13661,64623,14905008
"2769",47286,615179,615179,"Republic_of_Korea","MAIZE",2010,15528,74339,14905008
"2770",47287,615183,615183,"Republic_of_Korea","MAIZE",2014,15839,82008,14905008
"2771",47292,615281,615281,"Republic_of_Korea","MILLET",2000,1438,1771,14235120
"2772",47293,615287,615287,"Republic_of_Korea","MILLET",2006,1935,2326,14235120
"2773",47294,615291,615291,"Republic_of_Korea","MILLET",2010,1343,1612,14235120
"2774",47295,615295,615295,"Republic_of_Korea","MILLET",2014,1357,1647,14235120
"2775",47348,616031,616031,"Republic_of_Korea","POTATOES",2000,29415,704623,2805156
"2776",47349,616037,616037,"Republic_of_Korea","POTATOES",2006,23957,631086,2805156
"2777",47350,616041,616041,"Republic_of_Korea","POTATOES",2010,24913,616707,2805156
"2778",47351,616045,616045,"Republic_of_Korea","POTATOES",2014,21472,590532,2805156
"2779",47368,616311,616311,"Republic_of_Korea","RAPESEED",2000,1787,2737,20682792
"2780",47369,616317,616317,"Republic_of_Korea","RAPESEED",2006,669,739,20682792
"2781",47370,616321,616321,"Republic_of_Korea","RAPESEED",2010,1500,1576,20682792
"2782",47371,616325,616325,"Republic_of_Korea","RAPESEED",2014,1000,1000,20682792
"2783",47372,616367,616367,"Republic_of_Korea","RICE, PADDY",2000,1072363,7196582,11723040
"2784",47373,616373,616373,"Republic_of_Korea","RICE, PADDY",2006,955229,6305492,11723040
"2785",47374,616377,616377,"Republic_of_Korea","RICE, PADDY",2010,892074,5810817,11723040
"2786",47375,616381,616381,"Republic_of_Korea","RICE, PADDY",2014,815506,5637682,11723040
"2787",47380,616486,616486,"Republic_of_Korea","RYE",2000,11,16,13355892
"2788",47381,616492,616492,"Republic_of_Korea","RYE",2006,0,0,13355892
"2789",47382,616496,616496,"Republic_of_Korea","RYE",2010,2,4,13355892
"2790",47383,616500,616500,"Republic_of_Korea","RYE",2014,3,5,13355892
"2791",47392,616654,616654,"Republic_of_Korea","SORGHUM",2000,2323,3394,14360724
"2792",47393,616660,616660,"Republic_of_Korea","SORGHUM",2006,2197,3203,14360724
"2793",47394,616664,616664,"Republic_of_Korea","SORGHUM",2010,1598,2571,14360724
