"","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"26338",342350,342350,"Hungary","Peas, green",2014,16180,87650
"26339",342392,342392,"Hungary","Plums and sloes",2000,13850,91285
"26340",342398,342398,"Hungary","Plums and sloes",2006,6042,64584
"26341",342402,342402,"Hungary","Plums and sloes",2010,7245,70854
"26342",342406,342406,"Hungary","Plums and sloes",2014,7360,45120
"26343",342448,342448,"Hungary","Poppy seed",2000,3118,1640
"26344",342454,342454,"Hungary","Poppy seed",2006,4667,3251
"26345",342458,342458,"Hungary","Poppy seed",2010,9169,7410
"26346",342462,342462,"Hungary","Poppy seed",2014,9050,9350
"26347",342504,342504,"Hungary","Potatoes",2000,46743,863511
"26348",342510,342510,"Hungary","Potatoes",2006,22583,564443
"26349",342514,342514,"Hungary","Potatoes",2010,20242,439897
"26350",342518,342518,"Hungary","Potatoes",2014,20980,567430
"26351",342560,342560,"Hungary","Pulses, nes",2000,800,500
"26352",342566,342566,"Hungary","Pulses, nes",2006,51,97
"26353",342570,342570,"Hungary","Pulses, nes",2010,39,23
"26354",342574,342574,"Hungary","Pulses, nes",2014,1550,2100
"26355",342616,342616,"Hungary","Pulses,Total",2000,32865,54501
"26356",342622,342622,"Hungary","Pulses,Total",2006,22159,53469
"26357",342626,342626,"Hungary","Pulses,Total",2010,18685,37506
"26358",342630,342630,"Hungary","Pulses,Total",2014,21894,50393
"26359",342672,342672,"Hungary","Pumpkins, squash and gourds",2000,436,12449
"26360",342678,342678,"Hungary","Pumpkins, squash and gourds",2006,466,12556
"26361",342682,342682,"Hungary","Pumpkins, squash and gourds",2010,1139,18053
"26362",342686,342686,"Hungary","Pumpkins, squash and gourds",2014,710,14600
"26363",342728,342728,"Hungary","Quinces",2000,441,2200
"26364",342734,342734,"Hungary","Quinces",2006,101,680
"26365",342738,342738,"Hungary","Quinces",2010,156,1808
"26366",342742,342742,"Hungary","Quinces",2014,170,1020
"26367",342784,342784,"Hungary","Rapeseed",2000,115788,179319
"26368",342790,342790,"Hungary","Rapeseed",2006,142056,338006
"26369",342794,342794,"Hungary","Rapeseed",2010,259303,530619
"26370",342798,342798,"Hungary","Rapeseed",2014,213720,699750
"26371",342840,342840,"Hungary","Raspberries",2000,2900,19804
"26372",342846,342846,"Hungary","Raspberries",2006,1500,11900
"26373",342850,342850,"Hungary","Raspberries",2010,672,3184
"26374",342854,342854,"Hungary","Raspberries",2014,540,1580
"26375",342896,342896,"Hungary","Rice, paddy",2000,3222,11255
"26376",342902,342902,"Hungary","Rice, paddy",2006,2412,7801
"26377",342906,342906,"Hungary","Rice, paddy",2010,2000,5893
"26378",342910,342910,"Hungary","Rice, paddy",2014,2400,7910
"26379",342952,342952,"Hungary","Roots and tubers, nes",2000,NA,NA
"26380",342958,342958,"Hungary","Roots and tubers, nes",2006,NA,NA
"26381",342962,342962,"Hungary","Roots and tubers, nes",2010,NA,NA
"26382",342966,342966,"Hungary","Roots and tubers, nes",2014,NA,NA
"26383",343008,343008,"Hungary","Roots and Tubers,Total",2000,46743,863511
"26384",343014,343014,"Hungary","Roots and Tubers,Total",2006,22583,564443
"26385",343018,343018,"Hungary","Roots and Tubers,Total",2010,20242,439897
"26386",343022,343022,"Hungary","Roots and Tubers,Total",2014,20980,567430
"26387",343064,343064,"Hungary","Rye",2000,43094,86484
"26388",343070,343070,"Hungary","Rye",2006,38883,98714
"26389",343074,343074,"Hungary","Rye",2010,37002,78170
"26390",343078,343078,"Hungary","Rye",2014,33600,95940
"26391",343120,343120,"Hungary","Safflower seed",2000,500,750
"26392",343126,343126,"Hungary","Safflower seed",2006,206,239
"26393",343130,343130,"Hungary","Safflower seed",2010,73,20
"26394",343134,343134,"Hungary","Safflower seed",2014,50,70
"26395",343176,343176,"Hungary","Sorghum",2000,4214,7858
"26396",343182,343182,"Hungary","Sorghum",2006,3755,13540
"26397",343186,343186,"Hungary","Sorghum",2010,3800,3900
"26398",343190,343190,"Hungary","Sorghum",2014,4580,19470
"26399",343229,343229,"Hungary","Soybeans",2000,22317,30785
"26400",343235,343235,"Hungary","Soybeans",2006,35911,85035
"26401",343239,343239,"Hungary","Soybeans",2010,37688,85440
"26402",343243,343243,"Hungary","Soybeans",2014,42980,115600
"26403",343285,343285,"Hungary","Spices, nes",2000,1551,2992
"26404",343291,343291,"Hungary","Spices, nes",2006,706,1609
"26405",343295,343295,"Hungary","Spices, nes",2010,770,1590
"26406",343299,343299,"Hungary","Spices, nes",2014,1210,2710
"26407",343341,343341,"Hungary","Spinach",2000,352,6999
"26408",343347,343347,"Hungary","Spinach",2006,112,2077
"26409",343351,343351,"Hungary","Spinach",2010,135,1987
"26410",343355,343355,"Hungary","Spinach",2014,410,6520
"26411",343397,343397,"Hungary","Strawberries",2000,667,12056
"26412",343403,343403,"Hungary","Strawberries",2006,484,6605
"26413",343407,343407,"Hungary","Strawberries",2010,528,3844
"26414",343411,343411,"Hungary","Strawberries",2014,670,5070
"26415",343453,343453,"Hungary","Sugar beet",2000,57466,1976192
"26416",343459,343459,"Hungary","Sugar beet",2006,46828,2454225
"26417",343463,343463,"Hungary","Sugar beet",2010,13859,818941
"26418",343467,343467,"Hungary","Sugar beet",2014,15420,1066750
"26419",343509,343509,"Hungary","Sunflower seed",2000,298795,483649
"26420",343515,343515,"Hungary","Sunflower seed",2006,534156,1180659
"26421",343519,343519,"Hungary","Sunflower seed",2010,501507,969718
"26422",343523,343523,"Hungary","Sunflower seed",2014,593730,1597250
"26423",343565,343565,"Hungary","Tobacco, unmanufactured",2000,5764,10485
"26424",343571,343571,"Hungary","Tobacco, unmanufactured",2006,5904,9145
"26425",343575,343575,"Hungary","Tobacco, unmanufactured",2010,6178,8972
"26426",343579,343579,"Hungary","Tobacco, unmanufactured",2014,4820,9460
"26427",343621,343621,"Hungary","Tomatoes",2000,6049,203448
"26428",343627,343627,"Hungary","Tomatoes",2006,2873,204557
"26429",343631,343631,"Hungary","Tomatoes",2010,1874,134274
"26430",343635,343635,"Hungary","Tomatoes",2014,1880,153170
"26431",343677,343677,"Hungary","Treenuts,Total",2000,8912,9767
"26432",343683,343683,"Hungary","Treenuts,Total",2006,3447,5376
"26433",343687,343687,"Hungary","Treenuts,Total",2010,4994,6166
"26434",343691,343691,"Hungary","Treenuts,Total",2014,5140,4813
"26435",343717,343717,"Hungary","Triticale",2000,83424,235592
"26436",343723,343723,"Hungary","Triticale",2006,132838,440281
"26437",343727,343727,"Hungary","Triticale",2010,119658,366823
"26438",343731,343731,"Hungary","Triticale",2014,123160,486450
"26439",343773,343773,"Hungary","Vegetables Primary",2000,81956,1443601
"26440",343779,343779,"Hungary","Vegetables Primary",2006,83451,1600284
"26441",343783,343783,"Hungary","Vegetables Primary",2010,60986,994954
"26442",343787,343787,"Hungary","Vegetables Primary",2014,73170,1316363
"26443",343829,343829,"Hungary","Vegetables, fresh nes",2000,8500,110728
"26444",343835,343835,"Hungary","Vegetables, fresh nes",2006,4873,74375
"26445",343839,343839,"Hungary","Vegetables, fresh nes",2010,5078,70688
"26446",343843,343843,"Hungary","Vegetables, fresh nes",2014,6350,141200
"26447",343885,343885,"Hungary","Vetches",2000,NA,NA
"26448",343891,343891,"Hungary","Vetches",2006,45,80
"26449",343895,343895,"Hungary","Vetches",2010,65,63
"26450",343899,343899,"Hungary","Vetches",2014,33,32
"26451",343941,343941,"Hungary","Walnuts, with shell",2000,7000,7847
"26452",343947,343947,"Hungary","Walnuts, with shell",2006,2679,4603
"26453",343951,343951,"Hungary","Walnuts, with shell",2010,4182,5637
"26454",343955,343955,"Hungary","Walnuts, with shell",2014,4340,4320
"26455",343997,343997,"Hungary","Watermelons",2000,7864,133389
"26456",344003,344003,"Hungary","Watermelons",2006,6647,165273
"26457",344007,344007,"Hungary","Watermelons",2010,5800,141086
"26458",344011,344011,"Hungary","Watermelons",2014,6120,218510
"26459",344053,344053,"Hungary","Wheat",2000,1024430,3692470
"26460",344059,344059,"Hungary","Wheat",2006,1074735,4376235
"26461",344063,344063,"Hungary","Wheat",2010,1011182,3745190
"26462",344067,344067,"Hungary","Wheat",2014,1112730,5261890
"26505",344673,344673,"India","Anise, badian, fennel, coriander",2000,344434,166692
"26506",344679,344679,"India","Anise, badian, fennel, coriander",2006,473089,268776
"26507",344683,344683,"India","Anise, badian, fennel, coriander",2010,569600,419600
"26508",344687,344687,"India","Anise, badian, fennel, coriander",2014,762645,584000
"26509",344729,344729,"India","Apples",2000,230000,1050000
"26510",344735,344735,"India","Apples",2006,226600,1814000
"26511",344739,344739,"India","Apples",2010,282900,1777200
"26512",344743,344743,"India","Apples",2014,313040,2497680
"26513",344785,344785,"India","Apricots",2000,3465,9900
"26514",344791,344791,"India","Apricots",2006,4196,11839
"26515",344795,344795,"India","Apricots",2010,4816,13572
"26516",344799,344799,"India","Apricots",2014,5000,14074
"26517",344841,344841,"India","Areca nuts",2000,290000,330000
"26518",344847,344847,"India","Areca nuts",2006,381100,483100
"26519",344851,344851,"India","Areca nuts",2010,400100,478000
"26520",344855,344855,"India","Areca nuts",2014,452000,622000
"26521",344897,344897,"India","Bananas",2000,469700,14137300
"26522",344903,344903,"India","Bananas",2006,604200,20997800
"26523",344907,344907,"India","Bananas",2010,830000,29780000
"26524",344911,344911,"India","Bananas",2014,802570,29724550
"26525",344953,344953,"India","Barley",2000,724500,1447000
"26526",344959,344959,"India","Barley",2006,629900,1220600
"26527",344963,344963,"India","Barley",2010,623800,1354700
"26528",344967,344967,"India","Barley",2014,673500,1830000
"26529",345009,345009,"India","Bastfibres, other",2000,188700,203364
"26530",345015,345015,"India","Bastfibres, other",2006,137900,156618
"26531",345019,345019,"India","Bastfibres, other",2010,87000,106400
"26532",345023,345023,"India","Bastfibres, other",2014,88056,103325
"26533",345065,345065,"India","Beans, dry",2000,5845200,2847000
"26534",345071,345071,"India","Beans, dry",2006,8549300,3270000
"26535",345075,345075,"India","Beans, dry",2010,1.1e+07,4890000
"26536",345079,345079,"India","Beans, dry",2014,1e+07,4230000
"26537",345121,345121,"India","Beans, green",2000,153332,420000
"26538",345127,345127,"India","Beans, green",2006,188049,521481
"26539",345131,345131,"India","Beans, green",2010,209881,586130
"26540",345135,345135,"India","Beans, green",2014,225974,636127
"26541",345177,345177,"India","Berries nes",2000,249,1370
"26542",345183,345183,"India","Berries nes",2006,272,1697
"26543",345187,345187,"India","Berries nes",2010,289,1927
"26544",345191,345191,"India","Berries nes",2014,300,2157
"26545",345233,345233,"India","Cabbages and other brassicas",2000,258300,5909400
"26546",345239,345239,"India","Cabbages and other brassicas",2006,253500,5637300
"26547",345243,345243,"India","Cabbages and other brassicas",2010,300500,7281400
"26548",345247,345247,"India","Cabbages and other brassicas",2014,400140,9039220
"26549",345289,345289,"India","Carrots and turnips",2000,24000,350000
"26550",345295,345295,"India","Carrots and turnips",2006,28899,432526
"26551",345299,345299,"India","Carrots and turnips",2010,32019,485780
"26552",345303,345303,"India","Carrots and turnips",2014,34651,532110
"26553",345345,345345,"India","Cashew nuts, with shell",2000,686000,520000
"26554",345351,345351,"India","Cashew nuts, with shell",2006,837000,573000
"26555",345355,345355,"India","Cashew nuts, with shell",2010,923000,613000
"26556",345359,345359,"India","Cashew nuts, with shell",2014,1011000,753000
"26557",345401,345401,"India","Cassava",2000,223500,6014100
"26558",345407,345407,"India","Cassava",2006,244600,7854900
"26559",345411,345411,"India","Cassava",2010,231900,8059800
"26560",345415,345415,"India","Cassava",2014,228280,8139430
"26561",345457,345457,"India","Castor oil seed",2000,1079700,882800
"26562",345463,345463,"India","Castor oil seed",2006,639000,762000
"26563",345467,345467,"India","Castor oil seed",2010,884680,1350000
"26564",345471,345471,"India","Castor oil seed",2014,1105000,1870000
"26565",345513,345513,"India","Cauliflowers and broccoli",2000,250000,4720000
"26566",345519,345519,"India","Cauliflowers and broccoli",2006,288600,5323100
"26567",345523,345523,"India","Cauliflowers and broccoli",2010,347900,6569000
"26568",345527,345527,"India","Cauliflowers and broccoli",2014,433870,8573280
"26569",345569,345569,"India","Cereals (Rice Milled Eqv)",2000,102402400,NA
"26570",345575,345575,"India","Cereals (Rice Milled Eqv)",2006,99236800,NA
"26571",345579,345579,"India","Cereals (Rice Milled Eqv)",2010,100075800,NA
"26572",345583,345583,"India","Cereals (Rice Milled Eqv)",2014,99988240,NA
"26573",345625,345625,"India","Cereals,Total",2000,102402400,234931192
"26574",345631,345631,"India","Cereals,Total",2006,99236800,242785588
"26575",345635,345635,"India","Cereals,Total",2010,100075800,267838308
"26576",345639,345639,"India","Cereals,Total",2014,99988240,296010000
"26577",345681,345681,"India","Cherries",2000,2804,7800
"26578",345687,345687,"India","Cherries",2006,3129,9042
"26579",345691,345691,"India","Cherries",2010,3245,9621
"26580",345695,345695,"India","Cherries",2014,3500,10640
"26581",345737,345737,"India","Chick peas",2000,6146300,5118100
"26582",345743,345743,"India","Chick peas",2006,6896200,5575400
"26583",345747,345747,"India","Chick peas",2010,8170000,7480000
"26584",345751,345751,"India","Chick peas",2014,9927000,9530000
"26585",345793,345793,"India","Chillies and peppers, dry",2000,836500,983700
"26586",345799,345799,"India","Chillies and peppers, dry",2006,758000,1234100
"26587",345803,345803,"India","Chillies and peppers, dry",2010,792100,1223400
"26588",345807,345807,"India","Chillies and peppers, dry",2014,775000,1492000
"26589",345849,345849,"India","Chillies and peppers, green",2000,5500,50000
"26590",345855,345855,"India","Chillies and peppers, green",2006,5802,51000
"26591",345859,345859,"India","Chillies and peppers, green",2010,7191,61953
"26592",345863,345863,"India","Chillies and peppers, green",2014,8064,68470
"26593",345905,345905,"India","Citrus Fruit,Total",2000,457784,4416200
"26594",345911,345911,"India","Citrus Fruit,Total",2006,748000,6139000
"26595",345915,345915,"India","Citrus Fruit,Total",2010,1000917,9638000
"26596",345919,345919,"India","Citrus Fruit,Total",2014,1019009,11146630
"26597",345961,345961,"India","Coarse Grain, Total",2000,30204400,31097400
"26598",345967,345967,"India","Coarse Grain, Total",2006,28943200,34294100
"26599",345971,345971,"India","Coarse Grain, Total",2010,28756000,43071700
"26600",345975,345975,"India","Coarse Grain, Total",2014,25408240,42960000
"26601",346017,346017,"India","Cocoa, beans",2000,16185,6361
"26602",346023,346023,"India","Cocoa, beans",2006,29471,10175
"26603",346027,346027,"India","Cocoa, beans",2010,46300,12900
"26604",346031,346031,"India","Cocoa, beans",2014,71000,15000
"26605",346073,346073,"India","Coconuts",2000,1770000,8350000
"26606",346079,346079,"India","Coconuts",2006,1946800,10190000
"26607",346083,346083,"India","Coconuts",2010,1895900,10840000
"26608",346087,346087,"India","Coconuts",2014,2140000,11078873
"26609",346129,346129,"India","Coffee, green",2000,308433,292000
"26610",346135,346135,"India","Coffee, green",2006,341351,274000
"26611",346139,346139,"India","Coffee, green",2010,355502,289600
"26612",346143,346143,"India","Coffee, green",2014,381304,304500
"26613",346185,346185,"India","Coir",2000,NA,468000
"26614",346191,346191,"India","Coir",2006,NA,509500
"26615",346195,346195,"India","Coir",2010,NA,542000
"26616",346199,346199,"India","Coir",2014,NA,553945
"26617",346241,346241,"India","Cotton lint",2000,NA,1640900
"26618",346247,346247,"India","Cotton lint",2006,NA,3847000
"26619",346251,346251,"India","Cotton lint",2010,NA,5683000
"26620",346255,346255,"India","Cotton lint",2014,NA,6188000
"26621",346295,346295,"India","Cottonseed",2000,NA,3333000
"26622",346301,346301,"India","Cottonseed",2006,NA,7815000
"26623",346305,346305,"India","Cottonseed",2010,NA,11543800
"26624",346309,346309,"India","Cottonseed",2014,NA,12300000
"26625",346349,346349,"India","Cucumbers and gherkins",2000,18000,119000
"26626",346355,346355,"India","Cucumbers and gherkins",2006,21798,141533
"26627",346359,346359,"India","Cucumbers and gherkins",2010,24919,159605
"26628",346363,346363,"India","Cucumbers and gherkins",2014,26935,170854
"26629",346405,346405,"India","Eggplants (aubergines)",2000,5e+05,8120000
"26630",346411,346411,"India","Eggplants (aubergines)",2006,559700,9364300
"26631",346415,346415,"India","Eggplants (aubergines)",2010,612400,10563000
"26632",346419,346419,"India","Eggplants (aubergines)",2014,711310,13557820
"26633",346461,346461,"India","Fibre Crops Primary",2000,NA,3521324
"26634",346467,346467,"India","Fibre Crops Primary",2006,NA,5860618
"26635",346471,346471,"India","Fibre Crops Primary",2010,NA,7588500
"26636",346475,346475,"India","Fibre Crops Primary",2014,NA,8259325
"26637",346515,346515,"India","Figs",2000,4547,10500
"26638",346521,346521,"India","Figs",2006,5159,12269
"26639",346525,346525,"India","Figs",2010,5413,13306
"26640",346529,346529,"India","Figs",2014,5600,14213
"26641",346571,346571,"India","Fruit, citrus nes",2000,8000,120000
"26642",346577,346577,"India","Fruit, citrus nes",2006,31000,384600
"26643",346581,346581,"India","Fruit, citrus nes",2010,63000,781800
"26644",346585,346585,"India","Fruit, citrus nes",2014,57000,745500
"26645",346627,346627,"India","Fruit, fresh nes",2000,650000,5750000
"26646",346633,346633,"India","Fruit, fresh nes",2006,1005800,6737100
"26647",346637,346637,"India","Fruit, fresh nes",2010,1105000,7201000
"26648",346641,346641,"India","Fruit, fresh nes",2014,1484000,9872000
"26649",346683,346683,"India","Fruit, stone nes",2000,532,1350
"26650",346689,346689,"India","Fruit, stone nes",2006,556,1689
"26651",346693,346693,"India","Fruit, stone nes",2010,565,1919
"26652",346697,346697,"India","Fruit, stone nes",2014,600,2148
"26653",346739,346739,"India","Fruit, tropical fresh nes",2000,260000,2780000
"26654",346745,346745,"India","Fruit, tropical fresh nes",2006,369400,3242700
"26655",346749,346749,"India","Fruit, tropical fresh nes",2010,453000,4401600
"26656",346753,346753,"India","Fruit, tropical fresh nes",2014,529350,5997490
"26657",346795,346795,"India","Garlic",2000,124600,524600
"26658",346801,346801,"India","Garlic",2006,134900,598200
"26659",346805,346805,"India","Garlic",2010,164860,833970
"26660",346809,346809,"India","Garlic",2014,231000,1252000
"26661",346851,346851,"India","Ginger",2000,70000,235000
"26662",346857,346857,"India","Ginger",2006,110600,391200
"26663",346861,346861,"India","Ginger",2010,107540,385330
"26664",346865,346865,"India","Ginger",2014,133000,655000
"26665",346907,346907,"India","Grapefruit (inc. pomelos)",2000,6384,130000
"26666",346913,346913,"India","Grapefruit (inc. pomelos)",2006,7200,158000
"26667",346917,346917,"India","Grapefruit (inc. pomelos)",2010,11017,260600
"26668",346921,346921,"India","Grapefruit (inc. pomelos)",2014,10689,248500
"26669",346963,346963,"India","Grapes",2000,40000,1130000
"26670",346969,346969,"India","Grapes",2006,66000,1649600
"26671",346973,346973,"India","Grapes",2010,106400,880700
"26672",346977,346977,"India","Grapes",2014,118740,2585340
"26673",347019,347019,"India","Groundnuts, with shell",2000,6558600,6480300
"26674",347025,347025,"India","Groundnuts, with shell",2006,5615100,4863500
"26675",347029,347029,"India","Groundnuts, with shell",2010,5860000,8265000
"26676",347033,347033,"India","Groundnuts, with shell",2014,4685000,7402000
"26677",347078,347078,"India","Jute",2000,827900,1677060
"26678",347084,347084,"India","Jute",2006,791000,1857000
"26679",347088,347088,"India","Jute",2010,767630,1799100
"26680",347092,347092,"India","Jute",2014,741000,1968000
"26681",347134,347134,"India","Lemons and limes",2000,169300,1491500
"26682",347140,347140,"India","Lemons and limes",2006,268700,2159000
"26683",347144,347144,"India","Lemons and limes",2010,295600,2629200
"26684",347148,347148,"India","Lemons and limes",2014,286410,2835020
"26685",347190,347190,"India","Lentils",2000,1461600,1078900
"26686",347196,347196,"India","Lentils",2006,1510000,946200
"26687",347200,347200,"India","Lentils",2010,1479400,1031600
"26688",347204,347204,"India","Lentils",2014,1340000,1020000
"26689",347246,347246,"India","Lettuce and chicory",2000,120000,785000
"26690",347252,347252,"India","Lettuce and chicory",2006,142449,916552
"26691",347256,347256,"India","Lettuce and chicory",2010,160179,1023749
"26692",347260,347260,"India","Lettuce and chicory",2014,172276,1096663
"26693",347302,347302,"India","Linseed",2000,593100,240800
"26694",347308,347308,"India","Linseed",2006,436800,172500
"26695",347312,347312,"India","Linseed",2010,342000,153700
"26696",347316,347316,"India","Linseed",2014,293070,141730
"26697",347358,347358,"India","Maize",2000,6611300,12043200
"26698",347364,347364,"India","Maize",2006,7894000,15097000
"26699",347368,347368,"India","Maize",2010,8553200,21725800
"26700",347372,347372,"India","Maize",2014,9258000,24170000
"26701",347414,347414,"India","Mangoes, mangosteens, guavas",2000,1486900,10503500
"26702",347420,347420,"India","Mangoes, mangosteens, guavas",2006,2080700,12663100
"26703",347424,347424,"India","Mangoes, mangosteens, guavas",2010,2312300,15026700
"26704",347428,347428,"India","Mangoes, mangosteens, guavas",2014,2515970,18431330
"26705",347470,347470,"India","Melons, other (inc.cantaloupes)",2000,31500,645000
"26706",347476,347476,"India","Melons, other (inc.cantaloupes)",2006,38068,819937
"26707",347480,347480,"India","Melons, other (inc.cantaloupes)",2010,42529,932084
"26708",347484,347484,"India","Melons, other (inc.cantaloupes)",2014,46288,1033178
"26709",347526,347526,"India","Millet",2000,13012200,10077800
"26710",347532,347532,"India","Millet",2006,11752000,10346900
"26711",347536,347536,"India","Millet",2010,11791800,13293000
"26712",347540,347540,"India","Millet",2014,9686740,11420000
"26713",347582,347582,"India","Mushrooms and truffles",2000,NA,24000
"26714",347588,347588,"India","Mushrooms and truffles",2006,NA,35000
"26715",347592,347592,"India","Mushrooms and truffles",2010,NA,40600
"26716",347596,347596,"India","Mushrooms and truffles",2014,NA,28000
"26717",347638,347638,"India","Nutmeg, mace and cardamoms",2000,92400,14500
"26718",347644,347644,"India","Nutmeg, mace and cardamoms",2006,104000,17000
"26719",347648,347648,"India","Nutmeg, mace and cardamoms",2010,86700,15700
"26720",347652,347652,"India","Nutmeg, mace and cardamoms",2014,93000,21000
"26721",347694,347694,"India","Oilcrops, Cake Equivalent",2000,NA,13420908
"26722",347700,347700,"India","Oilcrops, Cake Equivalent",2006,NA,19742363
"26723",347704,347704,"India","Oilcrops, Cake Equivalent",2010,NA,24957213
"26724",347708,347708,"India","Oilcrops, Cake Equivalent",2014,NA,23726070
"26725",347748,347748,"India","Oilcrops, Oil Equivalent",2000,NA,7761324
"26726",347754,347754,"India","Oilcrops, Oil Equivalent",2006,NA,9968971
"26727",347758,347758,"India","Oilcrops, Oil Equivalent",2010,NA,11878941
"26728",347762,347762,"India","Oilcrops, Oil Equivalent",2014,NA,11883369
"26729",347802,347802,"India","Oilseeds nes",2000,367000,110000
"26730",347808,347808,"India","Oilseeds nes",2006,403000,121000
"26731",347812,347812,"India","Oilseeds nes",2010,388730,108000
"26732",347816,347816,"India","Oilseeds nes",2014,234000,76000
"26733",347858,347858,"India","Okra",2000,350000,3420000
"26734",347864,347864,"India","Okra",2006,391800,3974600
"26735",347868,347868,"India","Okra",2010,452000,4803000
"26736",347872,347872,"India","Okra",2014,532660,6346370
"26737",347914,347914,"India","Onions, dry",2000,450000,4721100
"26738",347920,347920,"India","Onions, dry",2006,768000,10847000
"26739",347924,347924,"India","Onions, dry",2010,1064000,15118000
"26740",347928,347928,"India","Onions, dry",2014,1203570,19401680
"26741",347970,347970,"India","Oranges",2000,274100,2674700
"26742",347976,347976,"India","Oranges",2006,441100,3437400
"26743",347980,347980,"India","Oranges",2010,631300,5966400
"26744",347984,347984,"India","Oranges",2014,664910,7317610
"26745",348026,348026,"India","Papayas",2000,70422,1796960
"26746",348032,348032,"India","Papayas",2006,72500,2482100
"26747",348036,348036,"India","Papayas",2010,106000,4196000
"26748",348040,348040,"India","Papayas",2014,133360,5639300
"26749",348082,348082,"India","Peaches and nectarines",2000,21434,120000
"26750",348088,348088,"India","Peaches and nectarines",2006,33202,204381
"26751",348092,348092,"India","Peaches and nectarines",2010,37000,244000
"26752",348096,348096,"India","Peaches and nectarines",2014,37800,260000
"26753",348138,348138,"India","Pears",2000,25143,188000
"26754",348144,348144,"India","Pears",2006,35254,268085
"26755",348148,348148,"India","Pears",2010,45119,336000
"26756",348152,348152,"India","Pears",2014,42280,316700
"26757",348194,348194,"India","Peas, dry",2000,791500,814800
"26758",348200,348200,"India","Peas, dry",2006,777800,709900
"26759",348204,348204,"India","Peas, dry",2010,764400,674700
"26760",348208,348208,"India","Peas, dry",2014,944700,908200
"26761",348250,348250,"India","Peas, green",2000,270000,2710000
"26762",348256,348256,"India","Peas, green",2006,286100,2270000
"26763",348260,348260,"India","Peas, green",2010,364900,3029400
"26764",348264,348264,"India","Peas, green",2014,433560,3868630
"26765",348306,348306,"India","Pepper (piper spp.)",2000,196000,59000
"26766",348312,348312,"India","Pepper (piper spp.)",2006,260200,92900
"26767",348316,348316,"India","Pepper (piper spp.)",2010,195920,51020
"26768",348320,348320,"India","Pepper (piper spp.)",2014,124000,51000
"26769",348362,348362,"India","Pigeon peas",2000,3427000,2694000
"26770",348368,348368,"India","Pigeon peas",2006,3580700,2738000
"26771",348372,348372,"India","Pigeon peas",2010,3470000,2460000
"26772",348376,348376,"India","Pigeon peas",2014,3900000,3170000
"26773",348418,348418,"India","Pineapples",2000,70000,1020000
"26774",348424,348424,"India","Pineapples",2006,82400,1262600
"26775",348428,348428,"India","Pineapples",2010,91900,1386800
"26776",348432,348432,"India","Pineapples",2014,109880,1736740
"26777",348475,348475,"India","Plums and sloes",2000,14332,78000
"26778",348481,348481,"India","Plums and sloes",2006,21000,160000
"26779",348485,348485,"India","Plums and sloes",2010,25000,2e+05
"26780",348489,348489,"India","Plums and sloes",2014,27600,225000
"26781",348531,348531,"India","Poppy seed",2000,NA,NA
"26782",348537,348537,"India","Poppy seed",2006,NA,NA
"26783",348541,348541,"India","Poppy seed",2010,NA,NA
"26784",348545,348545,"India","Poppy seed",2014,NA,NA
"26785",348585,348585,"India","Potatoes",2000,1340900,25000100
"26786",348591,348591,"India","Potatoes",2006,1569200,29174600
"26787",348595,348595,"India","Potatoes",2010,1835300,36577300
"26788",348599,348599,"India","Potatoes",2014,2024000,46395000
"26789",348641,348641,"India","Pulses, nes",2000,1800000,1160000
"26790",348647,348647,"India","Pulses, nes",2006,1548300,759300
"26791",348651,348651,"India","Pulses, nes",2010,1650000,7e+05
"26792",348655,348655,"India","Pulses, nes",2014,2250000,1155000
"26793",348697,348697,"India","Pulses,Total",2000,19471600,13712800
"26794",348703,348703,"India","Pulses,Total",2006,22862300,13998800
"26795",348707,348707,"India","Pulses,Total",2010,26533800,17236300
"26796",348711,348711,"India","Pulses,Total",2014,28361700,20013200
"26797",348753,348753,"India","Pumpkins, squash and gourds",2000,360000,3450000
"26798",348759,348759,"India","Pumpkins, squash and gourds",2006,431433,4136927
"26799",348763,348763,"India","Pumpkins, squash and gourds",2010,483540,4640680
"26800",348767,348767,"India","Pumpkins, squash and gourds",2014,519265,4988290
"26801",348809,348809,"India","Rapeseed",2000,6026800,5788400
"26802",348815,348815,"India","Rapeseed",2006,7276500,8131200
"26803",348819,348819,"India","Rapeseed",2010,5580000,6608100
"26804",348823,348823,"India","Rapeseed",2014,6645740,7877000
"26805",348865,348865,"India","Rice, paddy",2000,44712000,127464896
"26806",348871,348871,"India","Rice, paddy",2006,43810000,139136992
"26807",348875,348875,"India","Rice, paddy",2010,42862400,143963008
"26808",348879,348879,"India","Rice, paddy",2014,44110000,157200000
"26809",348921,348921,"India","Roots and Tubers,Total",2000,1678400,32124800
"26810",348927,348927,"India","Roots and Tubers,Total",2006,1936600,38096000
"26811",348931,348931,"India","Roots and Tubers,Total",2010,2186100,45731800
"26812",348935,348935,"India","Roots and Tubers,Total",2014,2358150,55622310
"26813",348977,348977,"India","Rubber, natural",2000,4e+05,630000
"26814",348983,348983,"India","Rubber, natural",2006,454000,852895
"26815",348987,348987,"India","Rubber, natural",2010,477000,862000
"26816",348991,348991,"India","Rubber, natural",2014,455000,940000
"26817",349033,349033,"India","Safflower seed",2000,438500,260400
"26818",349039,349039,"India","Safflower seed",2006,364600,228600
