"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"13639",56140,725420,725420,"Switzerland","Millet",2006,NA,NA
"13640",56141,725424,725424,"Switzerland","Millet",2010,34,98
"13641",56142,725428,725428,"Switzerland","Millet",2014,58,127
"13670",56191,726116,726116,"Switzerland","Potatoes",2000,14153,600600
"13671",56192,726122,726122,"Switzerland","Potatoes",2006,11973,391500
"13672",56193,726126,726126,"Switzerland","Potatoes",2010,10874,420800
"13673",56194,726130,726130,"Switzerland","Potatoes",2014,11341,503800
"13682",56207,726340,726340,"Switzerland","Rapeseed",2000,14343,42742
"13683",56208,726346,726346,"Switzerland","Rapeseed",2006,18723,57900
"13684",56209,726350,726350,"Switzerland","Rapeseed",2010,21806,67900
"13685",56210,726354,726354,"Switzerland","Rapeseed",2014,23184,93945
"13690",56219,726508,726508,"Switzerland","Rye",2000,3643,22400
"13691",56220,726514,726514,"Switzerland","Rye",2006,1539,8600
"13692",56221,726518,726518,"Switzerland","Rye",2010,2248,13708
"13693",56222,726522,726522,"Switzerland","Rye",2014,1899,12939
"13694",56223,726537,726537,"Switzerland","Soybeans",2000,952,3750
"13695",56224,726543,726543,"Switzerland","Soybeans",2006,1125,3000
"13696",56225,726547,726547,"Switzerland","Soybeans",2010,1087,3076
"13697",56226,726551,726551,"Switzerland","Soybeans",2014,1496,3882
"13710",56239,726761,726761,"Switzerland","Sunflower seed",2000,3579,11670
"13711",56240,726767,726767,"Switzerland","Sunflower seed",2006,5339,13300
"13712",56241,726771,726771,"Switzerland","Sunflower seed",2010,3563,10600
"13713",56242,726775,726775,"Switzerland","Sunflower seed",2014,3957,9730
"13722",56275,727241,727241,"Switzerland","Wheat",2000,95617,568700
"13723",56276,727247,727247,"Switzerland","Wheat",2006,93549,543800
"13724",56277,727251,727251,"Switzerland","Wheat",2010,91150,524017
"13725",56278,727255,727255,"Switzerland","Wheat",2014,86759,550826
"13742",56303,727621,727621,"Syrian_Arab_Republic","Barley",2000,1316893,211905
"13743",56304,727627,727627,"Syrian_Arab_Republic","Barley",2006,1307000,1202400
"13744",56305,727631,727631,"Syrian_Arab_Republic","Barley",2010,1526600,679800
"13745",56306,727635,727635,"Syrian_Arab_Republic","Barley",2014,1220559,600104
"13798",56419,729229,729229,"Syrian_Arab_Republic","Groundnuts, with shell",2000,10260,28106
"13799",56420,729235,729235,"Syrian_Arab_Republic","Groundnuts, with shell",2006,5740,16230
"13800",56421,729239,729239,"Syrian_Arab_Republic","Groundnuts, with shell",2010,4688,13037
"13801",56422,729243,729243,"Syrian_Arab_Republic","Groundnuts, with shell",2014,6032,17067
"13810",56443,729551,729551,"Syrian_Arab_Republic","Maize",2000,55316,190504
"13811",56444,729557,729557,"Syrian_Arab_Republic","Maize",2006,45220,158930
"13812",56445,729561,729561,"Syrian_Arab_Republic","Maize",2010,37918,133100
"13813",56446,729565,729565,"Syrian_Arab_Republic","Maize",2014,24620,67080
"13818",56451,729663,729663,"Syrian_Arab_Republic","Millet",2000,3500,2400
"13819",56452,729669,729669,"Syrian_Arab_Republic","Millet",2006,4200,4500
"13820",56453,729673,729673,"Syrian_Arab_Republic","Millet",2010,1400,2400
"13821",56454,729677,729677,"Syrian_Arab_Republic","Millet",2014,2093,3447
"13862",56517,730572,730572,"Syrian_Arab_Republic","Potatoes",2000,22783,484778
"13863",56518,730578,730578,"Syrian_Arab_Republic","Potatoes",2006,27720,603400
"13864",56519,730582,730582,"Syrian_Arab_Republic","Potatoes",2010,34500,673200
"13865",56520,730586,730586,"Syrian_Arab_Republic","Potatoes",2014,29878,539611
"13874",56537,730852,730852,"Syrian_Arab_Republic","Rice, paddy",2000,NA,NA
"13875",56538,730858,730858,"Syrian_Arab_Republic","Rice, paddy",2006,NA,NA
"13876",56539,730862,730862,"Syrian_Arab_Republic","Rice, paddy",2010,NA,NA
"13877",56540,730866,730866,"Syrian_Arab_Republic","Rice, paddy",2014,NA,NA
"13882",56553,731068,731068,"Syrian_Arab_Republic","Sorghum",2000,3522,2372
"13883",56554,731074,731074,"Syrian_Arab_Republic","Sorghum",2006,4165,4457
"13884",56555,731078,731078,"Syrian_Arab_Republic","Sorghum",2010,1382,2372
"13885",56556,731082,731082,"Syrian_Arab_Republic","Sorghum",2014,717,1850
"13886",56557,731097,731097,"Syrian_Arab_Republic","Soybeans",2000,2787,3804
"13887",56558,731103,731103,"Syrian_Arab_Republic","Soybeans",2006,1850,3140
"13888",56559,731107,731107,"Syrian_Arab_Republic","Soybeans",2010,2149,3147
"13889",56560,731111,731111,"Syrian_Arab_Republic","Soybeans",2014,132,303
"13894",56569,731265,731265,"Syrian_Arab_Republic","Sugar cane",2000,0,0
"13895",56570,731271,731271,"Syrian_Arab_Republic","Sugar cane",2006,0,0
"13896",56571,731275,731275,"Syrian_Arab_Republic","Sugar cane",2010,0,1
"13897",56572,731279,731279,"Syrian_Arab_Republic","Sugar cane",2014,0,1
"13898",56573,731321,731321,"Syrian_Arab_Republic","Sunflower seed",2000,3327,8631
"13899",56574,731327,731327,"Syrian_Arab_Republic","Sunflower seed",2006,8302,14671
"13900",56575,731331,731331,"Syrian_Arab_Republic","Sunflower seed",2010,7636,12712
"13901",56576,731335,731335,"Syrian_Arab_Republic","Sunflower seed",2014,5008,6009
"13914",56613,731881,731881,"Syrian_Arab_Republic","Wheat",2000,1678797,3105489
"13915",56614,731887,731887,"Syrian_Arab_Republic","Wheat",2006,1787000,4932000
"13916",56615,731891,731891,"Syrian_Arab_Republic","Wheat",2010,1599100,3083100
"13917",56616,731895,731895,"Syrian_Arab_Republic","Wheat",2014,1287886,2024332
"13926",56859,733471,733471,"Thailand","Barley",2000,6132,11461
"13927",56860,733477,733477,"Thailand","Barley",2006,10000,17000
"13928",56861,733481,733481,"Thailand","Barley",2010,10000,17000
"13929",56862,733485,733485,"Thailand","Barley",2014,10000,17100
"13934",56887,733863,733863,"Thailand","Cassava",2000,1130942,19064284
"13935",56888,733869,733869,"Thailand","Cassava",2006,1070806,22584402
"13936",56889,733873,733873,"Thailand","Cassava",2010,1184827,22005740
"13937",56890,733877,733877,"Thailand","Cassava",2014,1348996,30022052
"13982",56995,735353,735353,"Thailand","Groundnuts, with shell",2000,82786,131897
"13983",56996,735359,735359,"Thailand","Groundnuts, with shell",2006,38310,64648
"13984",56997,735363,735363,"Thailand","Groundnuts, with shell",2010,30835,48839
"13985",56998,735367,735367,"Thailand","Groundnuts, with shell",2014,23660,39670
"13994",57023,735742,735742,"Thailand","Maize",2000,1218287,4472903
"13995",57024,735748,735748,"Thailand","Maize",2006,995614,3918332
"13996",57025,735752,735752,"Thailand","Maize",2010,1162898,4860746
"13997",57026,735756,735756,"Thailand","Maize",2014,1131728,4804670
"13998",57027,735798,735798,"Thailand","Maize, green",2000,22580,177142
"13999",57028,735804,735804,"Thailand","Maize, green",2006,26634,221909
"14000",57029,735808,735808,"Thailand","Maize, green",2010,29386,262942
"14001",57030,735812,735812,"Thailand","Maize, green",2014,29600,268961
"14006",57043,736030,736030,"Thailand","Oil palm fruit",2000,230053,3342923
"14007",57044,736036,736036,"Thailand","Oil palm fruit",2006,379872,6715036
"14008",57045,736040,736040,"Thailand","Oil palm fruit",2010,541569,8227238
"14009",57046,736044,736044,"Thailand","Oil palm fruit",2014,643811,12472505
"14026",57071,736421,736421,"Thailand","Palm kernels",2000,NA,116000
"14027",57072,736427,736427,"Thailand","Palm kernels",2006,NA,191000
"14028",57073,736431,736431,"Thailand","Palm kernels",2010,NA,310000
"14029",57074,736435,736435,"Thailand","Palm kernels",2014,NA,414000
"14042",57091,736700,736700,"Thailand","Potatoes",2000,7656,100122
"14043",57092,736706,736706,"Thailand","Potatoes",2006,7759,118569
"14044",57093,736710,736710,"Thailand","Potatoes",2010,9481,134645
"14045",57094,736714,736714,"Thailand","Potatoes",2014,6168,99175
"14050",57107,736930,736930,"Thailand","Rice, paddy",2000,9891200,25843878
"14051",57108,736936,736936,"Thailand","Rice, paddy",2006,10165155,29990602
"14052",57109,736940,736940,"Thailand","Rice, paddy",2010,11932320,35702946
"14053",57110,736944,736944,"Thailand","Rice, paddy",2014,10664923,32620160
"14062",57135,737313,737313,"Thailand","Sorghum",2000,85440,147825
"14063",57136,737319,737319,"Thailand","Sorghum",2006,32278,53085
"14064",57137,737323,737323,"Thailand","Sorghum",2010,28178,54030
"14065",57138,737327,737327,"Thailand","Sorghum",2014,23740,45699
"14066",57139,737369,737369,"Thailand","Soybeans",2000,215014,312432
"14067",57140,737375,737375,"Thailand","Soybeans",2006,137640,217298
"14068",57141,737379,737379,"Thailand","Soybeans",2010,89760,158833
"14069",57142,737383,737383,"Thailand","Soybeans",2014,35067,58295
"14070",57147,737481,737481,"Thailand","Sugar cane",2000,913639,54052125
"14071",57148,737487,737487,"Thailand","Sugar cane",2006,965333,47658097
"14072",57149,737491,737491,"Thailand","Sugar cane",2010,1009583,68807800
"14073",57150,737495,737495,"Thailand","Sugar cane",2014,1353025,103697005
"14074",57151,737537,737537,"Thailand","Sunflower seed",2000,68450,50568
"14075",57152,737543,737543,"Thailand","Sunflower seed",2006,33221,24229
"14076",57153,737547,737547,"Thailand","Sunflower seed",2010,27063,23631
"14077",57154,737551,737551,"Thailand","Sunflower seed",2014,16374,19526
"14095",57196,738127,738127,"Thailand","Wheat",2000,1136,800
"14096",57197,738133,738133,"Thailand","Wheat",2006,1256,1000
"14097",57198,738137,738137,"Thailand","Wheat",2010,1241,1087
"14098",57199,738141,738141,"Thailand","Wheat",2014,1243,1337
"14103",57705,742636,742636,"Togo","Cassava",2000,123941,700697
"14104",57706,742642,742642,"Togo","Cassava",2006,136584,767366
"14105",57707,742646,742646,"Togo","Cassava",2010,147336,908755
"14106",57708,742650,742650,"Togo","Cassava",2014,282589,1153109
"14119",57775,743584,743584,"Togo","Groundnuts, with shell",2000,53894,25976
"14120",57776,743590,743590,"Togo","Groundnuts, with shell",2006,52062,39285
"14121",57777,743594,743594,"Togo","Groundnuts, with shell",2010,69621,46496
"14122",57778,743598,743598,"Togo","Groundnuts, with shell",2014,61120,40663
"14124",57784,743703,743703,"Togo","Maize",2000,401053,482055
"14125",57785,743709,743709,"Togo","Maize",2006,470384,543342
"14126",57786,743713,743713,"Togo","Maize",2010,534572,638129
"14127",57787,743717,743717,"Togo","Maize",2014,696588,833044
"14129",57789,743768,743768,"Togo","Millet",2000,79580,37372
"14130",57790,743774,743774,"Togo","Millet",2006,65855,43747
"14131",57791,743778,743778,"Togo","Millet",2010,73776,51265
"14132",57792,743782,743782,"Togo","Millet",2014,28081,17542
"14133",57798,743888,743888,"Togo","Oil palm fruit",2000,13500,115000
"14134",57799,743894,743894,"Togo","Oil palm fruit",2006,14100,120000
"14135",57800,743898,743898,"Togo","Oil palm fruit",2010,17250,146500
"14136",57801,743902,743902,"Togo","Oil palm fruit",2014,16873,145296
"14145",57819,744168,744168,"Togo","Palm kernels",2000,NA,21000
"14146",57820,744174,744174,"Togo","Palm kernels",2006,NA,32400
"14147",57821,744178,744178,"Togo","Palm kernels",2010,NA,41011
"14148",57822,744182,744182,"Togo","Palm kernels",2014,NA,41000
"14153",57835,744391,744391,"Togo","Rice, paddy",2000,32413,62306
"14154",57836,744397,744397,"Togo","Rice, paddy",2006,30723,76284
"14155",57837,744401,744401,"Togo","Rice, paddy",2010,47403,110109
"14156",57838,744405,744405,"Togo","Rice, paddy",2014,83892,147930
"14165",57855,744654,744654,"Togo","Sorghum",2000,183149,155401
"14166",57856,744660,744660,"Togo","Sorghum",2006,215456,221155
"14167",57857,744664,744664,"Togo","Sorghum",2010,223595,244674
"14168",57858,744668,744668,"Togo","Sorghum",2014,323739,307579
"14169",57859,744710,744710,"Togo","Soybeans",2000,NA,NA
"14170",57860,744716,744716,"Togo","Soybeans",2006,550,225
"14171",57861,744720,744720,"Togo","Soybeans",2010,5000,2000
"14172",57862,744724,744724,"Togo","Soybeans",2014,3744,1758
"14213",58627,755058,755058,"Turkey","Barley",2000,3518718,8e+06
"14214",58628,755064,755064,"Turkey","Barley",2006,3641580,9551000
"14215",58629,755068,755068,"Turkey","Barley",2010,2999802,7250000
"14216",58630,755072,755072,"Turkey","Barley",2014,2718950,6300000
"14281",58775,757096,757096,"Turkey","Groundnuts, with shell",2000,28298,78000
"14282",58776,757102,757102,"Turkey","Groundnuts, with shell",2006,22490,77454
"14283",58777,757106,757106,"Turkey","Groundnuts, with shell",2010,27440,97310
"14284",58778,757110,757110,"Turkey","Groundnuts, with shell",2014,33327,123600
"14309",58815,757656,757656,"Turkey","Maize",2000,552820,2300000
"14310",58816,757662,757662,"Turkey","Maize",2006,528284,3811000
"14311",58817,757666,757666,"Turkey","Maize",2010,593552,4310000
"14312",58818,757670,757670,"Turkey","Maize",2014,655663,5950000
"14317",58827,757803,757803,"Turkey","Millet",2000,2990,5300
"14318",58828,757809,757809,"Turkey","Millet",2006,3598,6955
"14319",58829,757813,757813,"Turkey","Millet",2010,2933,6772
"14320",58830,757817,757817,"Turkey","Millet",2014,2637,6744
"14365",58903,758823,758823,"Turkey","Potatoes",2000,203593,5370000
"14366",58904,758829,758829,"Turkey","Potatoes",2006,159278,4397305
"14367",58905,758833,758833,"Turkey","Potatoes",2010,140685,4548383
"14368",58906,758837,758837,"Turkey","Potatoes",2014,128392,4166000
"14377",58923,759103,759103,"Turkey","Rapeseed",2000,82,187
"14378",58924,759109,759109,"Turkey","Rapeseed",2006,5014,12615
"14379",58925,759113,759113,"Turkey","Rapeseed",2010,31232,106450
"14380",58926,759117,759117,"Turkey","Rapeseed",2014,32133,110000
"14381",58927,759159,759159,"Turkey","Rice, paddy",2000,57859,350000
"14382",58928,759165,759165,"Turkey","Rice, paddy",2006,99043,696000
"14383",58929,759169,759169,"Turkey","Rice, paddy",2010,98966,860000
"14384",58930,759173,759173,"Turkey","Rice, paddy",2014,110880,830000
"14385",58935,759271,759271,"Turkey","Rye",2000,146919,260000
"14386",58936,759277,759277,"Turkey","Rye",2006,131194,271000
"14387",58937,759281,759281,"Turkey","Rye",2010,140905,365560
"14388",58938,759285,759285,"Turkey","Rye",2014,113176,3e+05
"14393",58951,759495,759495,"Turkey","Sorghum",2000,NA,NA
"14394",58952,759501,759501,"Turkey","Sorghum",2006,88,229
"14395",58953,759505,759505,"Turkey","Sorghum",2010,31,220
"14396",58954,759509,759509,"Turkey","Sorghum",2014,20,81
"14397",58955,759551,759551,"Turkey","Soybeans",2000,15000,44500
"14398",58956,759557,759557,"Turkey","Soybeans",2006,11918,47300
"14399",58957,759561,759561,"Turkey","Soybeans",2010,23472,86540
"14400",58958,759565,759565,"Turkey","Soybeans",2014,34317,150000
"14417",58979,759887,759887,"Turkey","Sunflower seed",2000,542000,8e+05
"14418",58980,759893,759893,"Turkey","Sunflower seed",2006,585400,1118000
"14419",58981,759897,759897,"Turkey","Sunflower seed",2010,641343,1320000
"14420",58982,759901,759901,"Turkey","Sunflower seed",2014,653323,1637900
"14441",59039,760705,760705,"Turkey","Wheat",2000,9159036,2.1e+07
"14442",59040,760711,760711,"Turkey","Wheat",2006,8480730,20010000
"14443",59041,760715,760715,"Turkey","Wheat",2010,8063070,19674000
"14444",59042,760719,760719,"Turkey","Wheat",2014,7820750,1.9e+07
"14453",59443,764951,764951,"Ukraine","Barley",2000,3689100,6871900
"14454",59444,764957,764957,"Ukraine","Barley",2006,5236200,11341200
"14455",59445,764961,764961,"Ukraine","Barley",2010,4316900,8484900
"14456",59446,764965,764965,"Ukraine","Barley",2014,3003100,9046060
"14538",59610,766000,766000,"Ukraine","Maize",2000,1278800,3848100
"14539",59611,766006,766006,"Ukraine","Maize",2006,1720300,6425600
"14540",59612,766010,766010,"Ukraine","Maize",2010,2647600,11953000
"14541",59613,766014,766014,"Ukraine","Maize",2014,4626900,28496810
"14542",59614,766025,766025,"Ukraine","Maize, green",2000,100,1000
"14543",59615,766031,766031,"Ukraine","Maize, green",2006,500,8500
"14544",59616,766035,766035,"Ukraine","Maize, green",2010,510,8300
"14545",59617,766039,766039,"Ukraine","Maize, green",2014,70900,1149630
"14550",59622,766075,766075,"Ukraine","Millet",2000,366500,426100
"14551",59623,766081,766081,"Ukraine","Millet",2006,114500,123500
"14552",59624,766085,766085,"Ukraine","Millet",2010,85300,117100
"14553",59625,766089,766089,"Ukraine","Millet",2014,98900,177990
"14586",59682,766446,766446,"Ukraine","Potatoes",2000,1631000,19838100
"14587",59683,766452,766452,"Ukraine","Potatoes",2006,1461500,19467100
"14588",59684,766456,766456,"Ukraine","Potatoes",2010,1411900,18705000
"14589",59685,766460,766460,"Ukraine","Potatoes",2014,1342800,23693350
"14598",59702,766571,766571,"Ukraine","Rapeseed",2000,156700,131800
"14599",59703,766577,766577,"Ukraine","Rapeseed",2006,386800,605700
"14600",59704,766581,766581,"Ukraine","Rapeseed",2010,862500,1469700
"14601",59705,766585,766585,"Ukraine","Rapeseed",2014,865300,2198020
"14606",59710,766621,766621,"Ukraine","Rice, paddy",2000,25200,89700
"14607",59711,766627,766627,"Ukraine","Rice, paddy",2006,21600,99500
"14608",59712,766631,766631,"Ukraine","Rice, paddy",2010,29300,148000
"14609",59713,766635,766635,"Ukraine","Rice, paddy",2014,10200,50880
"14610",59718,766671,766671,"Ukraine","Rye",2000,638100,968300
"14611",59719,766677,766677,"Ukraine","Rye",2006,359600,583600
"14612",59720,766681,766681,"Ukraine","Rye",2010,279100,464900
"14613",59721,766685,766685,"Ukraine","Rye",2014,185100,478000
"14614",59726,766721,766721,"Ukraine","Sorghum",2000,14400,16500
"14615",59727,766727,766727,"Ukraine","Sorghum",2006,34400,63940
"14616",59728,766731,766731,"Ukraine","Sorghum",2010,28700,61400
"14617",59729,766735,766735,"Ukraine","Sorghum",2014,83100,224210
"14618",59730,766746,766746,"Ukraine","Soybeans",2000,60600,64400
"14619",59731,766752,766752,"Ukraine","Soybeans",2006,714800,889600
"14620",59732,766756,766756,"Ukraine","Soybeans",2010,1036700,1680200
"14621",59733,766760,766760,"Ukraine","Soybeans",2014,1792900,3881930
"14634",59746,766847,766847,"Ukraine","Sunflower seed",2000,2841600,3457400
"14635",59747,766853,766853,"Ukraine","Sunflower seed",2006,3911700,5324300
"14636",59748,766857,766857,"Ukraine","Sunflower seed",2010,4526000,6771500
"14637",59749,766861,766861,"Ukraine","Sunflower seed",2014,5212200,10133750
"14646",59786,767097,767097,"Ukraine","Wheat",2000,5161600,10197000
"14647",59787,767103,767103,"Ukraine","Wheat",2006,5511000,13947300
"14648",59788,767107,767107,"Ukraine","Wheat",2010,6284100,16851300
"14649",59789,767111,767111,"Ukraine","Wheat",2014,6010600,24113970
"14654",60162,772014,772014,"United_Republic_of_Tanzania","Barley",2000,3500,9000
"14655",60163,772020,772020,"United_Republic_of_Tanzania","Barley",2006,9000,20590
"14656",60164,772024,772024,"United_Republic_of_Tanzania","Barley",2010,7568,15228
"14657",60165,772028,772028,"United_Republic_of_Tanzania","Barley",2014,6867,11400
"14666",60186,772350,772350,"United_Republic_of_Tanzania","Cassava",2000,809700,5342110
"14667",60187,772356,772356,"United_Republic_of_Tanzania","Cassava",2006,993171,6158300
"14668",60188,772360,772360,"United_Republic_of_Tanzania","Cassava",2010,873000,4547940
"14669",60189,772364,772364,"United_Republic_of_Tanzania","Cassava",2014,800454,4992759
"14698",60286,773736,773736,"United_Republic_of_Tanzania","Groundnuts, with shell",2000,117000,52000
"14699",60287,773742,773742,"United_Republic_of_Tanzania","Groundnuts, with shell",2006,480000,350000
"14700",60288,773746,773746,"United_Republic_of_Tanzania","Groundnuts, with shell",2010,482310,465290
"14701",60289,773750,773750,"United_Republic_of_Tanzania","Groundnuts, with shell",2014,1619500,1635335
"14706",60294,773848,773848,"United_Republic_of_Tanzania","Maize",2000,1017600,1965400
"14707",60295,773854,773854,"United_Republic_of_Tanzania","Maize",2006,2570147,3423020
"14708",60296,773858,773858,"United_Republic_of_Tanzania","Maize",2010,3050710,4733070
"14709",60297,773862,773862,"United_Republic_of_Tanzania","Maize",2014,4146000,6737197
"14710",60298,773904,773904,"United_Republic_of_Tanzania","Maize, green",2000,7160,28458
"14711",60299,773910,773910,"United_Republic_of_Tanzania","Maize, green",2006,9514,35934
"14712",60300,773914,773914,"United_Republic_of_Tanzania","Maize, green",2010,14000,48000
"14713",60301,773918,773918,"United_Republic_of_Tanzania","Maize, green",2014,13231,48379
"14718",60306,774016,774016,"United_Republic_of_Tanzania","Millet",2000,251900,219000
"14719",60307,774022,774022,"United_Republic_of_Tanzania","Millet",2006,325000,246665
"14720",60308,774026,774026,"United_Republic_of_Tanzania","Millet",2010,345855,350870
"14721",60309,774030,774030,"United_Republic_of_Tanzania","Millet",2014,365300,362750
"14722",60318,774184,774184,"United_Republic_of_Tanzania","Oil palm fruit",2000,4500,64000
"14723",60319,774190,774190,"United_Republic_of_Tanzania","Oil palm fruit",2006,4500,65000
"14724",60320,774194,774194,"United_Republic_of_Tanzania","Oil palm fruit",2010,4800,69500
"14725",60321,774198,774198,"United_Republic_of_Tanzania","Oil palm fruit",2014,5204,72787
"14738",60346,774570,774570,"United_Republic_of_Tanzania","Palm kernels",2000,NA,7680
"14739",60347,774576,774576,"United_Republic_of_Tanzania","Palm kernels",2006,NA,7121
"14740",60348,774580,774580,"United_Republic_of_Tanzania","Palm kernels",2010,NA,9000
"14741",60349,774584,774584,"United_Republic_of_Tanzania","Palm kernels",2014,NA,11428
"14762",60382,775072,775072,"United_Republic_of_Tanzania","Potatoes",2000,76219,600712
"14763",60383,775078,775078,"United_Republic_of_Tanzania","Potatoes",2006,126000,660000
"14764",60384,775082,775082,"United_Republic_of_Tanzania","Potatoes",2010,172970,1472560
"14765",60385,775086,775086,"United_Republic_of_Tanzania","Potatoes",2014,189635,1738017
"14766",60398,775296,775296,"United_Republic_of_Tanzania","Rice, paddy",2000,415600,781538
"14767",60399,775302,775302,"United_Republic_of_Tanzania","Rice, paddy",2006,633770,1206154
"14768",60400,775306,775306,"United_Republic_of_Tanzania","Rice, paddy",2010,1136290,2650120
"14769",60401,775310,775310,"United_Republic_of_Tanzania","Rice, paddy",2014,957218,2621034
"14778",60426,775688,775688,"United_Republic_of_Tanzania","Sorghum",2000,736200,598200
"14779",60427,775694,775694,"United_Republic_of_Tanzania","Sorghum",2006,715884,711631
"14780",60428,775698,775698,"United_Republic_of_Tanzania","Sorghum",2010,618370,798540
"14781",60429,775702,775702,"United_Republic_of_Tanzania","Sorghum",2014,851478,883195
"14782",60430,775744,775744,"United_Republic_of_Tanzania","Soybeans",2000,2161,1493
"14783",60431,775750,775750,"United_Republic_of_Tanzania","Soybeans",2006,5500,5000
"14784",60432,775754,775754,"United_Republic_of_Tanzania","Soybeans",2010,3570,3100
"14785",60433,775758,775758,"United_Republic_of_Tanzania","Soybeans",2014,5907,6025
"14786",60434,775800,775800,"United_Republic_of_Tanzania","Sugar cane",2000,15000,1355000
"14787",60435,775806,775806,"United_Republic_of_Tanzania","Sugar cane",2006,21000,2480000
"14788",60436,775810,775810,"United_Republic_of_Tanzania","Sugar cane",2010,48218,2788642
"14789",60437,775814,775814,"United_Republic_of_Tanzania","Sugar cane",2014,55985,2800000
"14790",60438,775856,775856,"United_Republic_of_Tanzania","Sunflower seed",2000,210000,135000
"14791",60439,775862,775862,"United_Republic_of_Tanzania","Sunflower seed",2006,380000,250000
"14792",60440,775866,775866,"United_Republic_of_Tanzania","Sunflower seed",2010,431540,313110
"14793",60441,775870,775870,"United_Republic_of_Tanzania","Sunflower seed",2014,1721875,2755000
"14806",60478,776416,776416,"United_Republic_of_Tanzania","Wheat",2000,71700,32700
"14807",60479,776422,776422,"United_Republic_of_Tanzania","Wheat",2006,53224,110000
"14808",60480,776426,776426,"United_Republic_of_Tanzania","Wheat",2010,54570,62370
"14809",60481,776430,776430,"United_Republic_of_Tanzania","Wheat",2014,100764,167000
"14838",60514,776921,776921,"United_States_of_America","Barley",2000,2104390,6919370
"14839",60515,776927,776927,"United_States_of_America","Barley",2006,1194240,3922630
"14840",60516,776931,776931,"United_States_of_America","Barley",2010,997560,3924280
"14841",60517,776935,776935,"United_States_of_America","Barley",2014,1010510,3952610
"14915",60659,778886,778886,"United_States_of_America","Groundnuts, with shell",2000,540670,1481210
"14916",60660,778892,778892,"United_States_of_America","Groundnuts, with shell",2006,489270,1575980
"14917",60661,778896,778896,"United_States_of_America","Groundnuts, with shell",2010,507890,1885510
"14918",60662,778900,778900,"United_States_of_America","Groundnuts, with shell",2014,535200,2353540
"14935",60691,779315,779315,"United_States_of_America","Maize",2000,29315740,251853900
"14936",60692,779321,779321,"United_States_of_America","Maize",2006,28586490,267502850
"14937",60693,779325,779325,"United_States_of_America","Maize",2010,32960380,315617920
"14938",60694,779329,779329,"United_States_of_America","Maize",2014,33644310,361091140
"14939",60695,779371,779371,"United_States_of_America","Maize, green",2000,283121,4340585
"14940",60696,779377,779377,"United_States_of_America","Maize, green",2006,244028,4253324
"14941",60697,779381,779381,"United_States_of_America","Maize, green",2010,236860,3788030
"14942",60698,779385,779385,"United_States_of_America","Maize, green",2014,211790,3447520
"14951",60707,779530,779530,"United_States_of_America","Millet",2000,149740,166010
"14952",60708,779536,779536,"United_States_of_America","Millet",2006,192230,231220
"14953",60709,779540,779540,"United_States_of_America","Millet",2010,146900,261610
"14954",60710,779544,779544,"United_States_of_America","Millet",2014,174020,305790
"15003",60783,780546,780546,"United_States_of_America","Potatoes",2000,545320,23293964
"15004",60784,780552,780552,"United_States_of_America","Potatoes",2006,453334,19989724
"15005",60785,780556,780556,"United_States_of_America","Potatoes",2010,408288,18350034
"15006",60786,780560,780560,"United_States_of_America","Potatoes",2014,425370,20056500
"15011",60795,780688,780688,"United_States_of_America","Rapeseed",2000,607804,909026
"15012",60796,780694,780694,"United_States_of_America","Rapeseed",2006,413593,632948
"15013",60797,780698,780698,"United_States_of_America","Rapeseed",2010,579880,1112120
"15014",60798,780702,780702,"United_States_of_America","Rapeseed",2014,630846,1140892
"15019",60803,780800,780800,"United_States_of_America","Rice, paddy",2000,1229850,8657810
"15020",60804,780806,780806,"United_States_of_America","Rice, paddy",2006,1141630,8826230
"15021",60805,780810,780810,"United_States_of_America","Rice, paddy",2010,1462950,11027010
"15022",60806,780814,780814,"United_States_of_America","Rice, paddy",2014,1186960,10079500
"15023",60811,780912,780912,"United_States_of_America","Rye",2000,119790,213010
"15024",60812,780918,780918,"United_States_of_America","Rye",2006,110890,182710
"15025",60813,780922,780922,"United_States_of_America","Rye",2010,109270,190000
"15026",60814,780926,780926,"United_States_of_America","Rye",2014,104410,182610
"15031",60827,781111,781111,"United_States_of_America","Sorghum",2000,3126630,11951910
"15032",60828,781117,781117,"United_States_of_America","Sorghum",2006,1997950,7031650
"15033",60829,781121,781121,"United_States_of_America","Sorghum",2010,1944940,8775190
"15034",60830,781125,781125,"United_States_of_America","Sorghum",2014,2590420,10987910
"15035",60831,781167,781167,"United_States_of_America","Soybeans",2000,29302790,75055290
"15036",60832,781173,781173,"United_States_of_America","Soybeans",2006,30190680,87000620
"15037",60833,781177,781177,"United_States_of_America","Soybeans",2010,31003300,90663290
"15038",60834,781181,781181,"United_States_of_America","Soybeans",2014,33423750,106877870
"15055",60851,781447,781447,"United_States_of_America","Sugar cane",2000,417760,36114000
"15056",60852,781453,781453,"United_States_of_America","Sugar cane",2006,363290,29564000
"15057",60853,781457,781457,"United_States_of_America","Sugar cane",2010,355112,24820574
"15058",60854,781461,781461,"United_States_of_America","Sugar cane",2014,351470,27600190
"15059",60855,781503,781503,"United_States_of_America","Sunflower seed",2000,1071210,1607730
"15060",60856,781509,781509,"United_States_of_America","Sunflower seed",2006,716300,972330
"15061",60857,781513,781513,"United_States_of_America","Sunflower seed",2010,758310,1240830
