"","X.3","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop","production_kj"
"1851",1851,30383,394984,394984,"Kenya","RICE, PADDY",2006,23106,64840,11723040,760121913600
"1852",1852,30384,394988,394988,"Kenya","RICE, PADDY",2010,20181,85536,11723040,1002741949440
"1853",1853,30385,394992,394992,"Kenya","RICE, PADDY",2014,28390,112263,11723040,1316063639520
"1854",1854,30406,395314,395314,"Kenya","SORGHUM",2000,122493,81536,14360724,1170915992064
"1855",1855,30407,395320,395320,"Kenya","SORGHUM",2006,163865,131188,14360724,1883954660112
"1856",1856,30408,395324,395324,"Kenya","SORGHUM",2010,225782,164066,14360724,2356106543784
"1857",1857,30409,395328,395328,"Kenya","SORGHUM",2014,213520,177553,14360724,2549789628372
"1858",1858,30410,395370,395370,"Kenya","SOYBEANS",2000,2411,2074,14025780,29089467720
"1859",1859,30411,395376,395376,"Kenya","SOYBEANS",2006,2513,2077,14025780,29131545060
"1860",1860,30412,395380,395380,"Kenya","SOYBEANS",2010,1621,1540,14025780,21599701200
"1861",1861,30413,395384,395384,"Kenya","SOYBEANS",2014,2204,2463,14025780,34545496140
"1862",1862,30426,395594,395594,"Kenya","SUGAR CANE",2000,57243,3941524,1256040,4950711804960
"1863",1863,30427,395600,395600,"Kenya","SUGAR CANE",2006,54621,4932839,1256040,6195843097560
"1864",1864,30428,395604,395604,"Kenya","SUGAR CANE",2010,68738,5709586,1256040,7171468399440
"1865",1865,30429,395608,395608,"Kenya","SUGAR CANE",2014,72180,6409929,1256040,8051127221160
"1866",1866,30430,395650,395650,"Kenya","SUNFLOWER SEED",2000,13000,13000,12895344,167639472000
"1867",1867,30431,395656,395656,"Kenya","SUNFLOWER SEED",2006,13000,14000,12895344,180534816000
"1868",1868,30432,395660,395660,"Kenya","SUNFLOWER SEED",2010,12000,12000,12895344,154744128000
"1869",1869,30433,395664,395664,"Kenya","SUNFLOWER SEED",2014,14000,14000,12895344,180534816000
"1870",1870,30478,396322,396322,"Kenya","WHEAT",2000,131834,204232,13983912,2855962315584
"1871",1871,30479,396328,396328,"Kenya","WHEAT",2006,150488,329193,13983912,4603405943016
"1872",1872,30480,396332,396332,"Kenya","WHEAT",2010,160043,511994,13983912,7159679040528
"1873",1873,30481,396336,396336,"Kenya","WHEAT",2014,147210,228900,13983912,3200917456800
"1874",1874,30538,397127,397127,"Kuwait","BARLEY",2000,1002,2079,13900176,28898465904
"1875",1875,30539,397133,397133,"Kuwait","BARLEY",2006,957,1988,13900176,27633549888
"1876",1876,30540,397137,397137,"Kuwait","BARLEY",2010,882,1831,13900176,25451222256
"1877",1877,30541,397141,397141,"Kuwait","BARLEY",2014,876,5482,13900176,76200764832
"1878",1878,30614,398074,398074,"Kuwait","MAIZE",2000,270,5552,14905008,82752604416
"1879",1879,30615,398080,398080,"Kuwait","MAIZE",2006,607,12078,14905008,180022686624
"1880",1880,30616,398084,398084,"Kuwait","MAIZE",2010,928,18310,14905008,272910696480
"1881",1881,30617,398088,398088,"Kuwait","MAIZE",2014,1564,48098,14905008,716901074784
"1882",1882,30642,398431,398431,"Kuwait","POTATOES",2000,637,17979,2805156,50433899724
"1883",1883,30643,398437,398437,"Kuwait","POTATOES",2006,1242,34970,2805156,98096305320
"1884",1884,30644,398441,398441,"Kuwait","POTATOES",2010,1328,37350,2805156,104772576600
"1885",1885,30645,398445,398445,"Kuwait","POTATOES",2014,1826,47545,2805156,133371142020
"1886",1886,30690,398999,398999,"Kuwait","WHEAT",2000,153,365,13983912,5104127880
"1887",1887,30691,399005,399005,"Kuwait","WHEAT",2006,108,510,13983912,7131795120
"1888",1888,30692,399009,399009,"Kuwait","WHEAT",2010,69,162,13983912,2265393744
"1889",1889,30693,399013,399013,"Kuwait","WHEAT",2014,13,56,13983912,783099072
"1890",1890,31659,409522,409522,"Lao_People's_Democratic_Republic","CASSAVA",2000,7300,71000,4563612,324016452000
"1891",1891,31660,409528,409528,"Lao_People's_Democratic_Republic","CASSAVA",2006,16880,174490,4563612,796304657880
"1892",1892,31661,409532,409532,"Lao_People's_Democratic_Republic","CASSAVA",2010,19940,500090,4563612,2282216725080
"1893",1893,31662,409536,409536,"Lao_People's_Democratic_Republic","CASSAVA",2014,60475,1629805,4563612,7437797655660
"1894",1894,31715,410300,410300,"Lao_People's_Democratic_Republic","GROUNDNUTS, WITH SHELL",2000,12800,13201,17333352,228817579752
"1895",1895,31716,410306,410306,"Lao_People's_Democratic_Republic","GROUNDNUTS, WITH SHELL",2006,18385,27600,17333352,478400515200
"1896",1896,31717,410310,410310,"Lao_People's_Democratic_Republic","GROUNDNUTS, WITH SHELL",2010,23570,50945,17333352,883047617640
"1897",1897,31718,410314,410314,"Lao_People's_Democratic_Republic","GROUNDNUTS, WITH SHELL",2014,25310,59250,17333352,1027001106000
"1898",1898,31723,410412,410412,"Lao_People's_Democratic_Republic","MAIZE",2000,49000,117000,14905008,1743885936000
"1899",1899,31724,410418,410418,"Lao_People's_Democratic_Republic","MAIZE",2006,113815,449950,14905008,6706508349600
"1900",1900,31725,410422,410422,"Lao_People's_Democratic_Republic","MAIZE",2010,212745,1020875,14905008,15216150042000
"1901",1901,31726,410426,410426,"Lao_People's_Democratic_Republic","MAIZE",2014,243385,1412440,14905008,21052429499520
"1902",1902,31755,410859,410859,"Lao_People's_Democratic_Republic","POTATOES",2000,5300,33000,2805156,92570148000
"1903",1903,31756,410865,410865,"Lao_People's_Democratic_Republic","POTATOES",2006,1800,35000,2805156,98180460000
"1904",1904,31757,410869,410869,"Lao_People's_Democratic_Republic","POTATOES",2010,1680,40845,2805156,114576596820
"1905",1905,31758,410873,410873,"Lao_People's_Democratic_Republic","POTATOES",2014,1035,31095,2805156,87226325820
"1906",1906,31771,411083,411083,"Lao_People's_Democratic_Republic","RICE, PADDY",2000,719370,2201700,11723040,25810617168000
"1907",1907,31772,411089,411089,"Lao_People's_Democratic_Republic","RICE, PADDY",2006,742905,2663700,11723040,31226661648000
"1908",1908,31773,411093,411093,"Lao_People's_Democratic_Republic","RICE, PADDY",2010,855114,3070640,11723040,35997235545600
"1909",1909,31774,411097,411097,"Lao_People's_Democratic_Republic","RICE, PADDY",2014,957836,4002425,11723040,46920588372000
"1910",1910,31787,411281,411281,"Lao_People's_Democratic_Republic","SOYBEANS",2000,6400,5403,14025780,75781289340
"1911",1911,31788,411287,411287,"Lao_People's_Democratic_Republic","SOYBEANS",2006,8920,11950,14025780,167608071000
"1912",1912,31789,411291,411291,"Lao_People's_Democratic_Republic","SOYBEANS",2010,7235,11435,14025780,160384794300
"1913",1913,31790,411295,411295,"Lao_People's_Democratic_Republic","SOYBEANS",2014,10970,17035,14025780,238929162300
"1914",1914,31791,411337,411337,"Lao_People's_Democratic_Republic","SUGAR CANE",2000,8400,296960,1256040,372993638400
"1915",1915,31792,411343,411343,"Lao_People's_Democratic_Republic","SUGAR CANE",2006,6070,218430,1256040,274356817200
"1916",1916,31793,411347,411347,"Lao_People's_Democratic_Republic","SUGAR CANE",2010,15355,818675,1256040,1028288547000
"1917",1917,31794,411351,411351,"Lao_People's_Democratic_Republic","SUGAR CANE",2014,34070,1840465,1256040,2311697658600
"1918",1918,31827,411764,411764,"Latvia","BARLEY",2000,134900,261100,13900176,3629335953600
"1919",1919,31828,411770,411770,"Latvia","BARLEY",2006,154200,307000,13900176,4267354032000
"1920",1920,31829,411774,411774,"Latvia","BARLEY",2010,100400,228400,13900176,3174800198400
"1921",1921,31830,411778,411778,"Latvia","BARLEY",2014,118200,418800,13900176,5821393708800
"1922",1922,31979,412705,412705,"Latvia","POTATOES",2000,51300,747100,2805156,2095732047600
"1923",1923,31980,412711,412711,"Latvia","POTATOES",2006,45100,550900,2805156,1545360440400
"1924",1924,31981,412715,412715,"Latvia","POTATOES",2010,30100,484000,2805156,1357695504000
"1925",1925,31982,412719,412719,"Latvia","POTATOES",2014,26800,505688,2805156,1418533727328
"1926",1926,31999,412830,412830,"Latvia","RAPESEED",2000,6900,10000,20682792,206827920000
"1927",1927,32000,412836,412836,"Latvia","RAPESEED",2006,83200,120600,20682792,2494344715200
"1928",1928,32001,412840,412840,"Latvia","RAPESEED",2010,106100,226300,20682792,4680515829600
"1929",1929,32002,412844,412844,"Latvia","RAPESEED",2014,94400,185500,20682792,3836657916000
"1930",1930,32011,412905,412905,"Latvia","RYE",2000,54800,110700,13355892,1478497244400
"1931",1931,32012,412911,412911,"Latvia","RYE",2006,42800,116800,13355892,1559968185600
"1932",1932,32013,412915,412915,"Latvia","RYE",2010,32900,70200,13355892,937583618400
"1933",1933,32014,412919,412919,"Latvia","RYE",2014,32000,114300,13355892,1526578455600
"1934",1934,32015,412930,412930,"Latvia","SOYBEANS",2000,NA,NA,14025780,NA
"1935",1935,32016,412936,412936,"Latvia","SOYBEANS",2006,NA,NA,14025780,NA
"1936",1936,32017,412940,412940,"Latvia","SOYBEANS",2010,NA,NA,14025780,NA
"1937",1937,32018,412944,412944,"Latvia","SOYBEANS",2014,NA,NA,14025780,NA
"1938",1938,32051,413155,413155,"Latvia","WHEAT",2000,158100,427400,13983912,5976723988800
"1939",1939,32052,413161,413161,"Latvia","WHEAT",2006,215100,598300,13983912,8366574549600
"1940",1940,32053,413165,413165,"Latvia","WHEAT",2010,301200,989400,13983912,13835682532800
"1941",1941,32054,413169,413169,"Latvia","WHEAT",2014,391600,1467500,13983912,20521390860000
"1942",1942,32661,421587,421587,"Lebanon","BARLEY",2000,8700,9400,13900176,130661654400
"1943",1943,32662,421593,421593,"Lebanon","BARLEY",2006,15900,31800,13900176,442025596800
"1944",1944,32663,421597,421597,"Lebanon","BARLEY",2010,10685,22210,13900176,308722908960
"1945",1945,32664,421601,421601,"Lebanon","BARLEY",2014,14000,33000,13900176,458705808000
"1946",1946,32749,422819,422819,"Lebanon","GROUNDNUTS, WITH SHELL",2000,2650,7700,17333352,133466810400
"1947",1947,32750,422825,422825,"Lebanon","GROUNDNUTS, WITH SHELL",2006,2500,7000,17333352,121333464000
"1948",1948,32751,422829,422829,"Lebanon","GROUNDNUTS, WITH SHELL",2010,2299,8074,17333352,139949484048
"1949",1949,32752,422833,422833,"Lebanon","GROUNDNUTS, WITH SHELL",2014,2279,10199,17333352,176782857048
"1950",1950,32769,423070,423070,"Lebanon","MAIZE",2000,900,3500,14905008,52167528000
"1951",1951,32770,423076,423076,"Lebanon","MAIZE",2006,1050,3100,14905008,46205524800
"1952",1952,32771,423080,423080,"Lebanon","MAIZE",2010,1645,6119,14905008,91203743952
"1953",1953,32772,423084,423084,"Lebanon","MAIZE",2014,1000,3000,14905008,44715024000
"1954",1954,32829,423889,423889,"Lebanon","POTATOES",2000,12900,275000,2805156,771417900000
"1955",1955,32830,423895,423895,"Lebanon","POTATOES",2006,19900,398000,2805156,1116452088000
"1956",1956,32831,423899,423899,"Lebanon","POTATOES",2010,11131,265490,2805156,744740866440
"1957",1957,32832,423903,423903,"Lebanon","POTATOES",2014,17910,451860,2805156,1267537790160
"1958",1958,32857,424269,424269,"Lebanon","SORGHUM",2000,900,1400,14360724,20105013600
"1959",1959,32858,424275,424275,"Lebanon","SORGHUM",2006,480,860,14360724,12350222640
"1960",1960,32859,424279,424279,"Lebanon","SORGHUM",2010,228,440,14360724,6318718560
"1961",1961,32860,424283,424283,"Lebanon","SORGHUM",2014,230,480,14360724,6893147520
"1962",1962,32877,424549,424549,"Lebanon","SUGAR CANE",2000,195,4700,1256040,5903388000
"1963",1963,32878,424555,424555,"Lebanon","SUGAR CANE",2006,0,0,1256040,0
"1964",1964,32879,424559,424559,"Lebanon","SUGAR CANE",2010,4,97,1256040,121835880
"1965",1965,32880,424563,424563,"Lebanon","SUGAR CANE",2014,3,97,1256040,121835880
"1966",1966,32881,424605,424605,"Lebanon","SUNFLOWER SEED",2000,54,113,12895344,1457173872
"1967",1967,32882,424611,424611,"Lebanon","SUNFLOWER SEED",2006,0,0,12895344,0
"1968",1968,32883,424615,424615,"Lebanon","SUNFLOWER SEED",2010,0,0,12895344,0
"1969",1969,32884,424619,424619,"Lebanon","SUNFLOWER SEED",2014,0,0,12895344,0
"1970",1970,32929,425277,425277,"Lebanon","WHEAT",2000,40000,108100,13983912,1511660887200
"1971",1971,32930,425283,425283,"Lebanon","WHEAT",2006,52900,153400,13983912,2145132100800
"1972",1972,32931,425287,425287,"Lebanon","WHEAT",2010,29840,83000,13983912,1160664696000
"1973",1973,32932,425291,425291,"Lebanon","WHEAT",2014,36800,140000,13983912,1957747680000
"1974",1974,33382,431323,431323,"Lithuania","BARLEY",2000,353200,859600,13900176,11948591289600
"1975",1975,33383,431329,431329,"Lithuania","BARLEY",2006,383400,743800,13900176,10338950908800
"1976",1976,33384,431333,431333,"Lithuania","BARLEY",2010,231800,550000,13900176,7645096800000
"1977",1977,33385,431337,431337,"Lithuania","BARLEY",2014,267000,1018500,13900176,14157329256000
"1978",1978,33497,432037,432037,"Lithuania","MAIZE",2000,6431,11874,14905008,176982064992
"1979",1979,33498,432043,432043,"Lithuania","MAIZE",2006,2000,4700,14905008,70053537600
"1980",1980,33499,432047,432047,"Lithuania","MAIZE",2010,7100,47500,14905008,707987880000
"1981",1981,33500,432051,432051,"Lithuania","MAIZE",2014,19000,115000,14905008,1714075920000
"1982",1982,33545,432333,432333,"Lithuania","POTATOES",2000,109300,1791600,2805156,5025717489600
"1983",1983,33546,432339,432339,"Lithuania","POTATOES",2006,57800,457100,2805156,1282236807600
"1984",1984,33547,432343,432343,"Lithuania","POTATOES",2010,36600,476900,2805156,1337778896400
"1985",1985,33548,432347,432347,"Lithuania","POTATOES",2014,27300,468500,2805156,1314215586000
"1986",1986,33565,432458,432458,"Lithuania","RAPESEED",2000,55500,81000,20682792,1675306152000
"1987",1987,33566,432464,432464,"Lithuania","RAPESEED",2006,150800,169600,20682792,3507801523200
"1988",1988,33567,432468,432468,"Lithuania","RAPESEED",2010,251900,416700,20682792,8618519426400
"1989",1989,33568,432472,432472,"Lithuania","RAPESEED",2014,215100,501500,20682792,10372420188000
"1990",1990,33577,432533,432533,"Lithuania","RYE",2000,133100,311400,13355892,4159024768800
"1991",1991,33578,432539,432539,"Lithuania","RYE",2006,51100,90000,13355892,1202030280000
"1992",1992,33579,432543,432543,"Lithuania","RYE",2010,49500,87000,13355892,1161962604000
"1993",1993,33580,432547,432547,"Lithuania","RYE",2014,37900,85300,13355892,1139257587600
"1994",1994,33617,432783,432783,"Lithuania","WHEAT",2000,370400,1237600,13983912,17306489491200
"1995",1995,33618,432789,432789,"Lithuania","WHEAT",2006,343800,809800,13983912,11324171937600
"1996",1996,33619,432793,432793,"Lithuania","WHEAT",2010,517600,1710400,13983912,23918083084800
"1997",1997,33620,432797,432797,"Lithuania","WHEAT",2014,708000,3230600,13983912,45176426107200
"1998",1998,34286,441719,441719,"Luxembourg","BARLEY",2000,10538,53533,13900176,744118121808
"1999",1999,34287,441725,441725,"Luxembourg","BARLEY",2006,9512,50061,13900176,695856710736
"2000",2000,34288,441729,441729,"Luxembourg","BARLEY",2010,8261,43003,13900176,597749268528
"2001",2001,34289,441733,441733,"Luxembourg","BARLEY",2014,8317,45962,13900176,638879889312
"2002",2002,34346,441974,441974,"Luxembourg","GROUNDNUTS, WITH SHELL",2000,NA,NA,17333352,NA
"2003",2003,34355,442012,442012,"Luxembourg","MAIZE",2000,255,2040,14905008,30406216320
"2004",2004,34356,442018,442018,"Luxembourg","MAIZE",2006,288,1875,14905008,27946890000
"2005",2005,34357,442022,442022,"Luxembourg","MAIZE",2010,375,3116,14905008,46444004928
"2006",2006,34358,442026,442026,"Luxembourg","MAIZE",2014,216,1672,14905008,24921173376
"2007",2007,34395,442178,442178,"Luxembourg","POTATOES",2000,829,27858,2805156,78146035848
"2008",2008,34396,442184,442184,"Luxembourg","POTATOES",2006,595,16449,2805156,46142011044
"2009",2009,34397,442188,442188,"Luxembourg","POTATOES",2010,615,19531,2805156,54787501836
"2010",2010,34398,442192,442192,"Luxembourg","POTATOES",2014,607,18979,2805156,53239055724
"2011",2011,34407,442229,442229,"Luxembourg","RAPESEED",2000,3245,8370,20682792,173114969040
"2012",2012,34408,442235,442235,"Luxembourg","RAPESEED",2006,4782,16250,20682792,336095370000
"2013",2013,34409,442239,442239,"Luxembourg","RAPESEED",2010,4715,15895,20682792,328752978840
"2014",2014,34410,442243,442243,"Luxembourg","RAPESEED",2014,4146,15705,20682792,324823248360
"2015",2015,34419,442280,442280,"Luxembourg","RYE",2000,672,3603,13355892,48121278876
"2016",2016,34420,442286,442286,"Luxembourg","RYE",2006,1098,6156,13355892,82218871152
"2017",2017,34421,442290,442290,"Luxembourg","RYE",2010,896,5116,13355892,68328743472
"2018",2018,34422,442294,442294,"Luxembourg","RYE",2014,866,5591,13355892,74672792172
"2019",2019,34451,442416,442416,"Luxembourg","WHEAT",2000,10971,61184,13983912,855591671808
"2020",2020,34452,442422,442422,"Luxembourg","WHEAT",2006,12665,75603,13983912,1057225698936
"2021",2021,34453,442426,442426,"Luxembourg","WHEAT",2010,14009,83474,13983912,1167293070288
"2022",2022,34454,442430,442430,"Luxembourg","WHEAT",2014,12665,77943,13983912,1089948053016
"2023",2023,34503,443136,443136,"Madagascar","CASSAVA",2000,351730,2463360,4563612,11241819256320
"2024",2024,34504,443142,443142,"Madagascar","CASSAVA",2006,392250,2982481,4563612,13610886081372
"2025",2025,34505,443146,443146,"Madagascar","CASSAVA",2010,405816,3008886,4563612,13731388256232
"2026",2026,34506,443150,443150,"Madagascar","CASSAVA",2014,372787,2929743,4563612,13370210311716
"2027",2027,34615,444696,444696,"Madagascar","GROUNDNUTS, WITH SHELL",2000,47205,35030,17333352,607187320560
"2028",2028,34616,444702,444702,"Madagascar","GROUNDNUTS, WITH SHELL",2006,54800,41858,17333352,725539448016
"2029",2029,34617,444706,444706,"Madagascar","GROUNDNUTS, WITH SHELL",2010,52000,30000,17333352,520000560000
"2030",2030,34618,444710,444710,"Madagascar","GROUNDNUTS, WITH SHELL",2014,53000,58670,17333352,1016947761840
"2031",2031,34631,444920,444920,"Madagascar","MAIZE",2000,192135,169800,14905008,2530870358400
"2032",2032,34632,444926,444926,"Madagascar","MAIZE",2006,255070,405344,14905008,6041655562752
"2033",2033,34633,444930,444930,"Madagascar","MAIZE",2010,264429,411914,14905008,6139581465312
"2034",2034,34634,444934,444934,"Madagascar","MAIZE",2014,223023,366172,14905008,5457796589376
"2035",2035,34651,445179,445179,"Madagascar","OIL PALM FRUIT",2000,1800,21000,6615144,138918024000
"2036",2036,34652,445185,445185,"Madagascar","OIL PALM FRUIT",2006,1800,21000,6615144,138918024000
"2037",2037,34653,445189,445189,"Madagascar","OIL PALM FRUIT",2010,1820,21200,6615144,140241052800
"2038",2038,34654,445193,445193,"Madagascar","OIL PALM FRUIT",2014,1809,20943,6615144,138540960792
"2039",2039,34683,445566,445566,"Madagascar","PALM KERNELS",2000,NA,1578,21520152,33958799856
"2040",2040,34684,445572,445572,"Madagascar","PALM KERNELS",2006,NA,1504,21520152,32366308608
"2041",2041,34685,445576,445576,"Madagascar","PALM KERNELS",2010,NA,1300,21520152,27976197600
"2042",2042,34686,445580,445580,"Madagascar","PALM KERNELS",2014,NA,1347,21520152,28987644744
"2043",2043,34719,446069,446069,"Madagascar","POTATOES",2000,49205,286715,2805156,804280302540
"2044",2044,34720,446075,446075,"Madagascar","POTATOES",2006,36990,216631,2805156,607683749436
"2045",2045,34721,446079,446079,"Madagascar","POTATOES",2010,38139,224787,2805156,630562601772
"2046",2046,34722,446083,446083,"Madagascar","POTATOES",2014,39785,236646,2805156,663828946776
"2047",2047,34731,446237,446237,"Madagascar","RICE, PADDY",2000,1209300,2480470,11723040,29078649028800
"2048",2048,34732,446243,446243,"Madagascar","RICE, PADDY",2006,1260660,3487930,11723040,40889142907200
"2049",2049,34733,446247,446247,"Madagascar","RICE, PADDY",2010,1307043,4737965,11723040,55543353213600
"2050",2050,34734,446251,446251,"Madagascar","RICE, PADDY",2014,968753,3977863,11723040,46632647063520
"2051",2051,34747,446461,446461,"Madagascar","SORGHUM",2000,1347,900,14360724,12924651600
"2052",2052,34748,446467,446467,"Madagascar","SORGHUM",2006,1746,1094,14360724,15710632056
"2053",2053,34749,446471,446471,"Madagascar","SORGHUM",2010,1915,1143,14360724,16414307532
"2054",2054,34750,446475,446475,"Madagascar","SORGHUM",2014,2400,1091,14360724,15667549884
"2055",2055,34751,446503,446503,"Madagascar","SOYBEANS",2000,82,50,14025780,701289000
"2056",2056,34752,446509,446509,"Madagascar","SOYBEANS",2006,81,48,14025780,673237440
"2057",2057,34753,446513,446513,"Madagascar","SOYBEANS",2010,79,47,14025780,659211660
"2058",2058,34754,446517,446517,"Madagascar","SOYBEANS",2014,80,38,14025780,532979640
"2059",2059,34759,446615,446615,"Madagascar","SUGAR CANE",2000,67325,2188630,1256040,2749006825200
"2060",2060,34760,446621,446621,"Madagascar","SUGAR CANE",2006,82000,2690885,1256040,3379859195400
"2061",2061,34761,446625,446625,"Madagascar","SUGAR CANE",2010,90648,2893876,1256040,3634824011040
"2062",2062,34762,446629,446629,"Madagascar","SUGAR CANE",2014,91675,2937330,1256040,3689403973200
"2063",2063,34803,447203,447203,"Madagascar","WHEAT",2000,3839,9000,13983912,125855208000
"2064",2064,34804,447209,447209,"Madagascar","WHEAT",2006,4300,10000,13983912,139839120000
"2065",2065,34805,447213,447213,"Madagascar","WHEAT",2010,3603,8640,13983912,120820999680
"2066",2066,34806,447217,447217,"Madagascar","WHEAT",2014,2066,5000,13983912,69919560000
"2067",2067,34823,447483,447483,"Malawi","CASSAVA",2000,180758,2794617,4563612,12753547676604
"2068",2068,34824,447489,447489,"Malawi","CASSAVA",2006,163598,2832141,4563612,12924792653292
"2069",2069,34825,447493,447493,"Malawi","CASSAVA",2010,195828,4000986,4563612,18258947721432
"2070",2070,34826,447497,447497,"Malawi","CASSAVA",2014,222750,5012763,4563612,22876305379956
"2071",2071,34884,448328,448328,"Malawi","GROUNDNUTS, WITH SHELL",2000,169078,122281,17333352,2119539615912
"2072",2072,34885,448334,448334,"Malawi","GROUNDNUTS, WITH SHELL",2006,244567,203071,17333352,3519901123992
"2073",2073,34886,448338,448338,"Malawi","GROUNDNUTS, WITH SHELL",2010,295236,297487,17333352,5156446886424
"2074",2074,34887,448342,448342,"Malawi","GROUNDNUTS, WITH SHELL",2014,375991,397503,17333352,6890059420056
"2075",2075,34892,448440,448440,"Malawi","MAIZE",2000,1435220,2501311,14905008,37282060465488
"2076",2076,34893,448446,448446,"Malawi","MAIZE",2006,1762839,2611486,14905008,38924219721888
"2077",2077,34894,448450,448450,"Malawi","MAIZE",2010,1696270,3419409,14905008,50966318500272
"2078",2078,34895,448454,448454,"Malawi","MAIZE",2014,1704528,3978123,14905008,59293955139984
"2079",2079,34900,448535,448535,"Malawi","MILLET",2000,34257,19508,14235120,277698720960
"2080",2080,34901,448541,448541,"Malawi","MILLET",2006,41491,27037,14235120,384874939440
"2081",2081,34902,448545,448545,"Malawi","MILLET",2010,47892,24495,14235120,348689264400
"2082",2082,34903,448549,448549,"Malawi","MILLET",2014,49598,42202,14235120,600750534240
"2083",2083,34944,449147,449147,"Malawi","POTATOES",2000,177834,2037283,2805156,5714896631148
"2084",2084,34945,449153,449153,"Malawi","POTATOES",2006,173062,2309426,2805156,6478300200456
"2085",2085,34946,449157,449157,"Malawi","POTATOES",2010,228738,3673538,2805156,10304847161928
"2086",2086,34947,449161,449161,"Malawi","POTATOES",2014,58604,1023981,2805156,2872426446036
"2087",2087,34952,449259,449259,"Malawi","RICE, PADDY",2000,43523,71601,11723040,839381387040
"2088",2088,34953,449265,449265,"Malawi","RICE, PADDY",2006,52031,91450,11723040,1072072008000
"2089",2089,34954,449269,449269,"Malawi","RICE, PADDY",2010,59098,110106,11723040,1290777042240
"2090",2090,34955,449273,449273,"Malawi","RICE, PADDY",2014,67400,132002,11723040,1547464726080
"2091",2091,34972,449539,449539,"Malawi","SORGHUM",2000,55030,36799,14360724,528460282476
"2092",2092,34973,449545,449545,"Malawi","SORGHUM",2006,70644,54309,14360724,779916559716
"2093",2093,34974,449549,449549,"Malawi","SORGHUM",2010,88498,53932,14360724,774502566768
"2094",2094,34975,449553,449553,"Malawi","SORGHUM",2014,92093,93187,14360724,1338232787388
"2095",2095,34976,449595,449595,"Malawi","SOYBEANS",2000,NA,NA,14025780,NA
"2096",2096,34977,449601,449601,"Malawi","SOYBEANS",2006,72000,55000,14025780,771417900000
"2097",2097,34978,449605,449605,"Malawi","SOYBEANS",2010,75186,73356,14025780,1028875117680
"2098",2098,34979,449609,449609,"Malawi","SOYBEANS",2014,121913,132185,14025780,1853997729300
"2099",2099,34984,449702,449702,"Malawi","SUGAR CANE",2000,20000,2100000,1256040,2.637684e+12
"2100",2100,34985,449708,449708,"Malawi","SUGAR CANE",2006,22500,2450000,1256040,3.077298e+12
"2101",2101,34986,449712,449712,"Malawi","SUGAR CANE",2010,23000,2500000,1256040,3.1401e+12
"2102",2102,34987,449716,449716,"Malawi","SUGAR CANE",2014,26623,2875014,1256040,3611132584560
"2103",2103,34988,449758,449758,"Malawi","SUNFLOWER SEED",2000,4903,2997,12895344,38647345968
"2104",2104,34989,449764,449764,"Malawi","SUNFLOWER SEED",2006,7651,5450,12895344,70279624800
"2105",2105,34990,449768,449768,"Malawi","SUNFLOWER SEED",2010,10873,9175,12895344,118314781200
"2106",2106,34991,449772,449772,"Malawi","SUNFLOWER SEED",2014,14909,15273,12895344,196950588912
"2107",2107,35028,450318,450318,"Malawi","WHEAT",2000,2278,1815,13983912,25380800280
"2108",2108,35029,450324,450324,"Malawi","WHEAT",2006,1656,1999,13983912,27953840088
"2109",2109,35030,450328,450328,"Malawi","WHEAT",2010,1548,2341,13983912,32736337992
"2110",2110,35031,450332,450332,"Malawi","WHEAT",2014,946,1160,13983912,16221337920
"2111",2111,35052,450625,450625,"Malaysia","CASSAVA",2000,8500,120000,4563612,547633440000
"2112",2112,35053,450631,450631,"Malaysia","CASSAVA",2006,3000,70000,4563612,319452840000
"2113",2113,35054,450635,450635,"Malaysia","CASSAVA",2010,2769,37187,4563612,169707039444
"2114",2114,35055,450639,450639,"Malaysia","CASSAVA",2014,3050,51911,4563612,236901662532
"2115",2115,35128,451670,451670,"Malaysia","GROUNDNUTS, WITH SHELL",2000,379,1937,17333352,33574702824
"2116",2116,35129,451676,451676,"Malaysia","GROUNDNUTS, WITH SHELL",2006,238,803,17333352,13918681656
"2117",2117,35130,451680,451680,"Malaysia","GROUNDNUTS, WITH SHELL",2010,189,578,17333352,10018677456
"2118",2118,35131,451684,451684,"Malaysia","GROUNDNUTS, WITH SHELL",2014,142,1564,17333352,27109362528
"2119",2119,35140,451838,451838,"Malaysia","MAIZE",2000,27000,65000,14905008,968825520000
"2120",2120,35141,451844,451844,"Malaysia","MAIZE",2006,25000,80000,14905008,1192400640000
"2121",2121,35142,451848,451848,"Malaysia","MAIZE",2010,8600,47602,14905008,709508190816
"2122",2122,35143,451852,451852,"Malaysia","MAIZE",2014,9707,59188,14905008,882197613504
"2123",2123,35156,452045,452045,"Malaysia","OIL PALM FRUIT",2000,3376664,56600000,6615144,374417150400000
"2124",2124,35157,452051,452051,"Malaysia","OIL PALM FRUIT",2006,4165215,79400000,6615144,525242433600000
"2125",2125,35158,452055,452055,"Malaysia","OIL PALM FRUIT",2010,4853766,83090935,6615144,549658500119640
"2126",2126,35159,452059,452059,"Malaysia","OIL PALM FRUIT",2014,4689321,95380438,6615144,630955332153072
"2127",2127,35184,452431,452431,"Malaysia","PALM KERNELS",2000,NA,3162760,21520152,68063075939520
"2128",2128,35185,452437,452437,"Malaysia","PALM KERNELS",2006,NA,4125000,21520152,8.8770627e+13
