"","X.3","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop","production_kj"
"1376",1376,25101,325500,325500,"Guinea","MAIZE, GREEN",2010,125000,299507,2344608,702226508256
"1377",1377,25102,325504,325504,"Guinea","MAIZE, GREEN",2014,128405,299953,2344608,703272203424
"1378",1378,25111,325658,325658,"Guinea","MILLET",2000,117362,119630,14235120,1702947405600
"1379",1379,25112,325664,325664,"Guinea","MILLET",2006,285000,290000,14235120,4128184800000
"1380",1380,25113,325668,325668,"Guinea","MILLET",2010,233508,234038,14235120,3331559014560
"1381",1381,25114,325672,325672,"Guinea","MILLET",2014,218328,223955,14235120,3188026299600
"1382",1382,25119,325770,325770,"Guinea","OIL PALM FRUIT",2000,310000,830000,6615144,5490569520000
"1383",1383,25120,325776,325776,"Guinea","OIL PALM FRUIT",2006,310000,830000,6615144,5490569520000
"1384",1384,25121,325780,325780,"Guinea","OIL PALM FRUIT",2010,310000,830000,6615144,5490569520000
"1385",1385,25122,325784,325784,"Guinea","OIL PALM FRUIT",2014,311337,834300,6615144,5519014639200
"1386",1386,25135,325988,325988,"Guinea","PALM KERNELS",2000,NA,53000,21520152,1140568056000
"1387",1387,25136,325994,325994,"Guinea","PALM KERNELS",2006,NA,53000,21520152,1140568056000
"1388",1388,25137,325998,325998,"Guinea","PALM KERNELS",2010,NA,53000,21520152,1140568056000
"1389",1389,25138,326002,326002,"Guinea","PALM KERNELS",2014,NA,53706,21520152,1155761283312
"1390",1390,25147,326154,326154,"Guinea","POTATOES",2000,NA,NA,2805156,NA
"1391",1391,25148,326160,326160,"Guinea","POTATOES",2006,1900,11592,2805156,32517368352
"1392",1392,25149,326164,326164,"Guinea","POTATOES",2010,6750,40392,2805156,113305861152
"1393",1393,25150,326168,326168,"Guinea","POTATOES",2014,7435,39948,2805156,112060371888
"1394",1394,25159,326322,326322,"Guinea","RICE, PADDY",2000,665638,1140809,11723040,13373749539360
"1395",1395,25160,326328,326328,"Guinea","RICE, PADDY",2006,758434,1340313,11723040,15712542911520
"1396",1396,25161,326332,326332,"Guinea","RICE, PADDY",2010,1465953,1613730,11723040,18917821339200
"1397",1397,25162,326336,326336,"Guinea","RICE, PADDY",2014,1514305,1971000,11723040,23106111840000
"1398",1398,25183,326636,326636,"Guinea","SORGHUM",2000,30470,32192,14360724,462300427008
"1399",1399,25184,326642,326642,"Guinea","SORGHUM",2006,35500,36980,14360724,531059573520
"1400",1400,25185,326646,326646,"Guinea","SORGHUM",2010,45688,44770,14360724,642929613480
"1401",1401,25186,326650,326650,"Guinea","SORGHUM",2014,39901,38000,14360724,545707512000
"1402",1402,25187,326677,326677,"Guinea","SUGAR CANE",2000,5200,270000,1256040,339130800000
"1403",1403,25188,326683,326683,"Guinea","SUGAR CANE",2006,5250,281000,1256040,352947240000
"1404",1404,25189,326687,326687,"Guinea","SUGAR CANE",2010,5300,283000,1256040,355459320000
"1405",1405,25190,326691,326691,"Guinea","SUGAR CANE",2014,5614,301151,1256040,378257702040
"1406",1406,25859,335793,335793,"Honduras","CASSAVA",2000,2501,9979,4563612,45540284148
"1407",1407,25860,335799,335799,"Honduras","CASSAVA",2006,5100,20500,4563612,93554046000
"1408",1408,25861,335803,335803,"Honduras","CASSAVA",2010,3652,23184,4563612,105802780608
"1409",1409,25862,335807,335807,"Honduras","CASSAVA",2014,2893,24625,4563612,112378945500
"1410",1410,25939,336894,336894,"Honduras","GROUNDNUTS, WITH SHELL",2000,195,110,17333352,1906668720
"1411",1411,25940,336900,336900,"Honduras","GROUNDNUTS, WITH SHELL",2006,144,81,17333352,1404001512
"1412",1412,25941,336904,336904,"Honduras","GROUNDNUTS, WITH SHELL",2010,147,81,17333352,1404001512
"1413",1413,25942,336908,336908,"Honduras","GROUNDNUTS, WITH SHELL",2014,155,83,17333352,1438668216
"1414",1414,25951,337062,337062,"Honduras","MAIZE",2000,371594,533598,14905008,7953282458784
"1415",1415,25952,337068,337068,"Honduras","MAIZE",2006,325830,501583,14905008,7476098627664
"1416",1416,25953,337072,337072,"Honduras","MAIZE",2010,332167,548223,14905008,8171268200784
"1417",1417,25954,337076,337076,"Honduras","MAIZE",2014,363419,606785,14905008,9044135279280
"1418",1418,25967,337286,337286,"Honduras","OIL PALM FRUIT",2000,34000,618600,6615144,4092128078400
"1419",1419,25968,337292,337292,"Honduras","OIL PALM FRUIT",2006,80000,1420414,6615144,9396243149616
"1420",1420,25969,337296,337296,"Honduras","OIL PALM FRUIT",2010,105000,1768216,6615144,11697003463104
"1421",1421,25970,337300,337300,"Honduras","OIL PALM FRUIT",2014,130000,1929430,6615144,12763457287920
"1422",1422,25991,337616,337616,"Honduras","PALM KERNELS",2000,NA,26000,21520152,559523952000
"1423",1423,25992,337622,337622,"Honduras","PALM KERNELS",2006,NA,72000,21520152,1549450944000
"1424",1424,25993,337626,337626,"Honduras","PALM KERNELS",2010,NA,85000,21520152,1829212920000
"1425",1425,25994,337630,337630,"Honduras","PALM KERNELS",2014,NA,109000,21520152,2345696568000
"1426",1426,26011,337894,337894,"Honduras","POTATOES",2000,1367,22310,2805156,62583030360
"1427",1427,26012,337900,337900,"Honduras","POTATOES",2006,1350,22000,2805156,61713432000
"1428",1428,26013,337904,337904,"Honduras","POTATOES",2010,1542,22552,2805156,63261878112
"1429",1429,26014,337908,337908,"Honduras","POTATOES",2014,1576,25952,2805156,72799408512
"1430",1430,26023,338062,338062,"Honduras","RICE, PADDY",2000,3168,7262,11723040,85132716480
"1431",1431,26024,338068,338068,"Honduras","RICE, PADDY",2006,5276,25973,11723040,304482517920
"1432",1432,26025,338072,338072,"Honduras","RICE, PADDY",2010,7364,42186,11723040,494548165440
"1433",1433,26026,338076,338076,"Honduras","RICE, PADDY",2014,7992,51574,11723040,604604064960
"1434",1434,26043,338342,338342,"Honduras","SORGHUM",2000,66615,64667,14360724,928664938908
"1435",1435,26044,338348,338348,"Honduras","SORGHUM",2006,57800,66470,14360724,954557324280
"1436",1436,26045,338352,338352,"Honduras","SORGHUM",2010,39561,41309,14360724,593227147716
"1437",1437,26046,338356,338356,"Honduras","SORGHUM",2014,32235,38000,14360724,545707512000
"1438",1438,26047,338398,338398,"Honduras","SOYBEANS",2000,1500,3000,14025780,42077340000
"1439",1439,26048,338404,338404,"Honduras","SOYBEANS",2006,750,1600,14025780,22441248000
"1440",1440,26049,338408,338408,"Honduras","SOYBEANS",2010,569,1181,14025780,16564446180
"1441",1441,26050,338412,338412,"Honduras","SOYBEANS",2014,562,1181,14025780,16564446180
"1442",1442,26051,338454,338454,"Honduras","SUGAR CANE",2000,46936,3974000,1256040,4991502960000
"1443",1443,26052,338460,338460,"Honduras","SUGAR CANE",2006,76000,5570000,1256040,6996142800000
"1444",1444,26053,338464,338464,"Honduras","SUGAR CANE",2010,75947,6490645,1256040,8152509745800
"1445",1445,26054,338468,338468,"Honduras","SUGAR CANE",2014,65192,5391100,1256040,6771437244000
"1446",1446,26083,338877,338877,"Honduras","WHEAT",2000,2000,1052,13983912,14711075424
"1447",1447,26084,338883,338883,"Honduras","WHEAT",2006,2022,1085,13983912,15172544520
"1448",1448,26085,338887,338887,"Honduras","WHEAT",2010,2065,1140,13983912,15941659680
"1449",1449,26086,338891,338891,"Honduras","WHEAT",2014,2159,1196,13983912,16724758752
"1450",1450,26107,339213,339213,"Hungary","BARLEY",2000,324744,900510,13900176,12517247489760
"1451",1451,26108,339219,339219,"Hungary","BARLEY",2006,292604,1075150,13900176,14944774226400
"1452",1452,26109,339223,339223,"Hungary","BARLEY",2010,281100,943817,13900176,13119222411792
"1453",1453,26110,339227,339227,"Hungary","BARLEY",2014,288150,1274710,13900176,17718693348960
"1454",1454,26235,340976,340976,"Hungary","GROUNDNUTS, WITH SHELL",2000,NA,NA,17333352,NA
"1455",1455,26236,340982,340982,"Hungary","GROUNDNUTS, WITH SHELL",2006,3,5,17333352,86666760
"1456",1456,26237,340986,340986,"Hungary","GROUNDNUTS, WITH SHELL",2010,12,14,17333352,242666928
"1457",1457,26238,340990,340990,"Hungary","GROUNDNUTS, WITH SHELL",2014,0,0,17333352,0
"1458",1458,26275,341536,341536,"Hungary","MAIZE",2000,1192702,4984332,14905008,74291508334656
"1459",1459,26276,341542,341542,"Hungary","MAIZE",2006,1214952,8281666,14905008,123438297983328
"1460",1460,26277,341546,341546,"Hungary","MAIZE",2010,1078825,6984872,14905008,104109573038976
"1461",1461,26278,341550,341550,"Hungary","MAIZE",2014,1191420,9315100,14905008,138841640020800
"1462",1462,26279,341571,341571,"Hungary","MAIZE, GREEN",2000,22241,291186,2344608,682717025088
"1463",1463,26280,341577,341577,"Hungary","MAIZE, GREEN",2006,31845,513326,2344608,1203548246208
"1464",1464,26281,341581,341581,"Hungary","MAIZE, GREEN",2010,21837,302757,2344608,709846484256
"1465",1465,26282,341585,341585,"Hungary","MAIZE, GREEN",2014,30310,466660,2344608,1094134769280
"1466",1466,26287,341683,341683,"Hungary","MILLET",2000,7640,8156,14235120,116101638720
"1467",1467,26288,341689,341689,"Hungary","MILLET",2006,9338,12019,14235120,171091907280
"1468",1468,26289,341693,341693,"Hungary","MILLET",2010,10098,17964,14235120,255719695680
"1469",1469,26290,341697,341697,"Hungary","MILLET",2014,4460,7050,14235120,100357596000
"1470",1470,26347,342504,342504,"Hungary","POTATOES",2000,46743,863511,2805156,2422283062716
"1471",1471,26348,342510,342510,"Hungary","POTATOES",2006,22583,564443,2805156,1583350668108
"1472",1472,26349,342514,342514,"Hungary","POTATOES",2010,20242,439897,2805156,1233979708932
"1473",1473,26350,342518,342518,"Hungary","POTATOES",2014,20980,567430,2805156,1591729669080
"1474",1474,26367,342784,342784,"Hungary","RAPESEED",2000,115788,179319,20682792,3708817578648
"1475",1475,26368,342790,342790,"Hungary","RAPESEED",2006,142056,338006,20682792,6990907792752
"1476",1476,26369,342794,342794,"Hungary","RAPESEED",2010,259303,530619,20682792,10974682408248
"1477",1477,26370,342798,342798,"Hungary","RAPESEED",2014,213720,699750,20682792,14472783702000
"1478",1478,26375,342896,342896,"Hungary","RICE, PADDY",2000,3222,11255,11723040,131942815200
"1479",1479,26376,342902,342902,"Hungary","RICE, PADDY",2006,2412,7801,11723040,91451435040
"1480",1480,26377,342906,342906,"Hungary","RICE, PADDY",2010,2000,5893,11723040,69083874720
"1481",1481,26378,342910,342910,"Hungary","RICE, PADDY",2014,2400,7910,11723040,92729246400
"1482",1482,26387,343064,343064,"Hungary","RYE",2000,43094,86484,13355892,1155070963728
"1483",1483,26388,343070,343070,"Hungary","RYE",2006,38883,98714,13355892,1318413522888
"1484",1484,26389,343074,343074,"Hungary","RYE",2010,37002,78170,13355892,1044030077640
"1485",1485,26390,343078,343078,"Hungary","RYE",2014,33600,95940,13355892,1281364278480
"1486",1486,26395,343176,343176,"Hungary","SORGHUM",2000,4214,7858,14360724,112846569192
"1487",1487,26396,343182,343182,"Hungary","SORGHUM",2006,3755,13540,14360724,194444202960
"1488",1488,26397,343186,343186,"Hungary","SORGHUM",2010,3800,3900,14360724,56006823600
"1489",1489,26398,343190,343190,"Hungary","SORGHUM",2014,4580,19470,14360724,279603296280
"1490",1490,26399,343229,343229,"Hungary","SOYBEANS",2000,22317,30785,14025780,431783637300
"1491",1491,26400,343235,343235,"Hungary","SOYBEANS",2006,35911,85035,14025780,1192682202300
"1492",1492,26401,343239,343239,"Hungary","SOYBEANS",2010,37688,85440,14025780,1198362643200
"1493",1493,26402,343243,343243,"Hungary","SOYBEANS",2014,42980,115600,14025780,1621380168000
"1494",1494,26419,343509,343509,"Hungary","SUNFLOWER SEED",2000,298795,483649,12895344,6236820230256
"1495",1495,26420,343515,343515,"Hungary","SUNFLOWER SEED",2006,534156,1180659,12895344,15225003951696
"1496",1496,26421,343519,343519,"Hungary","SUNFLOWER SEED",2010,501507,969718,12895344,12504847192992
"1497",1497,26422,343523,343523,"Hungary","SUNFLOWER SEED",2014,593730,1597250,12895344,20597088204000
"1498",1498,26459,344053,344053,"Hungary","WHEAT",2000,1024430,3692470,13983912,51635175542640
"1499",1499,26460,344059,344059,"Hungary","WHEAT",2006,1074735,4376235,13983912,61196885131320
"1500",1500,26461,344063,344063,"Hungary","WHEAT",2010,1011182,3745190,13983912,52372407383280
"1501",1501,26462,344067,344067,"Hungary","WHEAT",2014,1112730,5261890,13983912,73581806713680
"1502",1502,26525,344953,344953,"India","BARLEY",2000,724500,1447000,13900176,20113554672000
"1503",1503,26526,344959,344959,"India","BARLEY",2006,629900,1220600,13900176,16966554825600
"1504",1504,26527,344963,344963,"India","BARLEY",2010,623800,1354700,13900176,18830568427200
"1505",1505,26528,344967,344967,"India","BARLEY",2014,673500,1830000,13900176,25437322080000
"1506",1506,26557,345401,345401,"India","CASSAVA",2000,223500,6014100,4563612,27446018929200
"1507",1507,26558,345407,345407,"India","CASSAVA",2006,244600,7854900,4563612,35846715898800
"1508",1508,26559,345411,345411,"India","CASSAVA",2010,231900,8059800,4563612,36781799997600
"1509",1509,26560,345415,345415,"India","CASSAVA",2014,228280,8139430,4563612,37145200421160
"1510",1510,26673,347019,347019,"India","GROUNDNUTS, WITH SHELL",2000,6558600,6480300,17333352,112325320965600
"1511",1511,26674,347025,347025,"India","GROUNDNUTS, WITH SHELL",2006,5615100,4863500,17333352,84300757452000
"1512",1512,26675,347029,347029,"India","GROUNDNUTS, WITH SHELL",2010,5860000,8265000,17333352,143260154280000
"1513",1513,26676,347033,347033,"India","GROUNDNUTS, WITH SHELL",2014,4685000,7402000,17333352,128301471504000
"1514",1514,26697,347358,347358,"India","MAIZE",2000,6611300,12043200,14905008,179503992345600
"1515",1515,26698,347364,347364,"India","MAIZE",2006,7894000,15097000,14905008,225020905776000
"1516",1516,26699,347368,347368,"India","MAIZE",2010,8553200,21725800,14905008,323823222806400
"1517",1517,26700,347372,347372,"India","MAIZE",2014,9258000,24170000,14905008,360254043360000
"1518",1518,26709,347526,347526,"India","MILLET",2000,13012200,10077800,14235120,143458692336000
"1519",1519,26710,347532,347532,"India","MILLET",2006,11752000,10346900,14235120,147289363128000
"1520",1520,26711,347536,347536,"India","MILLET",2010,11791800,13293000,14235120,189227450160000
"1521",1521,26712,347540,347540,"India","MILLET",2014,9686740,11420000,14235120,162565070400000
"1522",1522,26785,348585,348585,"India","POTATOES",2000,1340900,25000100,2805156,70129180515600
"1523",1523,26786,348591,348591,"India","POTATOES",2006,1569200,29174600,2805156,81839304237600
"1524",1524,26787,348595,348595,"India","POTATOES",2010,1835300,36577300,2805156,102605032558800
"1525",1525,26788,348599,348599,"India","POTATOES",2014,2024000,46395000,2805156,130145212620000
"1526",1526,26801,348809,348809,"India","RAPESEED",2000,6026800,5788400,20682792,119720273212800
"1527",1527,26802,348815,348815,"India","RAPESEED",2006,7276500,8131200,20682792,168175918310400
"1528",1528,26803,348819,348819,"India","RAPESEED",2010,5580000,6608100,20682792,136673957815200
"1529",1529,26804,348823,348823,"India","RAPESEED",2014,6645740,7877000,20682792,162918352584000
"1530",1530,26805,348865,348865,"India","RICE, PADDY",2000,44712000,127464896,11723040,1494276074403840
"1531",1531,26806,348871,348871,"India","RICE, PADDY",2006,43810000,139136992,11723040,1631108522695680
"1532",1532,26807,348875,348875,"India","RICE, PADDY",2010,42862400,143963008,11723040,1687684101304320
"1533",1533,26808,348879,348879,"India","RICE, PADDY",2014,44110000,157200000,11723040,1.842861888e+15
"1534",1534,26829,349201,349201,"India","SORGHUM",2000,9856400,7529400,14360724,108127635285600
"1535",1535,26830,349207,349207,"India","SORGHUM",2006,8667300,7629600,14360724,109566579830400
"1536",1536,26831,349211,349211,"India","SORGHUM",2010,7787200,6698200,14360724,96191001496800
"1537",1537,26832,349215,349215,"India","SORGHUM",2014,5790000,5540000,14360724,79558410960000
"1538",1538,26833,349257,349257,"India","SOYBEANS",2000,6416600,5275800,14025780,73997210124000
"1539",1539,26834,349263,349263,"India","SOYBEANS",2006,8334000,8857000,14025780,124226333460000
"1540",1540,26835,349267,349267,"India","SOYBEANS",2010,9554190,12736000,14025780,178632334080000
"1541",1541,26836,349271,349271,"India","SOYBEANS",2014,11086000,10374000,14025780,145503441720000
"1542",1542,26841,349369,349369,"India","SUGAR CANE",2000,4219700,299323904,1256040,375962796380160
"1543",1543,26842,349375,349375,"India","SUGAR CANE",2006,4201100,281171808,1256040,353163037720320
"1544",1544,26843,349379,349379,"India","SUGAR CANE",2010,4174600,292301600,1256040,367142501664000
"1545",1545,26844,349383,349383,"India","SUGAR CANE",2014,4990000,352142000,1256040,442304437680000
"1546",1546,26845,349416,349416,"India","SUNFLOWER SEED",2000,1073800,646400,12895344,8335550361600
"1547",1547,26846,349422,349422,"India","SUNFLOWER SEED",2006,2160000,1228000,12895344,15835482432000
"1548",1548,26847,349426,349426,"India","SUNFLOWER SEED",2010,930000,651000,12895344,8394868944000
"1549",1549,26848,349430,349430,"India","SUNFLOWER SEED",2014,552000,434000,12895344,5596579296000
"1550",1550,26885,349976,349976,"India","WHEAT",2000,27486000,76368896,13983912,1067935921201152
"1551",1551,26886,349982,349982,"India","WHEAT",2006,26483600,69354496,13983912,969847168868352
"1552",1552,26887,349986,349986,"India","WHEAT",2010,28457400,80803600,13983912,1129950431683200
"1553",1553,26888,349990,349990,"India","WHEAT",2014,30470000,95850000,13983912,1340357965200000
"1554",1554,26925,350522,350522,"Indonesia","CASSAVA",2000,1284000,16089100,4563612,73424409829200
"1555",1555,26926,350528,350528,"Indonesia","CASSAVA",2006,1227459,19986640,4563612,91211270143680
"1556",1556,26927,350532,350532,"Indonesia","CASSAVA",2010,1183047,23918118,4563612,109153010322216
"1557",1557,26928,350536,350536,"Indonesia","CASSAVA",2014,1003494,23436384,4563612,106954563259008
"1558",1558,27017,351762,351762,"Indonesia","GROUNDNUTS, WITH SHELL",2000,683554,1292000,17333352,22394690784000
"1559",1559,27018,351768,351768,"Indonesia","GROUNDNUTS, WITH SHELL",2006,706753,1470000,17333352,25480027440000
